text,fonts-size,fonts-type,fonts-style,base_str_len,max_str_len
"Draft version January 6, 2021",7,CMCSC10,,29,29
Typeset using L,7,CMR8,,15,15
A,5,CMR6,,1,1
TEX,7,CMR8,,3,3
twocolumn,7,CMBX8,,9,9
style in AASTeX63,7,CMR8,,17,17
"1
2
0
2",10,Times-Roman,,7,1
,5,Times-Roman,,0,0
n,10,Times-Roman,,1,1
a,8,Times-Roman,,1,1
J,7,Times-Roman,,1,1
,5,Times-Roman,,0,0
5,10,Times-Roman,,1,1
,5,Times-Roman,,0,0
],6,Times-Roman,,1,1
R,13,Times-Roman,,1,1
S,11,Times-Roman,,1,1
.,5,Times-Roman,,1,1
"h
p",10,Times-Roman,,3,1
-,6,Times-Roman,,1,1
o,10,Times-Roman,,1,1
r,6,Times-Roman,,1,1
t,5,Times-Roman,,1,1
s,7,Times-Roman,,1,1
a,8,Times-Roman,,1,1
[,6,Times-Roman,,1,1
,5,Times-Roman,,0,0
"1
v
4
9
6
1
0",10,Times-Roman,,13,1
.,5,Times-Roman,,1,1
"1
0
1
2",10,Times-Roman,,7,1
:,5,Times-Roman,,1,1
v,10,Times-Roman,,1,1
i,5,Times-Roman,,1,1
X,14,Times-Roman,,1,1
r,6,Times-Roman,,1,1
a,8,Times-Roman,,1,1
"The young massive star cluster Westerlund 2 observed with MUSE.
III. A cluster in motion – the complex internal dynamics",9,CMBX10,,120,63
Peter Zeidler,8,CMCSC10,,13,13
",",8,CMCSC10,,1,1
"1, 2",5,CMCSC10,,4,4
Elena Sabbi,8,CMCSC10,,11,11
",",8,CMCSC10,,1,1
3,5,CMCSC10,,1,1
"Antonella Nota,",8,CMCSC10,,15,15
4,5,CMCSC10,,1,1
and Anna F. McLeod,8,CMCSC10,,18,18
"5, 6, 7",5,CMCSC10,,7,7
1,5,CMR6,,1,1
"Department of Physics and Astronomy, Johns Hopkins University, Baltimore, MD 21218, USA",7,CMTI8,,87,87
2,5,CMR6,,1,1
"AURA for the European Space Agency (ESA), ESA Oﬃce, Space Telescope Science Institute, 3700 San Martin Drive, Baltimore, MD
21218, USA",7,CMTI8,,134,123
3,5,CMR6,,1,1
"Space Telescope Science Institute, 3700 San Martin Drive, Baltimore, MD 21218, USA",7,CMTI8,,82,82
4,5,CMR6,,1,1
"European Space Agency (ESA), ESA Oﬃce, Space Telescope Science Institute, 3700 San Martin Drive, Baltimore, MD 21218, USA",7,CMTI8,,121,121
5,5,CMR6,,1,1
"Centre for Extragalactic Astronomy, Department of Physics, Durham University, South Road, Durham, DH1 3LE, UK",7,CMTI8,,109,109
6,5,CMR6,,1,1
"Department of Astronomy, University of California Berkeley, Berkeley, CA 94720, USA",7,CMTI8,,83,83
7,5,CMR6,,1,1
"Department of Physics and Astronomy, Texas Tech University, PO Box 41051, Lubbock, TX 79409, USA",7,CMTI8,,96,96
"(Received January 6, 2021; Revised; Accepted)",8,CMR9,,45,45
Submitted to AJ,9,CMR10,,15,15
ABSTRACT,9,CMR10,,8,8
"Analyzing the dynamical state of nearby young massive star clusters is essential understanding star
cluster formation and evolution during their earliest stages. In this work we analyze the stellar and gas
kinematics of the young massive star cluster Westerlund 2 (Wd2) using data from the integral ﬁeld unit
MUSE and complement them with proper motions from the",9,CMR10,,362,105
Gaia,9,CMTI10,,4,4
"DR2. The mean gas radial velocity
of 15",9,CMR10,,39,33
.,9,CMMI10,,1,1
9 km s,9,CMR10,,6,6
−,6,CMSY7,,1,1
1,6,CMR7,,1,1
"agrees with the assumption that Wd2 is the result of a cloud-cloud collision. The gas
motions show the expansion of the H",9,CMR10,,121,85
II,8,CMR9,,2,2
"region, driven by the radiation from the many OB stars in the
cluster center. The velocity proﬁle of the cluster member stars reveal an increasing velocity dispersion
with decreasing stellar mass and that the low-mass stars show ﬁve distinct velocity groups. Based on
their spatial correlation with the cluster’s two clumps, we concluded that this is the imprint of the
initial cloud collapse that formed Wd2. A thorough analysis of the dynamical state of Wd2, which
determines a dynamical mass range of",9,CMR10,,503,104
M,9,CMMI10,,1,1
dyn,6,CMR7,,3,3
",",6,CMMI7,,1,1
Wd2,6,CMR7,,3,3
= (7,9,CMR10,,4,4
.,9,CMMI10,,1,1
5,9,CMR10,,1,1
±,9,CMSY10,,1,1
1,9,CMR10,,1,1
.,9,CMMI10,,1,1
9),9,CMR10,,2,2
·,9,CMSY10,,1,1
10,9,CMR10,,2,2
4,6,CMR7,,1,1
−,9,CMSY10,,1,1
(4,9,CMR10,,2,2
.,9,CMMI10,,1,1
4,9,CMR10,,1,1
±,9,CMSY10,,1,1
1,9,CMR10,,1,1
.,9,CMMI10,,1,1
1),9,CMR10,,2,2
·,9,CMSY10,,1,1
10,9,CMR10,,2,2
5,6,CMR7,,1,1
M,9,CMR10,,1,1
,6,CMSY7,,0,0
"and exceeds the
photometric mass by at least a factor of two leads to the conclusion that Wd2 is not massive enough
to remain gravitationally bound. Additionally we also identify 22 runaway candidates with peculiar
velocities between 30 and 546 km s",9,CMR10,,249,99
−,6,CMSY7,,1,1
1,6,CMR7,,1,1
.,9,CMR10,,1,1
Keywords:,9,CMTI10,,9,9
"Stellar photometry (1620), Young star clusters (1833), Spectroscopy (1558), Stellar kine-",9,CMR10,,89,89
"matics (1608), Radial velocity (1332)",9,CMR10,,37,37
1.,8,CMR9,,2,2
INTRODUCTION,9,CMR10,,12,12
"The detailed study of young star cluster (YSC) kine-
matics is vital to understand their long-term evolution
and survivability. Only if star clusters are massive
enough they may overcome the so-called “infant mortal-
ity” (Lada & Lada 2003) surviving internal and external
processes that disturb the gravitational potential, such
as supernova explosions, which lead to abrupt, violent",9,CMR10,,384,56
"Corresponding author: Peter Zeidler
zeidler@stsci.edu",7,CMR8,,53,35
"gas expulsion (e.g., Goodwin & Bastian 2006; Bastian &
Goodwin 2006; Portegies Zwart et al. 2010), the interac-
tion or collision with a giant molecular cloud (GMC) in
the Galactic disk or a change in the Galactic tidal ﬁeld
(e.g., Krumholz & McKee 2020, and references therein).
The detailed kinematic analysis of such young, and still
embedded clusters and their gaseous and stellar content
down to the hydrogen burning limit (or even below) is
challenging and has only become feasible in recent years",9,CMR10,,503,56
"with new telescopes,
instruments, and computational
methods. For example, Zari et al. (2019) showed the
three dimensional, highly substructured nature of the
Orion Nebular Cloud (ONC) detecting multiple kine-",9,CMR10,,208,53
2,9,CMR10,,1,1
Zeidler et al.,9,CMCSC10,,14,14
"matic components with distinct age diﬀerences, while
Jerabkova et al. (2019) suggest the detection of multi-
ple populations in its young stellar population. McLeod
et al. (2015) studied the detailed kinematics of the “Pil-
lars of Creation” in the Eagle Nebula ﬁnding radial ve-
locity (RV) diﬀerences of",9,CMR10,,305,58
∼,9,CMSY10,,1,1
2 km,9,CMR10,,4,4
/,9,CMMI10,,1,1
"s between the diﬀerent
pillars. Their analysis also revealed a possible protostel-
lar outﬂow and let them identify both lobes as a blue
and a red shifted counterpart. Time domain studies
(e.g., Sabbi et al. 2020) have the capability of detect-
ing protoplanetary disks, stellar variability, and the bi-
nary fraction, which is important to the evolution of the
whole cluster system (we refer to Portegies Zwart et al.
(2010) and Krumholz & McKee (2020) for a detailed
overview).",9,CMR10,,479,59
"The measurement of the internal kinematics of YSCs
has been observationally very expensive. Especially for",9,CMR10,,106,55
"the determination of RVs, high resolution stellar spectra
had to be obtained. For many ﬁber or slit spectrographs,
only a handful of stars can be observed simultaneously.
With the development of eﬃcient, large ﬁeld of view
(FOV) integral ﬁeld units (IFUs) over the past decade
and the increasing computational capacities it has be-
come possible to study the RV of entire stellar popula-
tions in resolved star clusters. The optical IFU with the
largest FOV to date (1 arcmin",9,CMR10,,475,57
2,6,CMR7,,1,1
") is the Multi Unit Spec-
troscopic Explorer (MUSE, Bacon et al. 2010) mounted
at UT4 of the Very Large Telescope (VLT), which al-
lows us to survey larger regions similar to photometric
studies. MUSE has been proven to be an excellent in-
strument to spectroscopically map nearby star-forming
regions to study the kinematics of their stars and the gas
simultaneously (e.g., McLeod et al. 2015, 2020; Zeidler
et al. 2018, 2019, for the latter two, hereafter Paper 1
and Paper 2). In Paper 1 we showed that it is indeed
possible to measure stellar RVs in YSCs to an accuracy
of",9,CMR10,,576,58
∼,9,CMSY10,,1,1
2 km s,9,CMR10,,6,6
−,6,CMSY7,,1,1
1,6,CMR7,,1,1
"using MUSEpack, despite the lack of
pre-main sequence (PMS) stellar spectral libraries and",9,CMR10,,90,54
"the variable and high local background. For a detailed
description of the code and the assessment of the uncer-
tainties we refer to Paper 2.",9,CMR10,,141,56
"This work is the third paper in a series (Paper 1; Pa-
per 2) spectroscopically studying the Galactic young
massive star cluster Westerlund 2 (Wd2, Westerlund
1961) using MUSE data. Wd2 is the central ionizing star
cluster of the H",9,CMR10,,231,55
II,8,CMR9,,2,2
"region RCW49 (Rodgers et al. 1960)
located in the Carina-Sagittarius spiral arm at a dis-
tance of",9,CMR10,,98,54
∼,9,CMSY10,,1,1
4,9,CMR10,,1,1
.,9,CMMI10,,1,1
16 kpc (Zeidler et al. 2015; Vargas ´Alvarez,9,CMR10,,44,44
"et al. 2013) at an age of 1–2 Myr (Zeidler et al. 2015).
With a total photometric stellar mass of 3",9,CMR10,,99,56
.,9,CMMI10,,1,1
7,9,CMR10,,1,1
·,9,CMSY10,,1,1
10,9,CMR10,,2,2
4,6,CMR7,,1,1
M,9,CMR10,,1,1
,6,CMSY7,,0,0
",
Wd2 is the second most massive young star cluster in
the Milky Way (MW, Zeidler et al. 2017), after Wester-",9,CMR10,,109,54
lund 1 (,9,CMR10,,8,8
∼,9,CMSY10,,1,1
5,9,CMR10,,1,1
·,9,CMSY10,,1,1
10,9,CMR10,,2,2
4,6,CMR7,,1,1
M,9,CMR10,,1,1
,6,CMSY7,,0,0
", e.g., Clark et al. 2005; Andersen
et al. 2017). This cluster is built from two coeval clumps,
the MC and NC (Hur et al. 2014; Zeidler et al. 2015)
and is highly mass segregated (Zeidler et al. 2017). The
close proximity, its numerous OB stars in the cluster cen-
ter (e.g., Rauw et al. 2004, 2011; Bonanos et al. 2004;
Vargas ´Alvarez et al. 2013), and its young age (so far
no supernova explosion has been detected) make Wd2
a prime target to study the internal processes of star
cluster formation and pre-supernovae evolution.",9,CMR10,,530,59
"In this work we present a detailed analysis of the dy-
namical state of Wd2 to determine whether it has a
chance to overcome infant mortality, and to better un-
derstand its formation process. This paper is structured
the following. In Sect. 2 we give a brief introduction to
the used data. In Sect. 3 we reanalyze the spatial struc-
ture of Wd2 to obtain missing key parameters. In Sect. 4",9,CMR10,,390,57
we present a detailed analysis of the gas and stellar RVs,9,CMR10,,57,57
"including the dynamical state of Wd2. Sect. 5 intro-
duces the data obtained from the",9,CMR10,,85,52
Gaia,9,CMTI10,,4,4
"mission and in
Sect. 6 we analyze high-velocity stellar runaway candi-
dates. In Sect. 7 we provide a in-depth discussion about
the results obtained in the previous sections and put
them into a greater context, while in Sect. 8 we summa-
rize the analysis and our ﬁndings.",9,CMR10,,272,56
2.,8,CMR9,,2,2
THE DATA AND DATA REDUCTION,9,CMR10,,27,27
"We will only provide a brief overview of the dataset,
data reduction, and RV measurements. A detailed de-
scription was presented in Paper 1 and Paper 2. The
data and their derived products used in this work, such
as stellar RVs, are identical to those of Paper 2.",9,CMR10,,264,55
We surveyed Wd2 using 21.5 h of VLT/MUSE time,9,CMR10,,45,45
