text,fonts-size,fonts-type,fonts-style,base_str_len,max_str_len
Astronomy,9,NimbusRomNo9L-Regu-Slant_167,,9,9
&,9,rtxr-Slant_167,,1,1
Astrophysics,9,NimbusRomNo9L-Regu-Slant_167,,12,12
"manuscript no. aanda
January 6, 2021",9,NimbusRomNo9L-Regu,,36,20
©,9,rtcxr,,1,1
ESO 2021,9,NimbusRomNo9L-Regu,,8,8
"1
2
0
2",10,Times-Roman,,7,1
,5,Times-Roman,,0,0
n,10,Times-Roman,,1,1
a,8,Times-Roman,,1,1
J,7,Times-Roman,,1,1
,5,Times-Roman,,0,0
5,10,Times-Roman,,1,1
,5,Times-Roman,,0,0
],6,Times-Roman,,1,1
"A
G",14,Times-Roman,,3,1
.,5,Times-Roman,,1,1
"h
p",10,Times-Roman,,3,1
-,6,Times-Roman,,1,1
o,10,Times-Roman,,1,1
r,6,Times-Roman,,1,1
t,5,Times-Roman,,1,1
s,7,Times-Roman,,1,1
a,8,Times-Roman,,1,1
[,6,Times-Roman,,1,1
,5,Times-Roman,,0,0
"1
v
1
8
4
1
0",10,Times-Roman,,13,1
.,5,Times-Roman,,1,1
"1
0
1
2",10,Times-Roman,,7,1
:,5,Times-Roman,,1,1
v,10,Times-Roman,,1,1
i,5,Times-Roman,,1,1
X,14,Times-Roman,,1,1
r,6,Times-Roman,,1,1
a,8,Times-Roman,,1,1
"Host galaxy and orientation differences between different types of
AGN",16,NimbusSanL-Bold,,70,66
Anamaria Gkini,10,NimbusRomNo9L-Regu,,14,14
1,7,NimbusRomNo9L-Regu,,1,1
",",7,rtxmi,,1,1
3,7,NimbusRomNo9L-Regu,,1,1
", Manolis Plionis",10,NimbusRomNo9L-Regu,,17,17
3,7,NimbusRomNo9L-Regu,,1,1
",",7,rtxmi,,1,1
2,7,NimbusRomNo9L-Regu,,1,1
", Maria Chira",10,NimbusRomNo9L-Regu,,13,13
2,7,NimbusRomNo9L-Regu,,1,1
",",7,rtxmi,,1,1
3,7,NimbusRomNo9L-Regu,,1,1
and Elias Koulouridis,10,NimbusRomNo9L-Regu,,21,21
3,7,NimbusRomNo9L-Regu,,1,1
1,5,NimbusRomNo9L-Regu,,1,1
"Department of Astrophysics, Astronomy & Mechanics, Faculty of Physics, National and Kapodistrian University of Athens,",8,NimbusRomNo9L-Regu,,118,118
"Panepistimiopolis Zografou, 15784, Greece",8,NimbusRomNo9L-Regu,,41,41
2,5,NimbusRomNo9L-Regu,,1,1
"Department of Physics, Aristotle University of Thessaloniki, Thessaloniki 54124, Greece",8,NimbusRomNo9L-Regu,,87,87
3,5,NimbusRomNo9L-Regu,,1,1
"Institute for Astronomy & Astrophysics, Space Applications & Remote Sensing, National Observatory of Athens, GR-15236 Palaia",8,NimbusRomNo9L-Regu,,124,124
