text,fonts-size,fonts-type,fonts-style,base_str_len,max_str_len
Astronomy,9,NimbusRomNo9L-Regu-Slant_167,,9,9
&,9,rtxr-Slant_167,,1,1
Astrophysics,9,NimbusRomNo9L-Regu-Slant_167,,12,12
"manuscript no. manuscript
January 5, 2021",9,NimbusRomNo9L-Regu,,41,25
©,9,rtcxr,,1,1
ESO 2021,9,NimbusRomNo9L-Regu,,8,8
A Nearby Galaxy Perspective on Dust Evolution,16,NimbusSanL-Bold,,45,45
"Scaling relations and constraints on the dust build-up in galaxies with the
DustPedia",13,NimbusSanL-Bold,,85,75
,9,rtxbmi,,0,0
and DGS samples,13,NimbusSanL-Bold,,15,15
Frédéric G,10,NimbusRomNo9L-Regu,,10,10
alliano,10,rtxsc,,7,7
1,7,NimbusRomNo9L-Regu,,1,1
", Angelos N",10,NimbusRomNo9L-Regu,,11,11
ersesian,10,rtxsc,,8,8
2,7,NimbusRomNo9L-Regu,,1,1
",",7,rtxmi,,1,1
4,7,NimbusRomNo9L-Regu,,1,1
", Simone B",10,NimbusRomNo9L-Regu,,10,10
ianchi,10,rtxsc,,6,6
3,7,NimbusRomNo9L-Regu,,1,1
", Ilse D",10,NimbusRomNo9L-Regu,,8,8
e,10,rtxsc,,1,1
L,10,NimbusRomNo9L-Regu,,1,1
ooze,10,rtxsc,,4,4
4,7,NimbusRomNo9L-Regu,,1,1
",",7,rtxmi,,1,1
5,7,NimbusRomNo9L-Regu,,1,1
", Sambit R",10,NimbusRomNo9L-Regu,,10,10
oychowdhury,10,rtxsc,,11,11
6,7,NimbusRomNo9L-Regu,,1,1
",",7,rtxmi,,1,1
7,7,NimbusRomNo9L-Regu,,1,1
",",7,rtxmi,,1,1
8,7,NimbusRomNo9L-Regu,,1,1
",
Maarten B",10,NimbusRomNo9L-Regu,,11,9
aes,10,rtxsc,,3,3
4,7,NimbusRomNo9L-Regu,,1,1
", Viviana C",10,NimbusRomNo9L-Regu,,11,11
asasola,10,rtxsc,,7,7
9,7,NimbusRomNo9L-Regu,,1,1
", Letizia, P. C",10,NimbusRomNo9L-Regu,,15,15
assar,10,rtxsc,,5,5
´,10,NimbusRomNo9L-Regu,,1,1
a,10,rtxsc,,1,1
10,7,NimbusRomNo9L-Regu,,2,2
", Wouter D",10,NimbusRomNo9L-Regu,,10,10
obbels,10,rtxsc,,6,6
4,7,NimbusRomNo9L-Regu,,1,1
", Jacopo F",10,NimbusRomNo9L-Regu,,10,10
ritz,10,rtxsc,,4,4
11,7,NimbusRomNo9L-Regu,,2,2
", Maud G",10,NimbusRomNo9L-Regu,,8,8
alametz,10,rtxsc,,7,7
1,7,NimbusRomNo9L-Regu,,1,1
",
Anthony P. J",10,NimbusRomNo9L-Regu,,14,12
ones,10,rtxsc,,4,4
