text,fonts-size,fonts-type,fonts-style,base_str_len,max_str_len
Astronomy,9,NimbusRomNo9L-Regu-Slant_167,,9,9
&,9,rtxr-Slant_167,,1,1
Astrophysics,9,NimbusRomNo9L-Regu-Slant_167,,12,12
"manuscript no. Cuciti_statistics
January 6, 2021",9,NimbusRomNo9L-Regu,,48,32
©,9,rtcxr,,1,1
ESO 2021,9,NimbusRomNo9L-Regu,,8,8
"1
2
0
2",10,Times-Roman,,7,1
,5,Times-Roman,,0,0
n,10,Times-Roman,,1,1
a,8,Times-Roman,,1,1
J,7,Times-Roman,,1,1
,5,Times-Roman,,0,0
5,10,Times-Roman,,1,1
,5,Times-Roman,,0,0
],6,Times-Roman,,1,1
O,14,Times-Roman,,1,1
C,13,Times-Roman,,1,1
.,5,Times-Roman,,1,1
"h
p",10,Times-Roman,,3,1
-,6,Times-Roman,,1,1
o,10,Times-Roman,,1,1
r,6,Times-Roman,,1,1
t,5,Times-Roman,,1,1
s,7,Times-Roman,,1,1
a,8,Times-Roman,,1,1
[,6,Times-Roman,,1,1
,5,Times-Roman,,0,0
"1
v
1
4
6
1
0",10,Times-Roman,,13,1
.,5,Times-Roman,,1,1
"1
0
1
2",10,Times-Roman,,7,1
:,5,Times-Roman,,1,1
v,10,Times-Roman,,1,1
i,5,Times-Roman,,1,1
X,14,Times-Roman,,1,1
r,6,Times-Roman,,1,1
a,8,Times-Roman,,1,1
Radio halos in a mass-selected sample of 75 galaxy clusters,16,NimbusSanL-Bold,,59,59
Paper II - Statistical analysis,13,NimbusSanL-Bold,,31,31
V. Cuciti,10,NimbusRomNo9L-Regu,,9,9
1,7,NimbusRomNo9L-Regu,,1,1
", R. Cassano",10,NimbusRomNo9L-Regu,,12,12
2,7,NimbusRomNo9L-Regu,,1,1
", G. Brunetti",10,NimbusRomNo9L-Regu,,13,13
2,7,NimbusRomNo9L-Regu,,1,1
", D. Dallacasa",10,NimbusRomNo9L-Regu,,14,14
3,7,NimbusRomNo9L-Regu,,1,1
",",7,rtxmi,,1,1
2,7,NimbusRomNo9L-Regu,,1,1
", F. de Gasperin",10,NimbusRomNo9L-Regu,,16,16
1,7,NimbusRomNo9L-Regu,,1,1
", S. Ettori",10,NimbusRomNo9L-Regu,,11,11
7,7,NimbusRomNo9L-Regu,,1,1
",",7,rtxmi,,1,1
8,7,NimbusRomNo9L-Regu,,1,1
", S. Giacintucci",10,NimbusRomNo9L-Regu,,16,16
9,7,NimbusRomNo9L-Regu,,1,1
", R. Kale",10,NimbusRomNo9L-Regu,,9,9
5,7,NimbusRomNo9L-Regu,,1,1
", G. W.
Pratt",10,NimbusRomNo9L-Regu,,13,7
6,7,NimbusRomNo9L-Regu,,1,1
", R. J. van Weeren",10,NimbusRomNo9L-Regu,,18,18
