text,fonts-size,fonts-type,fonts-style,base_str_len,max_str_len
"1
2
0
2",10,Times-Roman,,7,1
,5,Times-Roman,,0,0
r,6,Times-Roman,,1,1
a,8,Times-Roman,,1,1
M,17,Times-Roman,,1,1
,5,Times-Roman,,0,0
"9
2",10,Times-Roman,,3,1
,5,Times-Roman,,0,0
],6,Times-Roman,,1,1
"A
G",14,Times-Roman,,3,1
.,5,Times-Roman,,1,1
"h
p",10,Times-Roman,,3,1
-,6,Times-Roman,,1,1
o,10,Times-Roman,,1,1
r,6,Times-Roman,,1,1
t,5,Times-Roman,,1,1
s,7,Times-Roman,,1,1
a,8,Times-Roman,,1,1
[,6,Times-Roman,,1,1
,5,Times-Roman,,0,0
"2
v
2
6
6
0
0",10,Times-Roman,,13,1
.,5,Times-Roman,,1,1
"1
0
1",10,Times-Roman,,5,1
2,10,Times-Roman,,1,1
:,5,Times-Roman,,1,1
v,10,Times-Roman,,1,1
i,5,Times-Roman,,1,1
X,14,Times-Roman,,1,1
r,6,Times-Roman,,1,1
a,8,Times-Roman,,1,1
MNRAS,7,TeXGyreTermes-Regular,,5,5
000,7,TeXGyreTermes-Bold,,3,3
", 1–8 (2021)",7,TeXGyreTermes-Regular,,12,12
Preprint 31 March 2021,7,TeXGyreTermes-Regular,,22,22
Compiled using MNRAS L,7,TeXGyreTermes-Regular,,22,22
A,5,TeXGyreTermes-Regular,,1,1
TEX style ﬁle v3.0,7,TeXGyreTermes-Regular,,18,18
"The prospects for observing [O iii] 52 micron emission from galaxies
during the Epoch of Reionization",17,TeXGyreTermes-Bold,,101,68
"Shengqi Yang,",14,TeXGyreTermes-Regular,,13,13
1,9,CMR10,,1,1
,9,CMMI10,,0,0
"Adam Lidz,",14,TeXGyreTermes-Regular,,10,10
2,9,CMR10,,1,1
Gerg¨o Popping,14,TeXGyreTermes-Regular,,14,14
3,9,CMR10,,1,1
1,5,CMR6,,1,1
"Center for Cosmology and Particle Physics, Department of Physics, New York University, 726 Broadway, New York, NY, 10003, U.S.A.",7,TeXGyreTermes-Italic,,128,128
2,5,CMR6,,1,1
