text,fonts-size,fonts-type,fonts-style,base_str_len,max_str_len
D,9,NimbusRomNo9L-Regu,,1,1
raft version,9,rtxsc,,12,12
J,9,NimbusRomNo9L-Regu,,1,1
anuary,9,rtxsc,,6,6
"6, 2021
Typeset using L",9,NimbusRomNo9L-Regu,,23,15
A,6,NimbusRomNo9L-Regu,,1,1
TEX,9,NimbusRomNo9L-Regu,,3,3
manuscript,9,NimbusRomNo9L-Medi,,10,10
style in AASTeX61,9,NimbusRomNo9L-Regu,,17,17
"1
2
0
2",10,Times-Roman,,7,1
,5,Times-Roman,,0,0
n,10,Times-Roman,,1,1
a,8,Times-Roman,,1,1
J,7,Times-Roman,,1,1
,5,Times-Roman,,0,0
5,10,Times-Roman,,1,1
,5,Times-Roman,,0,0
],6,Times-Roman,,1,1
R,13,Times-Roman,,1,1
S,11,Times-Roman,,1,1
.,5,Times-Roman,,1,1
"h
p",10,Times-Roman,,3,1
-,6,Times-Roman,,1,1
o,10,Times-Roman,,1,1
r,6,Times-Roman,,1,1
t,5,Times-Roman,,1,1
s,7,Times-Roman,,1,1
a,8,Times-Roman,,1,1
[,6,Times-Roman,,1,1
,5,Times-Roman,,0,0
"1
v
6
2
5
1
0",10,Times-Roman,,13,1
.,5,Times-Roman,,1,1
"1
0
1
2",10,Times-Roman,,7,1
:,5,Times-Roman,,1,1
v,10,Times-Roman,,1,1
i,5,Times-Roman,,1,1
X,14,Times-Roman,,1,1
r,6,Times-Roman,,1,1
a,8,Times-Roman,,1,1
HARMONIC ECME EXCITED BY ENERGETIC ELECTRONS TRAVELLING INSIDE A CORONAL,11,NimbusRomNo9L-Regu,,72,72
LOOP,11,NimbusRomNo9L-Regu,,4,4
M,10,NimbusRomNo9L-Regu,,1,1
ehdi,10,rtxsc,,4,4
Y,10,NimbusRomNo9L-Regu,,1,1
ousefzadeh,10,rtxsc,,10,10
",",10,NimbusRomNo9L-Regu,,1,1
"1,",7,NimbusRomNo9L-Regu,,2,2
∗,7,txsy,,1,1
H,10,NimbusRomNo9L-Regu,,1,1
ao,10,rtxsc,,2,2
N,10,NimbusRomNo9L-Regu,,1,1
ing,10,rtxsc,,3,3
",",10,NimbusRomNo9L-Regu,,1,1
1,7,NimbusRomNo9L-Regu,,1,1
and,10,rtxsc,,3,3
Y,10,NimbusRomNo9L-Regu,,1,1
ao,10,rtxsc,,2,2
C,10,NimbusRomNo9L-Regu,,1,1
hen,10,rtxsc,,3,3
1,7,NimbusRomNo9L-Regu,,1,1
1,6,NimbusRomNo9L-Regu,,1,1
"Institute of Space Sciences, Institute of Frontier and Interdisciplinary Science, Shandong University, Shandong, China.",9,NimbusRomNo9L-ReguItal,,119,119
(Received ***; Revised ***; Accepted by APJ - 04-Jan-2021),10,NimbusRomNo9L-Regu,,58,58
ABSTRACT,11,NimbusRomNo9L-Regu,,8,8
A complete understanding of solar radio bursts requires developing numerical techniques which can con-,11,NimbusRomNo9L-Regu,,102,102
"nect large-scale activities with kinetic plasma processes. As a starting point, this study presents a numerical",11,NimbusRomNo9L-Regu,,111,111
scheme combining three di,11,NimbusRomNo9L-Regu,,25,25
ﬀ,11,rtxr,,1,1
erent techniques: (1) extrapolation of magnetic ﬁeld overlying a speciﬁc active,11,NimbusRomNo9L-Regu,,79,79
"region in order to derive the background ﬁeld, (2) guiding-center simulation of dynamics of millions of",11,NimbusRomNo9L-Regu,,103,103
particles within a selected loop to reveal the integral velocity distribution function (VDF) around certain,11,NimbusRomNo9L-Regu,,107,107
"sections of the loop, and (3) particle-in-cell (PIC) simulation of kinetic instabilities driven by energetic",11,NimbusRomNo9L-Regu,,108,108
electrons initiated by the obtained distributions. Scattering e,11,NimbusRomNo9L-Regu,,63,63
ﬀ,11,rtxr,,1,1
"ects at various levels (weak, moderate, and",11,NimbusRomNo9L-Regu,,43,43
strong) due to wave,11,NimbusRomNo9L-Regu,,19,19
\,11,txsy,,1,1
turbulence-particle interaction are considered using prescribed time scales of scatter-,11,NimbusRomNo9L-Regu,,87,87
"ing. It was found that the obtained VDFs contain strip-like and loss-cone features with positive gradient, and",11,NimbusRomNo9L-Regu,,110,110
"both features are capable of driving electron cyclotron maser emission (ECME), which is a viable radiation",11,NimbusRomNo9L-Regu,,106,106
"mechanism for some solar radio bursts, in particular, solar radio spikes. The strip-like feature is important",11,NimbusRomNo9L-Regu,,109,109
"in driving the harmonic X mode, while the loss-cone feature can be important in driving the fundamental X",11,NimbusRomNo9L-Regu,,105,105
"mode. In the weak-scattering case, the rate of energy conversion from energetic electrons to X2 can reach",11,NimbusRomNo9L-Regu,,105,105
up to,11,NimbusRomNo9L-Regu,,5,5
∼,11,txsy,,1,1
