text,fonts-size,fonts-type,fonts-style,base_str_len,max_str_len
"1
2
0
2",10,Times-Roman,,7,1
,5,Times-Roman,,0,0
r,6,Times-Roman,,1,1
a,8,Times-Roman,,1,1
M,17,Times-Roman,,1,1
,5,Times-Roman,,0,0
"7
1",10,Times-Roman,,3,1
,5,Times-Roman,,0,0
],6,Times-Roman,,1,1
"A
G",14,Times-Roman,,3,1
.,5,Times-Roman,,1,1
"h
p",10,Times-Roman,,3,1
-,6,Times-Roman,,1,1
o,10,Times-Roman,,1,1
r,6,Times-Roman,,1,1
t,5,Times-Roman,,1,1
s,7,Times-Roman,,1,1
a,8,Times-Roman,,1,1
[,6,Times-Roman,,1,1
,5,Times-Roman,,0,0
"2
v
3
2
7
1
0",10,Times-Roman,,13,1
.,5,Times-Roman,,1,1
"1
0
1",10,Times-Roman,,5,1
2,10,Times-Roman,,1,1
:,5,Times-Roman,,1,1
v,10,Times-Roman,,1,1
i,5,Times-Roman,,1,1
X,14,Times-Roman,,1,1
r,6,Times-Roman,,1,1
a,8,Times-Roman,,1,1
MNRAS,7,TeXGyreTermesX-Regular,,5,5
000,7,TeXGyreTermesX-Bold,,3,3
", 1–18 ()",7,TeXGyreTermesX-Regular,,9,9
Preprint 18 March 2021,7,TeXGyreTermesX-Regular,,22,22
Compiled using MNRAS L,7,TeXGyreTermesX-Regular,,22,22
A,6,TeXGyreTermesX-Regular,,1,1
TEX style ﬁle v3.0,7,TeXGyreTermesX-Regular,,18,18
Completeness of the,17,TeXGyreTermesX-Bold,,19,19
Gaia,17,TeXGyreTermesX-BoldItalic,,4,4
"-verse IV: The Astrometry Spread
Function of",17,TeXGyreTermesX-Bold,,44,32
Gaia,17,TeXGyreTermesX-BoldItalic,,4,4
DR2,17,TeXGyreTermesX-Bold,,3,3
Andrew Everall,14,TeXGyreTermesX-Regular,,14,14
1,10,TeXGyreTermesX-Regular,,1,1
★,10,NewTXMI,,1,1
", Douglas Boubert",14,TeXGyreTermesX-Regular,,17,17
2,10,TeXGyreTermesX-Regular,,1,1
", Sergey E. Koposov",14,TeXGyreTermesX-Regular,,19,19
3,10,TeXGyreTermesX-Regular,,1,1
