text,fonts-size,fonts-type,fonts-style,base_str_len,max_str_len
"1
2
0
2",10,Times-Roman,,7,1
,5,Times-Roman,,0,0
n,10,Times-Roman,,1,1
a,8,Times-Roman,,1,1
J,7,Times-Roman,,1,1
,5,Times-Roman,,0,0
4,10,Times-Roman,,1,1
,5,Times-Roman,,0,0
],6,Times-Roman,,1,1
E,12,Times-Roman,,1,1
H,14,Times-Roman,,1,1
.,5,Times-Roman,,1,1
"h
p",10,Times-Roman,,3,1
-,6,Times-Roman,,1,1
o,10,Times-Roman,,1,1
r,6,Times-Roman,,1,1
t,5,Times-Roman,,1,1
s,7,Times-Roman,,1,1
a,8,Times-Roman,,1,1
[,6,Times-Roman,,1,1
,5,Times-Roman,,0,0
"1
v
2
5
2
1
0",10,Times-Roman,,13,1
.,5,Times-Roman,,1,1
"1
0
1
2",10,Times-Roman,,7,1
:,5,Times-Roman,,1,1
v,10,Times-Roman,,1,1
i,5,Times-Roman,,1,1
X,14,Times-Roman,,1,1
r,6,Times-Roman,,1,1
a,8,Times-Roman,,1,1
Probing hadronic interactions with measurements at,15,TeXGyreHeros-Bold,,50,50
ultra-high energies with the Pierre Auger Observatory,15,TeXGyreHeros-Bold,,53,53
"𝑎,",8,NewTXMI,,2,2
∗,8,txsys,,1,1
for the Pierre Auger Collaboration,10,TeXGyreHeros-Bold,,34,34
"𝑏,",8,NewTXMI,,2,2
†,8,txsys,,1,1
David Schmidt,10,TeXGyreHeros-Bold,,13,13
𝑎,7,NewTXMI7,,1,1
"Karlsruhe Institute of Technology,
Institute of Experimental Particle Physics,
Hermann-von-Helmholtz-Platz 1,
76344 Eggenstein-Leopoldshafen,
Germany",8,TeXGyreTermesX-Italic,,149,43
𝑏,7,NewTXMI7,,1,1
"Observatorio Pierre Auger,
Av. San Martín Norte 304,
5613 Malargüe,
Argentina",8,TeXGyreTermesX-Italic,,77,26
E-mail:,9,TeXGyreTermesX-Italic,,7,7
auger_spokespersons@fnal.gov,8,newtxtt,,28,28
