text,fonts-size,fonts-type,fonts-style,base_str_len,max_str_len
Generalizing the Swampland: Embedding,11,CMBX12,,37,37
P,11,CMMI12,,1,1
(,11,CMR12,,1,1
"X, ϕ",11,CMMI12,,4,4
),11,CMR12,,1,1
"Inﬂationary Theories in a Curved
Multi-ﬁeld Space",11,CMBX12,,49,32
Wei-Chen Lin,9,CMR10,,12,12
"1,",6,CMR7,,2,2
∗,6,CMSY7,,1,1
and Rance M. Solomon,9,CMR10,,20,20
"1,",6,CMR7,,2,2
†,6,CMSY7,,1,1
1,5,CMR6,,1,1
"Department of Physics, University at Buﬀalo, SUNY Buﬀalo, NY 14260 USA",8,CMTI9,,70,70
"(Dated: January 28, 2021)",8,CMR9,,25,25
We study the general embedding of a,8,CMR9,,35,35
P,8,CMMI9,,1,1
(,8,CMR9,,1,1
"X, ϕ",8,CMMI9,,4,4
") inﬂationary theory into a two-ﬁeld theory with
curved ﬁeld space metric, which was proposed as a possible way to examine the relation between
de Sitter Swampland conjecture and",8,CMR9,,178,94
k,8,CMTI9,,1,1
"-inﬂation. We show that this embedding method ﬁts into the
special type of two-ﬁeld model in which the heavy ﬁeld can be integrated out at the full action level.
However, this embedding is not exact due to the upper bound of the eﬀective mass of the heavy ﬁeld.
We quantify the deviation between the speed of sound calculated via the",8,CMR9,,333,102
P,8,CMMI9,,1,1
(,8,CMR9,,1,1
"X, ϕ",8,CMMI9,,4,4
") theory and the
embedding two-ﬁeld picture to next leading order terms. We especially focus on the ﬁrst potential
slow roll parameter deﬁned in the two-ﬁeld picture and obtain an upper bound on it.",8,CMR9,,198,97
"1
2
0
2",10,Times-Roman,,7,1
,5,Times-Roman,,0,0
n,10,Times-Roman,,1,1
a,8,Times-Roman,,1,1
J,7,Times-Roman,,1,1
,5,Times-Roman,,0,0
"6
2",10,Times-Roman,,3,1
,5,Times-Roman,,0,0
],6,Times-Roman,,1,1
h,10,Times-Roman,,1,1
t,5,Times-Roman,,1,1
-,6,Times-Roman,,1,1
p,10,Times-Roman,,1,1
e,8,Times-Roman,,1,1
h,10,Times-Roman,,1,1
[,6,Times-Roman,,1,1
,5,Times-Roman,,0,0
"2
v
7
9
4
0
0",10,Times-Roman,,13,1
.,5,Times-Roman,,1,1
"1
0
1
2",10,Times-Roman,,7,1
:,5,Times-Roman,,1,1
v,10,Times-Roman,,1,1
i,5,Times-Roman,,1,1
X,14,Times-Roman,,1,1
r,6,Times-Roman,,1,1
a,8,Times-Roman,,1,1
∗,5,CMSY6,,1,1
weichenl@buﬀalo.edu,7,CMR8,,19,19
†,5,CMSY6,,1,1
rancesol@buﬀalo.edu,7,CMR8,,19,19
I.,8,CMBX9,,2,2
INTRODUCTION,8,CMBX9,,12,12
"In inﬂationary cosmology [1–7], scalar ﬁelds have been extensively used for modeling the inﬂaton ﬁeld causing an
exponential expansion in the very early universe which sets up the initial condition of the Hot Big Bang. In the
simplest scenario, a period of quasi-de Sitter phase is accomplished by a canonical scalar ﬁeld slow-rolling down
a plateau potential. The quantum ﬂuctuations based on such a simple model are phenomenologically suﬃcient to
match with the slightly tilted power spectrum and non-Gaussianity in the latest measurement of the anisotropies of
the cosmic microwave background [8, 9]. Meanwhile, the supposed high energy scale during inﬂation gives rise to the
question: what beyond standard model theory or quantum gravity theory contains the inﬂaton ﬁeld? As the most
prominent candidate of an ultraviolet (UV) complete theory of fundamental interactions, string theory is widely used
to construct the inﬂaton ﬁeld.",9,CMR10,,936,116
"However, recently the existence of such a simple scalar ﬁeld with a plateau potential from string theory construction
has been put into question. Over the past several years, a series of so-called “swampland” conjectures have been
proposed concerning the consistency of eﬀective scalar ﬁeld models with a UV completion in a theory of quantum
gravity [10], including the de Sitter Swampland Conjecture and its modiﬁed versions [11–13]. The de Sitter Swampland
conjecture states that for a scalar potential",9,CMR10,,504,117
