text,fonts-size,fonts-type,fonts-style,base_str_len,max_str_len
"1
2
0
2",10,Times-Roman,,7,1
,5,Times-Roman,,0,0
b,10,Times-Roman,,1,1
e,8,Times-Roman,,1,1
F,11,Times-Roman,,1,1
,5,Times-Roman,,0,0
"3
1",10,Times-Roman,,3,1
,5,Times-Roman,,0,0
],6,Times-Roman,,1,1
c,8,Times-Roman,,1,1
q,10,Times-Roman,,1,1
"-
r",6,Times-Roman,,3,1
g,10,Times-Roman,,1,1
[,6,Times-Roman,,1,1
,5,Times-Roman,,0,0
"2
v
9
4
9
1
0",10,Times-Roman,,13,1
.,5,Times-Roman,,1,1
"1
0
1
2",10,Times-Roman,,7,1
:,5,Times-Roman,,1,1
v,10,Times-Roman,,1,1
i,5,Times-Roman,,1,1
X,14,Times-Roman,,1,1
r,6,Times-Roman,,1,1
a,8,Times-Roman,,1,1
Closer look at white hole remnants,11,CMBX12,,34,34
"Aur´elien Barrau,",9,CMR10,,17,17
1,6,CMR7,,1,1
"L´eonard Ferdinand,",9,CMR10,,19,19
"1, 2",6,CMR7,,4,4
"Killian Martineau,",9,CMR10,,18,18
1,6,CMR7,,1,1
and Cyril Renevey,9,CMR10,,17,17
1,6,CMR7,,1,1
1,5,CMTI7,,1,1
"Laboratoire de Physique Subatomique et de Cosmologie, Universit´e Grenoble-Alpes, CNRS/IN2P3
53, avenue des Martyrs, 38026 Grenoble cedex, France",8,CMTI9,,145,92
2,5,CMTI7,,1,1
"´Ecole Normale Sup´erieure
45 rue d’Ulm, 75005 Paris , France",8,CMTI9,,61,34
"(Dated: February 16, 2021)",8,CMR9,,26,26
"The idea that, after their evaporation, Planck-mass black holes might tunnel into metastable
white holes has recently been intensively studied. Those relics have been considered as a dark
matter candidate. We show that the model is severely constrained and underline some possible
detection paths. We also investigate, in a more general setting, the way the initial black hole mass
spectrum would be distorted by both the bouncing eﬀect and the Hawking evaporation.",8,CMR9,,465,100
INTRODUCTION,8,CMBX9,,12,12
Although dark matter is a very old problem triggering,9,CMR10,,53,53
