text,fonts-size,fonts-type,fonts-style,base_str_len,max_str_len
First searches for gravitational waves from r-modes of the Crab pulsar,11,CMBX12,,70,70
"Binod Rajbhandari, Benjamin J. Owen, Santiago Caride,",9,CMR10,,53,53
∗,6,CMSY7,,1,1
and Ra Inta,9,CMR10,,11,11
†,6,CMSY7,,1,1
"Department of Physics and Astronomy, Texas Tech University, Lubbock, Texas, 79409-1051, USA",8,CMTI9,,91,91
We present the ﬁrst searches for gravitational waves from,8,CMR9,,57,57
r,8,CMMI9,,1,1
"-modes of the Crab pulsar, coherently
and separately integrating data from three stretches of the ﬁrst two observing runs of Advanced
LIGO using the",8,CMR9,,148,95
F,8,CMSY9,,1,1
"-statistic. The second run was divided in two by a glitch of the pulsar roughly
halfway through. The frequencies and derivatives searched were based on radio measurements of
the pulsar’s spin-down parameters as described in Caride",8,CMR9,,230,93
"et al.,",8,CMTI9,,7,7
Phys. Rev. D,8,CMR9,,12,12
100,8,CMBX9,,3,3
", 064013 (2019).
We did not ﬁnd any evidence of gravitational waves. Our best 90% conﬁdence upper limits on
gravitational wave intrinsic strain were 1",8,CMR9,,150,90
.,8,CMMI9,,1,1
5,8,CMR9,,1,1
×,8,CMSY9,,1,1
10,8,CMR9,,2,2
−,5,CMSY6,,1,1
25,5,CMR6,,2,2
"for the ﬁrst run, 1",8,CMR9,,19,19
.,8,CMMI9,,1,1
3,8,CMR9,,1,1
×,8,CMSY9,,1,1
10,8,CMR9,,2,2
−,5,CMSY6,,1,1
25,5,CMR6,,2,2
"for the ﬁrst stretch
of the second run, and 1",8,CMR9,,45,24
.,8,CMMI9,,1,1
1,8,CMR9,,1,1
×,8,CMSY9,,1,1
10,8,CMR9,,2,2
−,5,CMSY6,,1,1
25,5,CMR6,,2,2
"for the second stretch of the second run. These are the ﬁrst upper
limits on gravitational waves from",8,CMR9,,101,66
r,8,CMMI9,,1,1
"-modes of a known pulsar to beat its spin-down limit, and they
do so by more than an order of magnitude in amplitude or two orders of magnitude in luminosity.",8,CMR9,,158,95
"1
2
0
2",10,Times-Roman,,7,1
,5,Times-Roman,,0,0
n,10,Times-Roman,,1,1
a,8,Times-Roman,,1,1
J,7,Times-Roman,,1,1
,5,Times-Roman,,0,0
3,10,Times-Roman,,1,1
,5,Times-Roman,,0,0
],6,Times-Roman,,1,1
c,8,Times-Roman,,1,1
q,10,Times-Roman,,1,1
"-
r",6,Times-Roman,,3,1
g,10,Times-Roman,,1,1
[,6,Times-Roman,,1,1
,5,Times-Roman,,0,0
"1
v
4
1
7
0
0",10,Times-Roman,,13,1
.,5,Times-Roman,,1,1
"1
0
1
2",10,Times-Roman,,7,1
:,5,Times-Roman,,1,1
v,10,Times-Roman,,1,1
i,5,Times-Roman,,1,1
X,14,Times-Roman,,1,1
r,6,Times-Roman,,1,1
a,8,Times-Roman,,1,1
I.,8,CMBX9,,2,2
INTRODUCTION,8,CMBX9,,12,12
Rapidly rotating neutron stars might be detectable,9,CMR10,,50,50
"long lived quasi-monochromatic radiation
emitters of
known as continuous gravitational waves (GWs) [1]. The
emission mechanism for continuous waves could be a
nonaxisymmetric mass quadrupole (“mountain”) or a
current-quadrupolar",9,CMR10,,228,54
r,9,CMMI10,,1,1
"-mode. Hence the detection of con-
tinuous GWs might help reveal the underlying properties
of neutron star interiors. The GW frequencies of many
pulsars lie in the most sensitive band of the Laser In-
terferometer Gravitational-wave Observatory (LIGO), so
these rapidly rotating neutron stars are attractive targets
for continuous GW searches [2].",9,CMR10,,347,59
The,9,CMR10,,3,3
r,9,CMMI10,,1,1
"-modes, whose frequencies are mainly determined
by the Coriolis force, are unstable to GW emission [3, 4]
even allowing for various damping mechanisms [5]. Hence
they might amplify and sustain themselves, and might be
the most interesting possibility for continuous GWs.",9,CMR10,,270,57
R,9,CMMI10,,1,1
"-
modes might play an important role in the spin-downs of
the fastest young neutron stars [6] and in the regulation of
spin periods of some older accreting neutron stars [7, 8].
Comparison of the GW frequency to the spin frequency
determined from timing radio or x-ray pulses could mea-
sure the compactness of a pulsar [9], and the existence of",9,CMR10,,345,60
r,9,CMMI10,,1,1
"-modes at certain frequencies could constrain the prop-
erties of the neutron superﬂuid [10].",9,CMR10,,93,55
"Some GW searches, starting with Ref. [11], have set
upper limits on",9,CMR10,,67,51
r,9,CMMI10,,1,1
"-mode GW emission. However most of
these have been broad band searches for neutron stars not
previously known as pulsars. The searches themselves did
not take any extra steps to account for",9,CMR10,,189,57
r,9,CMMI10,,1,1
"-mode rather
than mass-quadrupole emission; rather the results could
be interpreted in terms of",9,CMR10,,95,55
r,9,CMMI10,,1,1
-modes [12].,9,CMR10,,12,12
Caride,9,CMR10,,6,6
et al.,9,CMTI10,,6,6
[13] showed that dedicated searches for,9,CMR10,,39,39
r,9,CMMI10,,1,1
-modes from known pulsars are feasible. The key is,9,CMR10,,50,50
∗,5,CMSY6,,1,1
"Current address: Target Field, 1 Twins Way, Minneapolis,MN,",7,CMR8,,59,59
55403,7,CMR8,,5,5
†,5,CMSY6,,1,1
"Current address: Accelebrate, 925B Peachtree Street, NE, PMB",7,CMR8,,60,60
"378, Atlanta, GA 30309-3918, USA",7,CMR8,,32,32
"to search the right range of frequencies and frequency
derivatives, which are signiﬁcantly diﬀerent from the
more often considered case of mass-quadrupole emission.
Not surprisingly, as with other GW searches for pul-",9,CMR10,,217,55
"sars, the Crab is the ﬁrst prospect to beat the spin-
down limit using LIGO data. The spin-down limit as-
sumes that all the rotational energy is lost in the form
of GWs, and represents a milestone a search must beat
to have a chance of detection. Recently Fesik and
Papa [14] ﬁrst published an",9,CMR10,,294,56
r,9,CMMI10,,1,1
"-mode pulsar search sim-
ilar to that proposed by Caride",9,CMR10,,56,31
et al.,9,CMTI10,,6,6
"[13], for another
pulsar which is interesting for diﬀerent reasons; but they
did not beat its spin-down limit. The Crab is a rela-
tively nearby pulsar with one of the fastest known spin-
down rates, and thus it has one of the highest spin-
down limits. Its rotational frequency changes at the rate",9,CMR10,,298,58
−,9,CMSY10,,1,1
3,9,CMR10,,1,1
.,9,CMMI10,,1,1
69,9,CMR10,,2,2
×,9,CMSY10,,1,1
10,9,CMR10,,2,2
−,6,CMSY7,,1,1
10,6,CMR7,,2,2
