text,fonts-size,fonts-type,fonts-style,base_str_len,max_str_len
Astronomy,9,NimbusRomNo9L-Regu-Slant_167,,9,9
&,9,rtxr-Slant_167,,1,1
Astrophysics,9,NimbusRomNo9L-Regu-Slant_167,,12,12
"manuscript no. aanda
February 18, 2021",9,NimbusRomNo9L-Regu,,38,20
©,9,rtcxr,,1,1
ESO 2021,9,NimbusRomNo9L-Regu,,8,8
"1
2
0
2",10,Times-Roman,,7,1
,5,Times-Roman,,0,0
b,10,Times-Roman,,1,1
e,8,Times-Roman,,1,1
F,11,Times-Roman,,1,1
,5,Times-Roman,,0,0
"6
1",10,Times-Roman,,3,1
,5,Times-Roman,,0,0
],6,Times-Roman,,1,1
R,13,Times-Roman,,1,1
S,11,Times-Roman,,1,1
.,5,Times-Roman,,1,1
"h
p",10,Times-Roman,,3,1
-,6,Times-Roman,,1,1
o,10,Times-Roman,,1,1
r,6,Times-Roman,,1,1
t,5,Times-Roman,,1,1
s,7,Times-Roman,,1,1
a,8,Times-Roman,,1,1
[,6,Times-Roman,,1,1
,5,Times-Roman,,0,0
"2
v
0
0
8
1
0",10,Times-Roman,,13,1
.,5,Times-Roman,,1,1
"1
0
1",10,Times-Roman,,5,1
2,10,Times-Roman,,1,1
:,5,Times-Roman,,1,1
v,10,Times-Roman,,1,1
i,5,Times-Roman,,1,1
X,14,Times-Roman,,1,1
r,6,Times-Roman,,1,1
a,8,Times-Roman,,1,1
"Towards a more complete sample of binary central stars of
planetary nebulae with",16,NimbusSanL-Bold,,80,57
Gaia,16,NimbusSanL-Bold-Slant_167,,4,4
N. Chornay,10,NimbusRomNo9L-Regu,,10,10
1,7,NimbusRomNo9L-Regu,,1,1
", N. A. Walton",10,NimbusRomNo9L-Regu,,14,14
1,7,NimbusRomNo9L-Regu,,1,1
", D. Jones",10,NimbusRomNo9L-Regu,,10,10
2,7,NimbusRomNo9L-Regu,,1,1
",",7,rtxmi,,1,1
3,7,NimbusRomNo9L-Regu,,1,1
", H.M.J. Bo",10,NimbusRomNo9L-Regu,,11,11
ﬃ,10,rtxr,,1,1
n,10,NimbusRomNo9L-Regu,,1,1
4,7,NimbusRomNo9L-Regu,,1,1
", M. Rejkuba",10,NimbusRomNo9L-Regu,,12,12
4,7,NimbusRomNo9L-Regu,,1,1
", and R. Wesson",10,NimbusRomNo9L-Regu,,15,15
5,7,NimbusRomNo9L-Regu,,1,1
1,5,NimbusRomNo9L-Regu,,1,1
"Institute of Astronomy, University of Cambridge, Madingley Road, Cambridge CB3 0HA, UK",8,NimbusRomNo9L-Regu,,86,86
e-mail:,8,NimbusRomNo9L-Regu,,7,7
njc89@ast.cam.ac.uk,8,t1xtt,,19,19
2,5,NimbusRomNo9L-Regu,,1,1
