text,fonts-size,fonts-type,fonts-style,base_str_len,max_str_len
MNRAS,7,TeXGyreTermesX-Regular,,5,5
000,7,TeXGyreTermesX-Bold,,3,3
", 1–10 (2020)",7,TeXGyreTermesX-Regular,,13,13
Preprint 18th February 2021,7,TeXGyreTermesX-Regular,,27,27
Compiled using MNRAS L,7,TeXGyreTermesX-Regular,,22,22
A,6,TeXGyreTermesX-Regular,,1,1
TEX style ﬁle v3.0,7,TeXGyreTermesX-Regular,,18,18
,5,Times-Roman,,0,0
"1
2
0
2",10,Times-Roman,,7,1
,5,Times-Roman,,0,0
b,10,Times-Roman,,1,1
e,8,Times-Roman,,1,1
F,11,Times-Roman,,1,1
7,10,Times-Roman,,1,1
1,10,Times-Roman,,1,1
,5,Times-Roman,,0,0
],6,Times-Roman,,1,1
E,12,Times-Roman,,1,1
H,14,Times-Roman,,1,1
.,5,Times-Roman,,1,1
"h
p",10,Times-Roman,,3,1
-,6,Times-Roman,,1,1
o,10,Times-Roman,,1,1
r,6,Times-Roman,,1,1
t,5,Times-Roman,,1,1
s,7,Times-Roman,,1,1
a,8,Times-Roman,,1,1
[,6,Times-Roman,,1,1
,5,Times-Roman,,0,0
"2
v
7
8
1
1
0",10,Times-Roman,,13,1
.,5,Times-Roman,,1,1
"1
0
1",10,Times-Roman,,5,1
2,10,Times-Roman,,1,1
:,5,Times-Roman,,1,1
v,10,Times-Roman,,1,1
i,5,Times-Roman,,1,1
X,14,Times-Roman,,1,1
r,6,Times-Roman,,1,1
a,8,Times-Roman,,1,1
"Observations of a radio-bright, X-ray obscured GRS 1915+105",15,TeXGyreTermesX-Bold,,59,59
"Motta, S. E.",11,TeXGyreTermesX-Regular,,12,12
1,8,TeXGyreTermesX-Regular,,1,1
",",8,NewTXMI,,1,1
2,8,TeXGyreTermesX-Regular,,1,1
", Kajava, J. J. E.",11,TeXGyreTermesX-Regular,,18,18
3,8,TeXGyreTermesX-Regular,,1,1
",",8,NewTXMI,,1,1
4,8,TeXGyreTermesX-Regular,,1,1
", Giustini, M.",11,TeXGyreTermesX-Regular,,14,14
4,8,TeXGyreTermesX-Regular,,1,1
", Williams, D. R. A.",11,TeXGyreTermesX-Regular,,20,20
2,8,TeXGyreTermesX-Regular,,1,1
",",8,NewTXMI,,1,1
5,8,TeXGyreTermesX-Regular,,1,1
", Del Santo, M.",11,TeXGyreTermesX-Regular,,15,15
6,8,TeXGyreTermesX-Regular,,1,1
", Fender, R.",11,TeXGyreTermesX-Regular,,12,12
2,8,TeXGyreTermesX-Regular,,1,1
",",8,NewTXMI,,1,1
7,8,TeXGyreTermesX-Regular,,1,1
",
Green, D. A.",11,TeXGyreTermesX-Regular,,14,12
8,8,TeXGyreTermesX-Regular,,1,1
", Heywood, I.",11,TeXGyreTermesX-Regular,,13,13
2,8,TeXGyreTermesX-Regular,,1,1
",",8,NewTXMI,,1,1
9,8,TeXGyreTermesX-Regular,,1,1
",",8,NewTXMI,,1,1
10,8,TeXGyreTermesX-Regular,,2,2
", Rhodes, L.",11,TeXGyreTermesX-Regular,,12,12
2,8,TeXGyreTermesX-Regular,,1,1
", Segreto, A.",11,TeXGyreTermesX-Regular,,13,13
6,8,TeXGyreTermesX-Regular,,1,1
", Sivakoﬀ, G.",11,TeXGyreTermesX-Regular,,13,13
11,8,TeXGyreTermesX-Regular,,2,2
", Woudt, P.A.",11,TeXGyreTermesX-Regular,,13,13
7,8,TeXGyreTermesX-Regular,,1,1
1,6,TeXGyreTermesX-Regular,,1,1
"Istituto Nazionale di Astroﬁsica, Osservatorio Astronomico di Brera, via E. Bianchi 46, 23807 Merate (LC), Italy",7,TeXGyreTermesX-Italic,,112,112
2,6,TeXGyreTermesX-Regular,,1,1
"University of Oxford, Department of Physics, Astrophysics, Denys Wilkinson Building, Keble Road, OX1 3RH, Oxford, United Kingdom",7,TeXGyreTermesX-Italic,,128,128
3,6,TeXGyreTermesX-Regular,,1,1
"Department of Physics and Astronomy, FI-20014 University of Turku, Finland",7,TeXGyreTermesX-Italic,,74,74
4,6,TeXGyreTermesX-Regular,,1,1
"Centro de Astrobiología (CSIC-INTA), Camino Bajo del Castillo s/n, Villanueva de la Cañada, E-28692 Madrid, Spain",7,TeXGyreTermesX-Italic,,113,113
5,6,TeXGyreTermesX-Regular,,1,1
"Jodrell Bank Centre for Astrophysics, School of Physics and Astronomy, The University of Manchester, Manchester, M13 9PL, UK",7,TeXGyreTermesX-Italic,,124,124
6,6,TeXGyreTermesX-Regular,,1,1
"Istituto Nazionale di Astroﬁsica, IASF Palermo, Via U. La Malfa 153, 90146, Palermo, Italy",7,TeXGyreTermesX-Italic,,90,90
7,6,TeXGyreTermesX-Regular,,1,1
"Department of Astronomy, University of Cape Town, Private Bag X3, Rondebosch 7701, South Africa",7,TeXGyreTermesX-Italic,,95,95
8,6,TeXGyreTermesX-Regular,,1,1
"Astrophysics Group, Cavendish Laboratory, 19 J. J. Thomson Avenue, Cambridge CB3 0HE, UK",7,TeXGyreTermesX-Italic,,88,88
9,6,TeXGyreTermesX-Regular,,1,1
"Department of Physics and Electronics, Rhodes University, PO Box 94, Makhanda 6140, South Africa",7,TeXGyreTermesX-Italic,,96,96
10,6,TeXGyreTermesX-Regular,,2,2
"South African Radio Astronomy Observatory, Cape Town, South Africa.",7,TeXGyreTermesX-Italic,,67,67
11,6,TeXGyreTermesX-Regular,,2,2
"Department of Physics, University of Alberta, CCIS 4-181, Edmonton, AB T6G 2E1, Canada",7,TeXGyreTermesX-Italic,,86,86
Accepted XXX. Received YYY; in original form ZZZ,7,TeXGyreTermesX-Regular,,48,48
ABSTRACT,8,TeXGyreTermesX-Bold,,8,8
"The Galactic black hole transient GRS 1915+105 is famous for its markedly variable X-ray and radio behaviour, and for being the
archetypal galactic source of relativistic jets. It entered an X-ray outburst in 1992 and has been active ever since. Since 2018
GRS 1915+105 has declined into an extended low-ﬂux X-ray plateau, occasionally interrupted by multi-wavelength ﬂares. Here
we report the radio and X-ray properties of GRS 1915+105 collected in this new phase, and compare the recent data to historic
observations. We ﬁnd that while the X-ray emission remained unprecedentedly low for most of the time following the decline in
2018, the radio emission shows a clear mode change half way through the extended X-ray plateau in 2019 June: from low ﬂux
(",9,TeXGyreTermesX-Regular,,755,128
∼,9,txsys,,1,1
"3mJy) and limited variability, to marked ﬂaring with ﬂuxes two orders of magnitude larger. GRS 1915+105 appears to have
entered a low-luminosity canonical hard state, and then transitioned to an unusual accretion phase, characterised by heavy X-ray
absorption/obscuration. Hence, we argue that a local absorber hides from the observer the accretion processes feeding the variable
jet responsible for the radio ﬂaring. The radio–X-ray correlation suggests that the current low X-ray ﬂux state may be a signature
of a super-Eddington state akin to the X-ray binaries SS433 or V404 Cyg.",9,TeXGyreTermesX-Regular,,583,130
Key words:,9,TeXGyreTermesX-Bold,,10,10
"accretion, accretion discs – black hole physics – X-rays: binaries – stars: jets",9,TeXGyreTermesX-Regular,,80,80
1 INTRODUCTION,8,TeXGyreTermesX-Bold,,14,14
"In black hole (BH) X-ray binaries a stellar mass black hole accretes
via an accretion disc formed by matter stripped from a low-mass
companion star. BH X-ray binaries are typically transient systems,
i.e. they alternate between long states of quiescence, characterised
by a luminosity typically of the order of",8,TeXGyreTermesX-Regular,,310,68
𝐿,8,NewTXMI,,1,1
∼,8,txsys,,1,1
10,8,TeXGyreTermesX-Regular,,2,2
34,7,TeXGyreTermesX-Regular,,2,2
erg s,8,TeXGyreTermesX-Regular,,5,5
−,7,txsys,,1,1
1,7,TeXGyreTermesX-Regular,,1,1
"(see
Wĳnands et al. 2015), and relatively short outbursts, during which
their luminosity can reach",8,TeXGyreTermesX-Regular,,98,66
∼,8,txsys,,1,1
10,8,TeXGyreTermesX-Regular,,2,2
39,7,TeXGyreTermesX-Regular,,2,2
erg s,8,TeXGyreTermesX-Regular,,5,5
−,7,txsys,,1,1
1,7,TeXGyreTermesX-Regular,,1,1
". During outbursts these
systems show clear repeating patterns of behaviour across various
accretion states, each associated with mechanical feedback in the
form of winds and relativistic jets (e.g., Fender et al. 2009, Ponti et al.
2012).",8,TeXGyreTermesX-Regular,,239,75
"The hard states, characterised by highly variable X-ray emission
dominated by hard photons, are associated with steady radio jets
(Fender et al. 2004). In a few occasions, cold (i.e., consistent with
being not ionised) winds, which appear to co-exist with the radio",8,TeXGyreTermesX-Regular,,265,69
"jets, have been observed in the optical band during the hard state
(Muñoz-Darias et al. 2016), casting doubts on the idea according",8,TeXGyreTermesX-Regular,,131,66
"to which jets and winds are associated to diﬀerent accretion states,",8,TeXGyreTermesX-Regular,,68,68
©,7,TeXGyreTermes-Regular,,1,1
2020 The Authors,7,TeXGyreTermesX-Regular,,16,16
"and therefore cannot co-exist. In the X-ray low-variability soft states,",8,TeXGyreTermesX-Regular,,72,72
"X-ray spectra are dominated by thermal emission from a geometrically
thin, optically thick accretion disc, the radio emission is quenched",8,TeXGyreTermesX-Regular,,137,68
1,7,TeXGyreTermesX-Regular,,1,1
",
and X-ray (ionised) winds are seen (Ponti et al. 2014; Tetarenko et al.
2018). In between these two states lie the intermediate states, with
properties in between the hard and the soft state, and during which
short-lived, powerful relativistic radio ejections are observed (Fender
et al. 2009). Quasi-simultaneous X-ray and radio observations of BH
X-ray binaries have been fundamental to the study of the connection
between the accretion and the jet production mechanism, which led
to the establishment of a disc-jet coupling paradigm (Fender et al.
2004). Such a coupling gives rise in the hard state to a well-known
non-linear relation between the X-ray and the radio luminosity, known",8,TeXGyreTermesX-Regular,,690,71
"as the radio–X-ray correlation (e.g., Gallo et al. 2003 and Corbel
et al. 2003), which also encompasses AGN when a mass scaling term",8,TeXGyreTermesX-Regular,,132,66
1,6,TeXGyreTermesX-Regular,,1,1
Any residual radio emission in the soft state has been so far associated with,7,TeXGyreTermesX-Regular,,77,77
ejecta launched before the transition to the soft state (see e.g. Bright et al.,7,TeXGyreTermesX-Regular,,79,79
2020).,7,TeXGyreTermesX-Regular,,6,6
2,11,TeXGyreTermesX-Regular,,1,1
S. Motta et al.,11,TeXGyreTermesX-Italic,,15,15
"is considered (Merloni et al. 2003; Falcke et al. 2004; Plotkin et al.
2012; Gültekin et al. 2019).",8,TeXGyreTermesX-Regular,,99,70
"kpc, hosts a stellar mass black hole (12.4",8,TeXGyreTermesX-Regular,,42,42
+,7,txsys,,1,1
2,7,TeXGyreTermesX-Regular,,1,1
.,7,NewTXMI7,,1,1
0,7,TeXGyreTermesX-Regular,,1,1
−,7,txsys,,1,1
1,7,TeXGyreTermesX-Regular,,1,1
.,7,NewTXMI7,,1,1
8,7,TeXGyreTermesX-Regular,,1,1
