text,fonts-size,fonts-type,fonts-style,base_str_len,max_str_len
Astronomy,9,NimbusRomNo9L-Regu-Slant_167,,9,9
&,9,rtxr-Slant_167,,1,1
Astrophysics,9,NimbusRomNo9L-Regu-Slant_167,,12,12
"manuscript no. aa40274-21
August 17, 2021",9,NimbusRomNo9L-Regu,,41,25
©,9,rtcxr,,1,1
ESO 2021,9,NimbusRomNo9L-Regu,,8,8
"1
2
0
2",10,Times-Roman,,7,1
,5,Times-Roman,,0,0
"g
u",10,Times-Roman,,3,1
A,14,Times-Roman,,1,1
,5,Times-Roman,,0,0
"6
1",10,Times-Roman,,3,1
,5,Times-Roman,,0,0
],6,Times-Roman,,1,1
"A
G",14,Times-Roman,,3,1
.,5,Times-Roman,,1,1
"h
p",10,Times-Roman,,3,1
-,6,Times-Roman,,1,1
o,10,Times-Roman,,1,1
r,6,Times-Roman,,1,1
t,5,Times-Roman,,1,1
s,7,Times-Roman,,1,1
a,8,Times-Roman,,1,1
[,6,Times-Roman,,1,1
,5,Times-Roman,,0,0
"2
v
3
7
2
0
0",10,Times-Roman,,13,1
.,5,Times-Roman,,1,1
"1
0
1",10,Times-Roman,,5,1
2,10,Times-Roman,,1,1
:,5,Times-Roman,,1,1
v,10,Times-Roman,,1,1
i,5,Times-Roman,,1,1
X,14,Times-Roman,,1,1
r,6,Times-Roman,,1,1
a,8,Times-Roman,,1,1
Local H,16,NimbusSanL-Bold,,7,7
i,16,rtxbsssc,,1,1
ﬁlaments driven by a small-scale dynamo,16,NimbusSanL-Bold,,39,39
Unraveling the velocities and tangling of dusty magnetized structures,13,NimbusSanL-Bold,,69,69
P. M. W. Kalberla,10,NimbusRomNo9L-Regu,,17,17
1,7,NimbusRomNo9L-Regu,,1,1
", J. Kerp",10,NimbusRomNo9L-Regu,,9,9
1,7,NimbusRomNo9L-Regu,,1,1
and U. Haud,10,NimbusRomNo9L-Regu,,11,11
2,7,NimbusRomNo9L-Regu,,1,1
1,5,NimbusRomNo9L-Regu,,1,1
"Argelander-Institut für Astronomie, Auf dem Hügel 71, 53121 Bonn, Germany",8,NimbusRomNo9L-Regu,,73,73
e-mail:,8,NimbusRomNo9L-Regu,,7,7
pkalberla@astro.uni-bonn.de,8,t1xtt,,27,27
2,5,NimbusRomNo9L-Regu,,1,1
"Tartu Observatory, University of Tartu, 61602 Tõravere, Tartumaa, Estonia",8,NimbusRomNo9L-Regu,,73,73
Received 1 January 2021,8,NimbusRomNo9L-Regu,,23,23
/,8,rtxr,,1,1
Accepted 7 August 2021,8,NimbusRomNo9L-Regu,,22,22
ABSTRACT,8,NimbusSanL-Bold,,8,8
Context.,8,NimbusSanL-Regu-Slant_167,,8,8
H,8,NimbusRomNo9L-Regu,,1,1
i,8,rtxsc,,1,1
