text,fonts-size,fonts-type,fonts-style,base_str_len,max_str_len
"1
2
0
2",10,Times-Roman,,7,1
,5,Times-Roman,,0,0
n,10,Times-Roman,,1,1
a,8,Times-Roman,,1,1
J,7,Times-Roman,,1,1
,5,Times-Roman,,0,0
6,10,Times-Roman,,1,1
,5,Times-Roman,,0,0
],6,Times-Roman,,1,1
R,13,Times-Roman,,1,1
S,11,Times-Roman,,1,1
.,5,Times-Roman,,1,1
"h
p",10,Times-Roman,,3,1
-,6,Times-Roman,,1,1
o,10,Times-Roman,,1,1
r,6,Times-Roman,,1,1
t,5,Times-Roman,,1,1
s,7,Times-Roman,,1,1
a,8,Times-Roman,,1,1
[,6,Times-Roman,,1,1
,5,Times-Roman,,0,0
"1
v
7
6
9
1
0",10,Times-Roman,,13,1
.,5,Times-Roman,,1,1
"1
0
1
2",10,Times-Roman,,7,1
:,5,Times-Roman,,1,1
v,10,Times-Roman,,1,1
i,5,Times-Roman,,1,1
X,14,Times-Roman,,1,1
r,6,Times-Roman,,1,1
a,8,Times-Roman,,1,1
MNRAS,7,TeXGyreTermesX-Regular,,5,5
000,7,TeXGyreTermesX-Bold,,3,3
", 1–16 (2020)",7,TeXGyreTermesX-Regular,,13,13
Preprint 7 January 2021,7,TeXGyreTermesX-Regular,,23,23
Compiled using MNRAS L,7,TeXGyreTermesX-Regular,,22,22
A,6,TeXGyreTermesX-Regular,,1,1
TEX style ﬁle v3.0,7,TeXGyreTermesX-Regular,,18,18
"Jet parameters for a diverse sample of jet-launching post-AGB
binaries",17,TeXGyreTermesX-Bold,,70,61
"Dylan Bollen,",14,TeXGyreTermesX-Regular,,13,13
1,10,TeXGyreTermesX-Regular,,1,1
",",10,NewTXMI,,1,1
2,10,TeXGyreTermesX-Regular,,1,1
",",10,NewTXMI,,1,1
3,10,TeXGyreTermesX-Regular,,1,1
★,10,NewTXMI,,1,1
"Devika Kamath,",14,TeXGyreTermesX-Regular,,14,14
2,10,TeXGyreTermesX-Regular,,1,1
",",10,NewTXMI,,1,1
3,10,TeXGyreTermesX-Regular,,1,1
"Hans Van Winckel,",14,TeXGyreTermesX-Regular,,17,17
