text,fonts-size,fonts-type,fonts-style,base_str_len,max_str_len
"Draft version June 24, 2021",7,CMCSC10,,27,27
Typeset using L,7,CMR8,,15,15
A,5,CMR6,,1,1
TEX,7,CMR8,,3,3
twocolumn,7,CMBX8,,9,9
style in AASTeX62,7,CMR8,,17,17
"ALMA CN Zeeman Observations of AS 209: Limits on Magnetic Field Strength and Magnetically Driven Accretion
Rate",9,CMR10,,111,106
"Rachel E. Harrison,",8,CMCSC10,,19,19
1,5,CMCSC10,,1,1
"Leslie W. Looney,",8,CMCSC10,,17,17
1,5,CMCSC10,,1,1
"Ian W. Stephens,",8,CMCSC10,,16,16
"2, 3",5,CMCSC10,,4,4
"Zhi-Yun Li,",8,CMCSC10,,11,11
4,5,CMCSC10,,1,1
"Richard Teague,",8,CMCSC10,,15,15
5,5,CMCSC10,,1,1
"Richard M. Crutcher,",8,CMCSC10,,20,20
1,5,CMCSC10,,1,1
"Haifeng Yang,",8,CMCSC10,,13,13
6,5,CMCSC10,,1,1
"Erin Cox,",8,CMCSC10,,9,9
7,5,CMCSC10,,1,1
"Manuel Fern´andez-L´opez,",8,CMCSC10,,25,25
8,5,CMCSC10,,1,1
and Hiroko Shinnaga,8,CMCSC10,,19,19
9,5,CMCSC10,,1,1
1,5,CMR6,,1,1
"Department of Astronomy, University of Illinois, Urbana, IL 61801, USA",7,CMTI8,,70,70
2,5,CMR6,,1,1
"Harvard-Smithsonian Center for Astrophysics, Cambridge, MA 02138, USA",7,CMTI8,,69,69
3,5,CMR6,,1,1
"Department of Earth, Environment and Physics, Worcester State University, Worcester, MA 01602, USA",7,CMTI8,,98,98
4,5,CMR6,,1,1
"Department of Astronomy, University of Virginia, Charlottesville, VA 22903, USA",7,CMTI8,,79,79
5,5,CMR6,,1,1
"Department of Astronomy, University of Michigan, Ann Arbor, MI 48109, USA",7,CMTI8,,73,73
6,5,CMR6,,1,1
"Institute for Advanced Study, Tsinghua University, Beijing, 100084, China",7,CMTI8,,73,73
7,5,CMR6,,1,1
"Center for Interdisciplinary Exploration and Research in Astrophysics (CIERA) and Department of Physics andAstronomy,
Northwestern University, Evanston, IL 60208, USA",7,CMTI8,,166,117
8,5,CMR6,,1,1
"Instituto Argentino de Radioastronom´ıa (CCT-La Plata, CONICET; CICPBA),Buenos Aires, Argentina",7,CMTI8,,95,95
9,5,CMR6,,1,1
"Department of Physics and Astronomy, Graduate School of Science and Engineering, Kagoshima University, Amanogawa Galaxy
Astronomy Research Center (AGARC), Kagoshima 890-0065, Japan",7,CMTI8,,180,119
(Received 24 June 2020; Revised 15 September 2020; Accepted 5 January 2021),8,CMR9,,75,75
Submitted to ApJ,9,CMR10,,16,16
ABSTRACT,9,CMR10,,8,8
"While magnetic ﬁelds likely play an important role in driving the evolution of protoplanetary disks
through angular momentum transport, observational evidence of magnetic ﬁelds has only been found
in a small number of disks. Although dust continuum linear polarization has been detected in an
increasing number of disks, its pattern is more consistent with that from dust scattering than from
magnetically aligned grains in the vast majority of cases. Continuum linear polarization from dust
grains aligned to a magnetic ﬁeld can reveal information about the magnetic ﬁeld’s direction, but not
its strength. On the other hand, observations of circular polarization in molecular lines produced by
Zeeman splitting oﬀer a direct measure of the line-of-sight magnetic ﬁeld strength in disks. We present
upper limits on the net toroidal and vertical magnetic ﬁeld strengths in the protoplanetary disk AS
209 derived from Zeeman splitting observations of the CN 2-1 line. The 3",9,CMR10,,972,103
σ,9,CMMI10,,1,1
"upper limit on the net
line-of-sight magnetic ﬁeld strength in AS 209 is 5.0 mG on the redshifted side of the disk and 4.2
mG on the blueshifted side of the disk. Given the disk’s inclination angle, we set a 3",9,CMR10,,209,99
σ,9,CMMI10,,1,1
"upper limit
on the net toroidal magnetic ﬁeld strength of 8.7 and 7.3 mG for the red and blue sides of the disk,",9,CMR10,,112,100
"respectively, and 6.2 and 5.2 mG on the net vertical magnetic ﬁeld on the red and blue sides of the
disk. If magnetic disk winds are a signiﬁcant mechanism of angular momentum transport in the disk,
magnetic ﬁelds of a strength close to the upper limits would be suﬃcient to drive accretion at the rate
previously inferred for regions near the protostar.",9,CMR10,,354,103
Keywords:,9,CMTI10,,9,9
"Magnetic ﬁelds; protoplanetary disks; accretion, accretion disks",9,CMR10,,64,64
"1
2
0
2",10,Times-Roman,,7,1
,5,Times-Roman,,0,0
"n
u",10,Times-Roman,,3,1
J,7,Times-Roman,,1,1
,5,Times-Roman,,0,0
"2
2",10,Times-Roman,,3,1
,5,Times-Roman,,0,0
],6,Times-Roman,,1,1
R,13,Times-Roman,,1,1
S,11,Times-Roman,,1,1
.,5,Times-Roman,,1,1
"h
p",10,Times-Roman,,3,1
-,6,Times-Roman,,1,1
o,10,Times-Roman,,1,1
r,6,Times-Roman,,1,1
t,5,Times-Roman,,1,1
s,7,Times-Roman,,1,1
a,8,Times-Roman,,1,1
[,6,Times-Roman,,1,1
,5,Times-Roman,,0,0
"2
v
6
4
8
1
0",10,Times-Roman,,13,1
.,5,Times-Roman,,1,1
"1
0
1",10,Times-Roman,,5,1
2,10,Times-Roman,,1,1
:,5,Times-Roman,,1,1
v,10,Times-Roman,,1,1
i,5,Times-Roman,,1,1
X,14,Times-Roman,,1,1
r,6,Times-Roman,,1,1
a,8,Times-Roman,,1,1
1.,8,CMR9,,2,2
INTRODUCTION,9,CMR10,,12,12
"Magnetic ﬁelds are thought to play an essential role
in the evolution of protoplanetary disks by providing",9,CMR10,,106,53
a means of angular momentum transport through the,9,CMR10,,49,49
"Corresponding author: Rachel Harrison
reh3@illinois.edu",7,CMR8,,55,37
"magnetorotational instability (MRI) (Balbus & Haw-
ley 1998) or magnetic disk winds (Blandford & Payne
1982). The MRI mechanism requires that material have",9,CMR10,,155,52
a high enough ionization fraction to be well-coupled to,9,CMR10,,55,55
"the magnetic ﬁeld. In protoplanetary disks, the ioniza-
tion fraction is only expected to be high enough to pro-
duce magnetorotational instability within",9,CMR10,,154,56
∼,9,CMSY10,,1,1
"0.1 au of the
central protostar, where the temperature is high enough",9,CMR10,,69,55
2,9,CMR10,,1,1
Harrison et al.,9,CMCSC10,,15,15
