text,fonts-size,fonts-type,fonts-style,base_str_len,max_str_len
"1
2
0
2",10,Times-Roman,,7,1
,5,Times-Roman,,0,0
n,10,Times-Roman,,1,1
a,8,Times-Roman,,1,1
J,7,Times-Roman,,1,1
,5,Times-Roman,,0,0
5,10,Times-Roman,,1,1
,5,Times-Roman,,0,0
],6,Times-Roman,,1,1
E,12,Times-Roman,,1,1
H,14,Times-Roman,,1,1
.,5,Times-Roman,,1,1
"h
p",10,Times-Roman,,3,1
-,6,Times-Roman,,1,1
o,10,Times-Roman,,1,1
r,6,Times-Roman,,1,1
t,5,Times-Roman,,1,1
s,7,Times-Roman,,1,1
a,8,Times-Roman,,1,1
[,6,Times-Roman,,1,1
,5,Times-Roman,,0,0
"1
v
7
2
7
1
0",10,Times-Roman,,13,1
.,5,Times-Roman,,1,1
"1
0
1
2",10,Times-Roman,,7,1
:,5,Times-Roman,,1,1
v,10,Times-Roman,,1,1
i,5,Times-Roman,,1,1
X,14,Times-Roman,,1,1
r,6,Times-Roman,,1,1
a,8,Times-Roman,,1,1
Mon. Not. R. Astron. Soc.,7,CMR8,,25,25
000,7,CMBX8,,3,3
", 000–000 (0000)",7,CMR8,,16,16
Printed 7 January 2021,7,CMR8,,22,22
(MN L,7,CMR8,,5,5
A,5,CMR6,,1,1
TEX style ﬁle v2.2),7,CMR8,,19,19
"Comprehensive broadband study of accreting neutron
stars with",17,CMBX12,,61,50
Suzaku,17,CMBXTI10,,6,6
: Is there a bi-modality in the X-ray,17,CMBX12,,37,37
spectrum?,17,CMBX12,,9,9
Pragati Pradhan,14,CMR12,,15,15
1,9,CMR10,,1,1
",",9,CMMI10,,1,1
2,9,CMR10,,1,1
⋆,9,CMMI10,,1,1
Biswajit Paul,14,CMR12,,13,13
3,9,CMR10,,1,1
Enrico Bozzo,14,CMR12,,12,12
4,9,CMR10,,1,1
Chandreyee Maitra,14,CMR12,,17,17
5,9,CMR10,,1,1
B.C. Paul,14,CMR12,,9,9
6,9,CMR10,,1,1
1,5,CMR6,,1,1
"Massachusetts Institute of Technology, Kavli Institute for Astrophysics and Space Research, Cambridge, MA, 02139, USA",7,CMTI8,,117,117
2,5,CMR6,,1,1
