text,fonts-size,fonts-type,fonts-style,base_str_len,max_str_len
"Draft version July 5, 2021",7,CMCSC10,,26,26
Typeset using L,7,CMR8,,15,15
A,5,CMR6,,1,1
TEX,7,CMR8,,3,3
twocolumn,7,CMBX8,,9,9
style in AASTeX63,7,CMR8,,17,17
"1
2
0
2",10,Times-Roman,,7,1
,5,Times-Roman,,0,0
l,5,Times-Roman,,1,1
u,10,Times-Roman,,1,1
J,7,Times-Roman,,1,1
,5,Times-Roman,,0,0
2,10,Times-Roman,,1,1
,5,Times-Roman,,0,0
],6,Times-Roman,,1,1
"A
G",14,Times-Roman,,3,1
.,5,Times-Roman,,1,1
"h
p",10,Times-Roman,,3,1
-,6,Times-Roman,,1,1
o,10,Times-Roman,,1,1
r,6,Times-Roman,,1,1
t,5,Times-Roman,,1,1
s,7,Times-Roman,,1,1
a,8,Times-Roman,,1,1
[,6,Times-Roman,,1,1
,5,Times-Roman,,0,0
"3
v
5
0
2
1
0",10,Times-Roman,,13,1
.,5,Times-Roman,,1,1
"1
0
1
2",10,Times-Roman,,7,1
:,5,Times-Roman,,1,1
v,10,Times-Roman,,1,1
i,5,Times-Roman,,1,1
X,14,Times-Roman,,1,1
r,6,Times-Roman,,1,1
a,8,Times-Roman,,1,1
The Evolution of the Lyman-Alpha Luminosity Function During Reionization,9,CMBX10,,72,72
"Alexa M. Morales,",8,CMCSC10,,17,17
"1, 2",5,CMCSC10,,4,4
"Charlotte A. Mason,",8,CMCSC10,,19,19
"2,",5,CMCSC10,,2,2
∗,5,CMSY6,,1,1
"Sean Bruton,",8,CMCSC10,,12,12
3,5,CMCSC10,,1,1
"Max Gronke,",8,CMCSC10,,11,11
"4,",5,CMCSC10,,2,2
∗,5,CMSY6,,1,1
"Francesco Haardt,",8,CMCSC10,,17,17
"5, 6",5,CMCSC10,,4,4
"and
Claudia Scarlata",8,CMCSC10,,20,16
3,5,CMCSC10,,1,1
1,5,CMR6,,1,1
"Florida International University, 11200 SW 8 St., Miami, FL 33199, USA",7,CMTI8,,70,70
2,5,CMR6,,1,1
Center for Astrophysics,7,CMTI8,,23,23
|,7,CMSY8,,1,1
