text,fonts-size,fonts-type,fonts-style,base_str_len,max_str_len
D,7,NimbusRomNo9L-Regu,,1,1
raft version,7,rtxsc,,12,12
F,7,NimbusRomNo9L-Regu,,1,1
ebruary,7,rtxsc,,7,7
"16, 2021",7,NimbusRomNo9L-Regu,,8,8
Preprint typeset using L,6,NimbusRomNo9L-Regu,,24,24
A,4,NimbusRomNo9L-Regu,,1,1
TEX style AASTeX6 v. 1.0,6,NimbusRomNo9L-Regu,,24,24
"1
2
0
2",10,Times-Roman,,7,1
,5,Times-Roman,,0,0
b,10,Times-Roman,,1,1
e,8,Times-Roman,,1,1
F,11,Times-Roman,,1,1
,5,Times-Roman,,0,0
3,9,Times-Roman,,1,1
1,10,Times-Roman,,1,1
,5,Times-Roman,,0,0
],6,Times-Roman,,1,1
P,11,Times-Roman,,1,1
E,12,Times-Roman,,1,1
.,5,Times-Roman,,1,1
"h
p",10,Times-Roman,,3,1
-,6,Times-Roman,,1,1
o,10,Times-Roman,,1,1
r,6,Times-Roman,,1,1
t,5,Times-Roman,,1,1
s,7,Times-Roman,,1,1
a,8,Times-Roman,,1,1
[,6,Times-Roman,,1,1
,5,Times-Roman,,0,0
"2
v
0
3
5
0
0",10,Times-Roman,,13,1
.,5,Times-Roman,,1,1
"1
0
1",10,Times-Roman,,5,1
2,10,Times-Roman,,1,1
:,5,Times-Roman,,1,1
v,10,Times-Roman,,1,1
i,5,Times-Roman,,1,1
X,14,Times-Roman,,1,1
r,6,Times-Roman,,1,1
a,8,Times-Roman,,1,1
POLARIZED RADIATION AND THE EMERGENCE OF BIOLOGICAL HOMOCHIRALITY ON EARTH AND BEYOND,9,NimbusRomNo9L-Regu,,85,85
N,8,NimbusRomNo9L-Regu,,1,1
o,8,rtxsc,,1,1
´,8,NimbusRomNo9L-Regu,,1,1
emie,8,rtxsc,,4,4
G,8,NimbusRomNo9L-Regu,,1,1
lobus,8,rtxsc,,5,5
"1,2",5,NimbusRomNo9L-Regu,,3,3
A,8,NimbusRomNo9L-Regu,,1,1
natoli,8,rtxsc,,6,6
F,8,NimbusRomNo9L-Regu,,1,1
edynitch,8,rtxsc,,8,8
3,5,NimbusRomNo9L-Regu,,1,1
and,8,rtxsc,,3,3
R,8,NimbusRomNo9L-Regu,,1,1
oger,8,rtxsc,,4,4
D. B,8,NimbusRomNo9L-Regu,,4,4
landford,8,rtxsc,,8,8
4,5,NimbusRomNo9L-Regu,,1,1
1,6,NimbusRomNo9L-Regu,,1,1
"Center for Cosmology & Particle Physics, New-York University, New-York, NY10003, USA. E-mail: globus@nyu.edu",7,NimbusRomNo9L-Regu,,108,108
2,6,NimbusRomNo9L-Regu,,1,1
"Center for Computational Astrophysics, Flatiron Institute, Simons Foundation, New-York, NY10003, USA",7,NimbusRomNo9L-Regu,,100,100
3,6,NimbusRomNo9L-Regu,,1,1
"Institute for Cosmic Ray Research, the University of Tokyo, 5-1-5 Kashiwa-no-ha, Kashiwa, Chiba 277-8582, Japan. E-mail: afedyni@icrr.u-tokyo.ac.jp",7,NimbusRomNo9L-Regu,,147,147
4,6,NimbusRomNo9L-Regu,,1,1
"Kavli Institute for Particle Astrophysics & Cosmology, Stanford University, Stanford, CA 94305, USA. E-mail: rdb3@stanford.edu",7,NimbusRomNo9L-Regu,,126,126
ABSTRACT,9,NimbusRomNo9L-Regu,,8,8
