text,fonts-size,fonts-type,fonts-style,base_str_len,max_str_len
MNRAS,7,TeXGyreTermesX-Regular,,5,5
000,7,TeXGyreTermesX-Bold,,3,3
", 1–9 (2019)",7,TeXGyreTermesX-Regular,,12,12
Preprint 5 January 2021,7,TeXGyreTermesX-Regular,,23,23
Compiled using MNRAS L,7,TeXGyreTermesX-Regular,,22,22
A,6,TeXGyreTermesX-Regular,,1,1
TEX style ﬁle v3.0,7,TeXGyreTermesX-Regular,,18,18
"1
2
0
2",10,Times-Roman,,7,1
,5,Times-Roman,,0,0
n,10,Times-Roman,,1,1
a,8,Times-Roman,,1,1
J,7,Times-Roman,,1,1
,5,Times-Roman,,0,0
1,10,Times-Roman,,1,1
,5,Times-Roman,,0,0
],6,Times-Roman,,1,1
"A
G",14,Times-Roman,,3,1
.,5,Times-Roman,,1,1
"h
p",10,Times-Roman,,3,1
-,6,Times-Roman,,1,1
o,10,Times-Roman,,1,1
r,6,Times-Roman,,1,1
t,5,Times-Roman,,1,1
s,7,Times-Roman,,1,1
a,8,Times-Roman,,1,1
[,6,Times-Roman,,1,1
,5,Times-Roman,,0,0
"1
v
9
0
2
0
0",10,Times-Roman,,13,1
.,5,Times-Roman,,1,1
"1
0
1
2",10,Times-Roman,,7,1
:,5,Times-Roman,,1,1
v,10,Times-Roman,,1,1
i,5,Times-Roman,,1,1
X,14,Times-Roman,,1,1
r,6,Times-Roman,,1,1
a,8,Times-Roman,,1,1
"High-redshift SMBHs can grow from stellar-mass seeds via chaotic
accretion",15,TeXGyreTermesX-Bold,,74,64
Kastytis Zubovas,11,TeXGyreTermesX-Regular,,16,16
1,8,TeXGyreTermesX-Regular,,1,1
",",8,NewTXMI,,1,1
2,8,TeXGyreTermesX-Regular,,1,1
",★",8,NewTXMI,,2,2
and Andrew King,11,TeXGyreTermesX-Regular,,15,15
3,8,TeXGyreTermesX-Regular,,1,1
",",8,NewTXMI,,1,1
4,8,TeXGyreTermesX-Regular,,1,1
",",8,NewTXMI,,1,1
5,8,TeXGyreTermesX-Regular,,1,1
1,6,TeXGyreTermesX-Regular,,1,1
"Center for Physical Sciences and Technology, Saul˙etekio al. 3, Vilnius LT-10257, Lithuania",7,TeXGyreTermesX-Italic,,91,91
2,6,TeXGyreTermesX-Regular,,1,1
"Astronomical Observatory, Vilnius University, Saul˙etekio al. 3, Vilnius LT-10257, Lithuania",7,TeXGyreTermesX-Italic,,92,92
3,6,TeXGyreTermesX-Regular,,1,1
"Department of Physics & Astronomy, University of Leicester, Leicester, LE1 7RH, UK",7,TeXGyreTermesX-Italic,,82,82
4,6,TeXGyreTermesX-Regular,,1,1
"Astronomical Institute Anton Pannekoek, University of Amsterdam, Science Park 904, 1098 XH Amsterdam, Netherlands",7,TeXGyreTermesX-Italic,,113,113
5,6,TeXGyreTermesX-Regular,,1,1
"Leiden Observatory, Leiden University, Niels Bohrweg 2, NL-2333 CA Leiden, Netherlands",7,TeXGyreTermesX-Italic,,86,86
★,6,NewTXMI5,,1,1
E-mail:,7,TeXGyreTermesX-Italic,,7,7
kastytis.zubovas@ftmc.lt,7,TeXGyreTermesX-Regular,,24,24
Accepted XXX. Received YYY; in original form ZZZ,7,TeXGyreTermesX-Regular,,48,48
ABSTRACT,8,TeXGyreTermesX-Bold,,8,8
"Extremely massive black holes, with masses",9,TeXGyreTermesX-Regular,,42,42
𝑀,9,NewTXMI,,1,1
BH,7,TeXGyreTermesX-Regular,,2,2
>,9,NewTXMI,,1,1
10,9,TeXGyreTermesX-Regular,,2,2
9,7,TeXGyreTermesX-Regular,,1,1
M,9,TeXGyreTermesX-Regular,,1,1
⊙,7,txsys,,1,1
", have been observed at ever higher redshifts. These results create
ever tighter constraints on the formation and growth mechanisms of early black holes. Here we show that even the most extreme
black hole known, P¯oniu¯a’ena , can grow from a 10 M",9,TeXGyreTermesX-Regular,,247,125
⊙,7,txsys,,1,1
"seed black hole via Eddington-limited luminous accretion, provided
that accretion proceeds almost continuously, but is composed of a large number of episodes with individually-uncorrelated
initial directions. This chaotic accretion scenario ensures that the growing black hole spins slowly, with the dimensionless
spin parameter",9,TeXGyreTermesX-Regular,,328,124
𝑎,9,NewTXMI,,1,1
<,7,NewTXMI7,,1,1
∼,9,txsys,,1,1
0,9,TeXGyreTermesX-Regular,,1,1
.,9,NewTXMI,,1,1
"2, so its radiative eﬃciency is also low,",9,TeXGyreTermesX-Regular,,41,41
𝜖,9,NewTXMI,,1,1
∼−,9,txsys,,2,2
0,9,TeXGyreTermesX-Regular,,1,1
.,9,NewTXMI,,1,1
"06. If accretion is even partially aligned, with 20",9,TeXGyreTermesX-Regular,,51,51
−,9,txsys,,1,1
"40%
of accretion events happening in the same direction, the black hole spin and radiative eﬃciency are much higher, leading to
signiﬁcantly slower growth. We suggest that the chaotic accretion scenario can be completely falsiﬁed only if a 10",9,TeXGyreTermesX-Regular,,242,123
9,7,TeXGyreTermesX-Regular,,1,1
M,9,TeXGyreTermesX-Regular,,1,1
⊙,7,txsys,,1,1
"black
hole is discovered at",9,TeXGyreTermesX-Regular,,27,21
𝑧,9,NewTXMI,,1,1
≥,9,txsys,,1,1
9,9,TeXGyreTermesX-Regular,,1,1
.,9,NewTXMI,,1,1
"1, approximately 150 Myr before P¯oniu¯a’ena . The space density of extreme quasars suggests that
only a very small fraction, roughly one in 4",9,TeXGyreTermesX-Regular,,142,97
×,9,txsys,,1,1
10,9,TeXGyreTermesX-Regular,,2,2
7,7,TeXGyreTermesX-Regular,,1,1
", of seed black holes need to encounter favourable growth conditions to produce
the observed extreme quasars. Other seed black holes grow much less eﬃciently, mainly due to lower duty cycles, so are much
more diﬃcult to detect.",9,TeXGyreTermesX-Regular,,227,123
Key words:,9,TeXGyreTermesX-Bold,,10,10
"accretion, accretion discs — quasars:general — galaxies:active",9,TeXGyreTermesX-Regular,,62,62
1 INTRODUCTION,8,TeXGyreTermesX-Bold,,14,14
"It is now generally accepted that most galaxies harbour supermas-
sive black holes (SMBHs) in their centres (Merloni & Heinz 2013;",8,TeXGyreTermesX-Regular,,130,65
"Graham 2016). This is true both for galaxies in the Local Universe
and at high redshift, where almost 200 quasars have been discovered
at",8,TeXGyreTermesX-Regular,,137,67
𝑧 >,8,NewTXMI,,3,3
"6 (Willott et al. 2010; Carnall et al. 2015; Matsuoka et al.
2016; Bañados et al. 2016; Jiang et al. 2016; Mazzucchelli et al.
2017; Reed et al. 2017; Wang et al. 2017; Matsuoka et al. 2018a,b;
Reed et al. 2019; Wang et al. 2019; Vito et al. 2019). These quasars
are typically powered by SMBHs with masses of order 10",8,TeXGyreTermesX-Regular,,317,68
9,7,TeXGyreTermesX-Regular,,1,1
M,8,TeXGyreTermesX-Regular,,1,1
⊙,7,txsys,,1,1
", yet
are seen at lookback times",8,TeXGyreTermesX-Regular,,32,26
>,8,NewTXMI,,1,1
"13 Gyr, i.e. when the Universe was
less than 800 Myr old. The most extreme SMBH currently known is
P¯oniu¯a’ena with a mass of",8,TeXGyreTermesX-Regular,,126,63
𝑀,8,NewTXMI,,1,1
Pon,7,TeXGyreTermesX-Regular,,3,3
=,8,txmiaX,,1,1
1,8,TeXGyreTermesX-Regular,,1,1
.,8,NewTXMI,,1,1
5,8,TeXGyreTermesX-Regular,,1,1
×,8,txsys,,1,1
10,8,TeXGyreTermesX-Regular,,2,2
9,7,TeXGyreTermesX-Regular,,1,1
M,8,TeXGyreTermesX-Regular,,1,1
⊙,7,txsys,,1,1
", seen at",8,TeXGyreTermesX-Regular,,9,9
𝑧,8,NewTXMI,,1,1
=,8,txmiaX,,1,1
7,8,TeXGyreTermesX-Regular,,1,1
.,8,NewTXMI,,1,1
"515
(Yang et al. 2020), corresponding to",8,TeXGyreTermesX-Regular,,40,36
𝑡,8,NewTXMI,,1,1
=,8,txmiaX,,1,1
700 Myr after the Big Bang,8,TeXGyreTermesX-Regular,,26,26
1,7,TeXGyreTermesX-Regular,,1,1
".
These observations provide a rather tight constraint on the possible",8,TeXGyreTermesX-Regular,,70,68
models of the origin and early growth of SMBHs.,8,TeXGyreTermesX-Regular,,47,47
"In general,",8,TeXGyreTermesX-Regular,,11,11
"these models fall broadly into two groups (see
Inayoshi et al. 2019, for a review). One group considers SMBHs",8,TeXGyreTermesX-Regular,,109,62
1,6,TeXGyreTermesX-Regular,,1,1
"All conversions between redshift and time in this paper were made
using Ned Wright’s Cosmology Calculator (Wright 2006), available at",7,TeXGyreTermesX-Regular,,133,67
http://www.astro.ucla.edu/~wright/CosmoCalc.html,7,CMTT8,,48,48
©,7,TeXGyreTermes-Regular,,1,1
2019 The Authors,7,TeXGyreTermesX-Regular,,16,16
growing from massive seeds: objects with masses,8,TeXGyreTermesX-Regular,,47,47
∼,8,txsys,,1,1
10,8,TeXGyreTermesX-Regular,,2,2
4,7,TeXGyreTermesX-Regular,,1,1
−,8,txsys,,1,1
10,8,TeXGyreTermesX-Regular,,2,2
5,7,TeXGyreTermesX-Regular,,1,1
M,8,TeXGyreTermesX-Regular,,1,1
⊙,7,txsys,,1,1
"(Ferrara et al. 2014) that form via direct gas collapse (Loeb & Rasio
1994; Begelman et al. 2006; Dĳkstra et al. 2014; Chon et al.
2016; Wise et al. 2019), an intermediate supermassive star stage
(Regan & Haehnelt 2009; Volonteri & Begelman 2010; Begelman",8,TeXGyreTermesX-Regular,,255,69
"2010) or due to rapid mergers of stars and/or individual stellar-mass
black holes in a dense cluster (Portegies Zwart & McMillan 2002;
Portegies Zwart et al. 2004; Devecchi & Volonteri 2009). These
seeds can then grow the required four orders of magnitude in mass
over several hundred Myr even if the radiative eﬃciency of accretion
is",8,TeXGyreTermesX-Regular,,335,69
𝜖,8,NewTXMI,,1,1
>,7,NewTXMI7,,1,1
∼,8,txsys,,1,1
0,8,TeXGyreTermesX-Regular,,1,1
.,8,NewTXMI,,1,1
1.,8,TeXGyreTermesX-Regular,,2,2
"The second kind of model suggests that SMBHs grow from stellar-
mass seeds (Madau & Rees 2001) via luminous accretion with a
rather low radiative eﬃciency. Low eﬃciency may be achieved if",8,TeXGyreTermesX-Regular,,187,63
"accretion rates are hyper-Eddington; they create conditions where
the photons emitted by the accreting gas cannot escape the accretion
ﬂow and are dragged into the black hole (Alexander & Natarajan
2014; Sądowski et al. 2015; Pacucci et al. 2015; Inayoshi et al. 2016;
Sakurai et al. 2016; Takeo et al. 2020). Even if accretion consists
of Eddington-limited thin disc episodes, a radiative eﬃciency",8,TeXGyreTermesX-Regular,,398,70
𝜖,8,NewTXMI,,1,1
∼,8,txsys,,1,1
0,8,TeXGyreTermesX-Regular,,1,1
.,8,NewTXMI,,1,1
