text,fonts-size,fonts-type,fonts-style,base_str_len,max_str_len
"Draft version January 5, 2021",7,CMCSC10,,29,29
Typeset using L,7,CMR8,,15,15
A,5,CMR6,,1,1
TEX,7,CMR8,,3,3
twocolumn,7,CMBX8,,9,9
style in AASTeX63,7,CMR8,,17,17
"1
2
0
2",10,Times-Roman,,7,1
,5,Times-Roman,,0,0
n,10,Times-Roman,,1,1
a,8,Times-Roman,,1,1
J,7,Times-Roman,,1,1
,5,Times-Roman,,0,0
4,10,Times-Roman,,1,1
,5,Times-Roman,,0,0
],6,Times-Roman,,1,1
"A
G",14,Times-Roman,,3,1
.,5,Times-Roman,,1,1
"h
p",10,Times-Roman,,3,1
-,6,Times-Roman,,1,1
o,10,Times-Roman,,1,1
r,6,Times-Roman,,1,1
t,5,Times-Roman,,1,1
s,7,Times-Roman,,1,1
a,8,Times-Roman,,1,1
[,6,Times-Roman,,1,1
,5,Times-Roman,,0,0
"1
v
4
6
7
0
0",10,Times-Roman,,13,1
.,5,Times-Roman,,1,1
"1
0
1
2",10,Times-Roman,,7,1
:,5,Times-Roman,,1,1
v,10,Times-Roman,,1,1
i,5,Times-Roman,,1,1
X,14,Times-Roman,,1,1
r,6,Times-Roman,,1,1
a,8,Times-Roman,,1,1
Compact Molecular Gas Distribution in Quasar Host Galaxies,9,CMBX10,,58,58
"Juan Molina,",8,CMCSC10,,12,12
1,5,CMCSC10,,1,1
"Ran Wang,",8,CMCSC10,,9,9
"1, 2",5,CMCSC10,,4,4
"Jinyi Shangguan,",8,CMCSC10,,16,16
3,5,CMCSC10,,1,1
"Luis C. Ho,",8,CMCSC10,,11,11
"1, 2",5,CMCSC10,,4,4
"Franz E. Bauer,",8,CMCSC10,,15,15
"4, 5, 6",5,CMCSC10,,7,7
"Ezequiel Treister,",8,CMCSC10,,18,18
4,5,CMCSC10,,1,1
"and
Yali Shao",8,CMCSC10,,13,9
7,5,CMCSC10,,1,1
1,5,CMR6,,1,1
"Kavli Institute for Astronomy and Astrophysics, Peking University, Beijing 100871, China",7,CMTI8,,88,88
2,5,CMR6,,1,1
"Department of Astronomy, School of Physics, Peking University, Beijing 100871, China",7,CMTI8,,84,84
3,5,CMR6,,1,1
"Max-Planck-Institut f¨ur Extraterrestrische Physik (MPE), Giessenbachstr., D-85748 Garching, Germany",7,CMTI8,,100,100
4,5,CMR6,,1,1
"Instituto de Astrof´ısica and Centro de Astroingenier´ıa, Facultad de F´ısica, Pontiﬁcia Universidad Cat´olica de Chile, Casilla 306,
Santiago 22, Chile",7,CMTI8,,152,133
5,5,CMR6,,1,1
"Millennium Institute of Astrophysics (MAS), Nuncio Monse˜nor S´otero Sanz 100, Providencia, Santiago, Chile",7,CMTI8,,107,107
6,5,CMR6,,1,1
