text,fonts-size,fonts-type,fonts-style,base_str_len,max_str_len
"Draft version January 5, 2021",7,CMCSC10,,29,29
Typeset using L,7,CMR8,,15,15
A,5,CMR6,,1,1
TEX,7,CMR8,,3,3
twocolumn,7,CMBX8,,9,9
style in AASTeX63,7,CMR8,,17,17
"0
2
0
2",10,Times-Roman,,7,1
,5,Times-Roman,,0,0
"c
e",8,Times-Roman,,3,1
D,14,Times-Roman,,1,1
,5,Times-Roman,,0,0
1,9,Times-Roman,,1,1
3,10,Times-Roman,,1,1
,5,Times-Roman,,0,0
],6,Times-Roman,,1,1
P,11,Times-Roman,,1,1
E,12,Times-Roman,,1,1
.,5,Times-Roman,,1,1
"h
p",10,Times-Roman,,3,1
-,6,Times-Roman,,1,1
o,10,Times-Roman,,1,1
r,6,Times-Roman,,1,1
t,5,Times-Roman,,1,1
s,7,Times-Roman,,1,1
a,8,Times-Roman,,1,1
[,6,Times-Roman,,1,1
,5,Times-Roman,,0,0
"1
v
5
4
0
0
0",10,Times-Roman,,13,1
.,5,Times-Roman,,1,1
"1
0
1",10,Times-Roman,,5,1
2,10,Times-Roman,,1,1
:,5,Times-Roman,,1,1
v,10,Times-Roman,,1,1
i,5,Times-Roman,,1,1
X,14,Times-Roman,,1,1
r,6,Times-Roman,,1,1
a,8,Times-Roman,,1,1
"Metastable Helium Absorptions with 3D Hydrodynamics and
Self-Consistent Photochemistry II:
WASP-107b, Stellar Wind, Radiation Pressure, and Shear Instability",9,CMBX10,,157,66
Lile Wang,8,CMCSC10,,9,9
1,5,CMR6,,1,1
", Fei Dai",8,CMCSC10,,9,9
2,5,CMR6,,1,1
"ABSTRACT
This paper presents simulations of the metastable helium (He",9,CMR10,,69,60
∗,6,CMSY7,,1,1
") observations of WASP-107b, so
far the highest signal-to-noise ratio detection that is conﬁrmed by three diﬀerent instruments. We
employ full 3D hydrodynamics coupled with co-evolving non-equilibrium thermochemistry and ray-
tracing radiation, predicting mass loss rates, temperature proﬁles, and synthetic He",9,CMR10,,310,98
∗,6,CMSY7,,1,1
"line proﬁles and
light curves from ﬁrst principles. We found that a stellar wind stronger than solar is demanded by
the observed heavily blueshifted line proﬁle and asymmetric transit light curve. Contrary to previous",9,CMR10,,217,101
"beliefs, we argue that radiation pressure can be important for Ly",9,CMR10,,65,65
α,9,CMMI10,,1,1
observations but,9,CMR10,,16,16
not,9,CMTI10,,3,3
He,9,CMR10,,2,2
∗,6,CMSY7,,1,1
". We
10",9,CMR10,,7,4
−,6,CMSY7,,1,1
9,6,CMR7,,1,1
M,9,CMMI10,,1,1
⊕,6,CMSY7,,1,1
yr,9,CMR10,,2,2
−,6,CMSY7,,1,1
1,6,CMR7,,1,1
. Although ˙,9,CMR10,,12,12
M,9,CMMI10,,1,1
"varies by
˙",9,CMR10,,11,9
