text,fonts-size,fonts-type,fonts-style,base_str_len,max_str_len
"1
2
0
2",10,Times-Roman,,7,1
,5,Times-Roman,,0,0
n,10,Times-Roman,,1,1
a,8,Times-Roman,,1,1
J,7,Times-Roman,,1,1
,5,Times-Roman,,0,0
"2
1",10,Times-Roman,,3,1
,5,Times-Roman,,0,0
],6,Times-Roman,,1,1
O,14,Times-Roman,,1,1
C,13,Times-Roman,,1,1
.,5,Times-Roman,,1,1
"h
p",10,Times-Roman,,3,1
-,6,Times-Roman,,1,1
o,10,Times-Roman,,1,1
r,6,Times-Roman,,1,1
t,5,Times-Roman,,1,1
s,7,Times-Roman,,1,1
a,8,Times-Roman,,1,1
[,6,Times-Roman,,1,1
,5,Times-Roman,,0,0
"2
v
7
7
7
1
0",10,Times-Roman,,13,1
.,5,Times-Roman,,1,1
"1
0
1",10,Times-Roman,,5,1
2,10,Times-Roman,,1,1
:,5,Times-Roman,,1,1
v,10,Times-Roman,,1,1
i,5,Times-Roman,,1,1
X,14,Times-Roman,,1,1
r,6,Times-Roman,,1,1
a,8,Times-Roman,,1,1
MNRAS,7,CMR8,,5,5
000,7,CMB10,,3,3
", 1–16 (2021)",7,CMR8,,13,13
Preprint 13 January 2021,7,CMR8,,24,24
Compiled using MNRAS L,7,CMR8,,22,22
A,5,CMR6,,1,1
TEX style ﬁle v3.0,7,CMR8,,18,18
The subtlety of Ly-,17,CMB10,,19,19
α,17,CMMI12,,1,1
"photons: changing the expected range of the
21-cm signal",17,CMB10,,56,43
Itamar Reis,14,CMR12,,11,11
1,9,CMR10,,1,1
,9,CMMI10,,0,0
", Anastasia Fialkov",14,CMR12,,19,19
2,9,CMR10,,1,1
",",9,CMMI10,,1,1
3,9,CMR10,,1,1
†,14,CMSY10,,1,1
and Rennan Barkana,14,CMR12,,18,18
1,9,CMR10,,1,1
1,5,CMR6,,1,1
"School of Physics and Astronomy, Tel-Aviv University, Tel-Aviv, 69978, Israel",7,CMTI8,,77,77
2,5,CMR6,,1,1
"Institute of Astronomy, University of Cambridge, Madingley Road, Cambridge, CB3 0HA, UK",7,CMTI8,,87,87
3,5,CMR6,,1,1
