text,fonts-size,fonts-type,fonts-style,base_str_len,max_str_len
"1
2
0
2",10,Times-Roman,,7,1
,5,Times-Roman,,0,0
r,6,Times-Roman,,1,1
a,8,Times-Roman,,1,1
M,17,Times-Roman,,1,1
,5,Times-Roman,,0,0
5,9,Times-Roman,,1,1
1,10,Times-Roman,,1,1
,5,Times-Roman,,0,0
],6,Times-Roman,,1,1
P,11,Times-Roman,,1,1
E,12,Times-Roman,,1,1
.,5,Times-Roman,,1,1
"h
p",10,Times-Roman,,3,1
-,6,Times-Roman,,1,1
o,10,Times-Roman,,1,1
r,6,Times-Roman,,1,1
t,5,Times-Roman,,1,1
s,7,Times-Roman,,1,1
a,8,Times-Roman,,1,1
[,6,Times-Roman,,1,1
,5,Times-Roman,,0,0
"2
v
1
3
3
1
0",10,Times-Roman,,13,1
.,5,Times-Roman,,1,1
"1
0
1",10,Times-Roman,,5,1
2,10,Times-Roman,,1,1
:,5,Times-Roman,,1,1
v,10,Times-Roman,,1,1
i,5,Times-Roman,,1,1
X,14,Times-Roman,,1,1
r,6,Times-Roman,,1,1
a,8,Times-Roman,,1,1
"Formation of intermediate-mass planets via magnetically-
controlled disk fragmentation",17,NimbusSanL-Bold,,86,56
Hongping Deng,11,NimbusRomNo9L-Regu,,13,13
1,7,CMR8,,1,1
",",7,CMMI8,,1,1
2,7,CMR8,,1,1
",",7,CMMI8,,1,1
∗,7,CMSY8,,1,1
", Lucio Mayer",11,NimbusRomNo9L-Regu,,13,13
2,7,CMR8,,1,1
", Ravit Helled",11,NimbusRomNo9L-Regu,,14,14
2,7,CMR8,,1,1
1,7,CMR8,,1,1
"Department of Applied Mathematics and Theoretical Physics, Centre for Mathematical Sciences,",11,NimbusRomNo9L-Regu-Slant_167,,92,92
"University of Cambridge, Wilberforce Rd, Cambridge CB3 0WA",11,NimbusRomNo9L-Regu-Slant_167,,58,58
2,7,CMR8,,1,1
"Center for theoretical Astrophysics and Cosmology, Institute for Computational Science, Univer-",11,NimbusRomNo9L-Regu-Slant_167,,95,95
"sity of Zurich, Winterthurerstrasse 190, 8057 Zurich, Switzerland",11,NimbusRomNo9L-Regu-Slant_167,,65,65
