text,fonts-size,fonts-type,fonts-style,base_str_len,max_str_len
Comparing Classiﬁcation Models on Kepler,20,CMBX12,,40,40
Data,20,CMBX12,,4,4
Rohan Saha - rsaha@ualberta.ca,11,CMR12,,30,30
University of Alberta,11,CMBX12,,21,21
"November 26, 2019",11,CMR12,,17,17
"1
2
0
2",10,Times-Roman,,7,1
,5,Times-Roman,,0,0
n,10,Times-Roman,,1,1
a,8,Times-Roman,,1,1
J,7,Times-Roman,,1,1
,4,Times-Roman,,0,0
7,10,Times-Roman,,1,1
,5,Times-Roman,,0,0
],6,Times-Roman,,1,1
P,11,Times-Roman,,1,1
E,12,Times-Roman,,1,1
.,5,Times-Roman,,1,1
"h
p",10,Times-Roman,,3,1
-,6,Times-Roman,,1,1
o,10,Times-Roman,,1,1
r,6,Times-Roman,,1,1
t,5,Times-Roman,,1,1
s,7,Times-Roman,,1,1
a,8,Times-Roman,,1,1
[,6,Times-Roman,,1,1
,5,Times-Roman,,0,0
"2
v
4
0
9
1
0",10,Times-Roman,,13,1
.,5,Times-Roman,,1,1
"1
0
1
2",10,Times-Roman,,7,1
:,5,Times-Roman,,1,1
v,10,Times-Roman,,1,1
i,5,Times-Roman,,1,1
X,14,Times-Roman,,1,1
r,6,Times-Roman,,1,1
a,8,Times-Roman,,1,1
1,14,CMBX12,,1,1
Introduction,14,CMBX12,,12,12
"Even though the original kepler mission ended due to mechanical failures, the kepler satellite continues
to collect data. Using classiﬁcation models, we can understand the features exoplanets possess and then
use those features to investigate further for any more information on the candidate planet. Based on",9,CMR10,,309,104
"the classiﬁcation model, the idea is to ﬁnd out the probability of the planet under observation being a",9,CMR10,,103,103
"candidate for an exoplanet or a false positive. If the model predicts that the observation is a candidate for
being an exoplanet, then further investigation can be conducted. From the model we can narrow down
the features that might explain the diﬀerence between a candidate and false positive which ultimately
help use to increase the eﬃciency of any model and ﬁne tune the model and ultimately the process of
searching for any future exoplanets.",9,CMR10,,447,109
