text,fonts-size,fonts-type,fonts-style,base_str_len,max_str_len
1,11,TeXGyreTermesX-Regular,,1,1
"Masses and compositions of three small planets orbiting the nearby
M dwarf L231-32 (TOI-270) and the M dwarf radius valley",17,TeXGyreTermesX-Bold,,122,66
"1
2
0
2",10,Times-Roman,,7,1
,5,Times-Roman,,0,0
l,5,Times-Roman,,1,1
u,10,Times-Roman,,1,1
J,7,Times-Roman,,1,1
,5,Times-Roman,,0,0
1,9,Times-Roman,,1,1
2,10,Times-Roman,,1,1
,5,Times-Roman,,0,0
],6,Times-Roman,,1,1
P,11,Times-Roman,,1,1
E,12,Times-Roman,,1,1
.,5,Times-Roman,,1,1
"h
p",10,Times-Roman,,3,1
-,6,Times-Roman,,1,1
o,10,Times-Roman,,1,1
r,6,Times-Roman,,1,1
t,5,Times-Roman,,1,1
s,7,Times-Roman,,1,1
a,8,Times-Roman,,1,1
[,6,Times-Roman,,1,1
,5,Times-Roman,,0,0
"2
v
3
9
5
1
0",10,Times-Roman,,13,1
.,5,Times-Roman,,1,1
"1
0
1",10,Times-Roman,,5,1
2,10,Times-Roman,,1,1
:,5,Times-Roman,,1,1
v,10,Times-Roman,,1,1
i,5,Times-Roman,,1,1
X,14,Times-Roman,,1,1
r,6,Times-Roman,,1,1
a,8,Times-Roman,,1,1
V. Van Eylen,14,TeXGyreTermesX-Regular,,12,12
1,10,TeXGyreTermesX-Regular,,1,1
",",10,NewTXMI,,1,1
2,10,TeXGyreTermesX-Regular,,1,1
★,10,NewTXMI,,1,1
", N. Astudillo-Defru",14,TeXGyreTermesX-Regular,,20,20
3,10,TeXGyreTermesX-Regular,,1,1
", X. Bonﬁls",14,TeXGyreTermesX-Regular,,11,11
4,10,TeXGyreTermesX-Regular,,1,1
", J. Livingston",14,TeXGyreTermesX-Regular,,15,15
5,10,TeXGyreTermesX-Regular,,1,1
", T. Hirano",14,TeXGyreTermesX-Regular,,11,11
6,10,TeXGyreTermesX-Regular,,1,1
",
R. Luque",14,TeXGyreTermesX-Regular,,10,8
7,10,TeXGyreTermesX-Regular,,1,1
",",10,NewTXMI,,1,1
8,10,TeXGyreTermesX-Regular,,1,1
", K. W. F. Lam",14,TeXGyreTermesX-Regular,,14,14
9,10,TeXGyreTermesX-Regular,,1,1
", A. B. Justesen",14,TeXGyreTermesX-Regular,,16,16
10,10,TeXGyreTermesX-Regular,,2,2
", J. N. Winn",14,TeXGyreTermesX-Regular,,12,12
2,10,TeXGyreTermesX-Regular,,1,1
", D. Gandolﬁ",14,TeXGyreTermesX-Regular,,12,12
11,10,TeXGyreTermesX-Regular,,2,2
", G. Nowak",14,TeXGyreTermesX-Regular,,10,10
7,10,TeXGyreTermesX-Regular,,1,1
",",10,NewTXMI,,1,1
8,10,TeXGyreTermesX-Regular,,1,1
",
E. Palle",14,TeXGyreTermesX-Regular,,10,8
7,10,TeXGyreTermesX-Regular,,1,1
",",10,NewTXMI,,1,1
8,10,TeXGyreTermesX-Regular,,1,1
", S. Albrecht",14,TeXGyreTermesX-Regular,,13,13
10,10,TeXGyreTermesX-Regular,,2,2
", F. Dai",14,TeXGyreTermesX-Regular,,8,8
