text,fonts-size,fonts-type,fonts-style,base_str_len,max_str_len
"Draft version March 15, 2021",7,CMCSC10,,28,28
Typeset using L,7,CMR8,,15,15
A,5,CMR6,,1,1
TEX,7,CMR8,,3,3
RNAAS,7,CMBX8,,5,5
style in AASTeX63,7,CMR8,,17,17
Fisher Matrix Stability,9,CMBX10,,23,23
"Naren Bhandari,",8,CMR9,,15,15
"1,",5,CMR6,,2,2
∗,5,CMSY6,,1,1
"C. Danielle Leonard,",8,CMR9,,20,20
"2,",5,CMR6,,2,2
†,5,CMSY6,,1,1
"Markus Michael Rau,",8,CMR9,,19,19
"1,",5,CMR6,,2,2
‡,5,CMSY6,,1,1
and Rachel Mandelbaum,8,CMR9,,21,21
"1,",5,CMR6,,2,2
§,5,CMSY6,,1,1
1,5,CMR6,,1,1
"McWilliams Center for Cosmology, Department of Physics, Carnegie Mellon University,
Pittsburgh, PA 15213, USA",7,CMTI8,,109,83
2,5,CMR6,,1,1
"School of Mathematics, Statistics and Physics, Newcastle University, Newcastle upon Tyne, NE1 7RU, UK",7,CMTI8,,101,101
"1
2
0
2",10,Times-Roman,,7,1
,5,Times-Roman,,0,0
r,6,Times-Roman,,1,1
a,8,Times-Roman,,1,1
M,17,Times-Roman,,1,1
,5,Times-Roman,,0,0
"2
1",10,Times-Roman,,3,1
,5,Times-Roman,,0,0
],6,Times-Roman,,1,1
O,14,Times-Roman,,1,1
C,13,Times-Roman,,1,1
.,5,Times-Roman,,1,1
"h
p",10,Times-Roman,,3,1
-,6,Times-Roman,,1,1
o,10,Times-Roman,,1,1
r,6,Times-Roman,,1,1
t,5,Times-Roman,,1,1
s,7,Times-Roman,,1,1
a,8,Times-Roman,,1,1
[,6,Times-Roman,,1,1
,5,Times-Roman,,0,0
"2
v
8
9
2
0
0",10,Times-Roman,,13,1
.,5,Times-Roman,,1,1
"1
0
1",10,Times-Roman,,5,1
2,10,Times-Roman,,1,1
:,5,Times-Roman,,1,1
v,10,Times-Roman,,1,1
i,5,Times-Roman,,1,1
X,14,Times-Roman,,1,1
r,6,Times-Roman,,1,1
a,8,Times-Roman,,1,1
"Fisher forecasts are a common tool in cosmology with applications ranging from survey planning to the development
of new cosmological probes. While frequently adopted, they are subject to numerical instabilities that need to be
carefully investigated to ensure accurate and reproducible results. This research note discusses these challenges using
the example of a weak lensing data vector and proposes procedures that can help in their solution.",9,CMR10,,446,119
ABSTRACT,9,CMR10,,8,8
INTRODUCTION,9,CMR10,,12,12
"With the advent of ongoing large photometric surveys like the Dark Energy Survey (DES; The Dark Energy Survey
Collaboration 2005), the Kilo-Degree Survey (KiDS; de Jong et al. 2013), the Hyper Suprime-Cam survey (HSC; Aihara
et al. 2018) and upcoming surveys like the Vera C. Rubin Observatory Legacy Survey of Space and Time (LSST; Ivezi´c
et al. 2019) and",9,CMR10,,357,115
Euclid,9,CMTI10,,6,6
