text,fonts-size,fonts-type,fonts-style,base_str_len,max_str_len
"Draft version January 25, 2021
Typeset using L",7,TeXGyreTermesX-Regular,,46,30
A,6,TeXGyreTermesX-Regular,,1,1
TEX,7,TeXGyreTermesX-Regular,,3,3
twocolumn,7,TeXGyreTermesX-Bold,,9,9
style in AASTeX63,7,TeXGyreTermesX-Regular,,17,17
GW170817 and GW190814: tension on the maximum mass,9,TeXGyreTermesX-Bold,,50,50
"Antonios Nathanail,",8,TeXGyreTermesX-Regular,,19,19
1,7,TeXGyreTermesX-Regular,,1,1
"Elias R. Most,",8,TeXGyreTermesX-Regular,,14,14
"2, 3, 4",7,TeXGyreTermesX-Regular,,7,7
and Luciano Rezzolla,8,TeXGyreTermesX-Regular,,20,20
"1, 5, 6",7,TeXGyreTermesX-Regular,,7,7
1,6,TeXGyreTermesX-Regular,,1,1
"Institut für Theoretische Physik, Max-von-Laue-Strasse 1, 60438 Frankfurt, Germany",7,TeXGyreTermesX-Italic,,82,82
2,6,TeXGyreTermesX-Regular,,1,1
"Princeton Center for Theoretical Science, Princeton University, Princeton, NJ 08544, USA",7,TeXGyreTermesX-Italic,,88,88
3,6,TeXGyreTermesX-Regular,,1,1
"Princeton Gravity Initiative, Princeton University, Princeton, NJ 08544, USA",7,TeXGyreTermesX-Italic,,76,76
4,6,TeXGyreTermesX-Regular,,1,1
"School of Natural Sciences, Institute for Advanced Study, Princeton, NJ 08540, USA",7,TeXGyreTermesX-Italic,,82,82
5,6,TeXGyreTermesX-Regular,,1,1
"Frankfurt Institute for Advanced Studies, Ruth-Moufang-Strasse 1, 60438 Frankfurt, Germany",7,TeXGyreTermesX-Italic,,90,90
6,6,TeXGyreTermesX-Regular,,1,1
"School of Mathematics, Trinity College, Dublin 2, Ireland",7,TeXGyreTermesX-Italic,,57,57
"(Received January 25, 2021; Revised; Accepted)",8,TeXGyreTermesX-Regular,,46,46
ABSTRACT,9,TeXGyreTermesX-Regular,,8,8
TOV,5,TeXGyreTermesX-Regular,,3,3
"The detection of the binary events GW170817 and GW190814 has provided invaluable constraints on the
maximum mass of nonrotating conﬁgurations of neutron stars,",9,TeXGyreTermesX-Regular,,159,99
𝑀,9,NewTXMI,,1,1
TOV,5,TeXGyreTermesX-Regular,,3,3
". However, the large diﬀerences in the",9,TeXGyreTermesX-Regular,,38,38
neutron-star masses measured in GW170817 and GW190814 has also lead to a signiﬁcant tension between,9,TeXGyreTermesX-Regular,,99,99
,9,txsya,,0,0
2,9,TeXGyreTermesX-Regular,,1,1
.,9,NewTXMI,,1,1
3,9,TeXGyreTermesX-Regular,,1,1
𝑀,9,NewTXMI,,1,1
,7,txsys,,0,0
", and GW190814
the predictions for such maximum masses, with GW170817 suggesting that",9,TeXGyreTermesX-Regular,,85,70
𝑀,9,NewTXMI,,1,1
,9,txsya,,0,0
2,9,TeXGyreTermesX-Regular,,1,1
.,9,NewTXMI,,1,1
5,9,TeXGyreTermesX-Regular,,1,1
𝑀,9,NewTXMI,,1,1
,7,txsys,,0,0
"if the secondary was a (non- or slowly rotating) neutron star at merger. Using a genetic
requiring",9,TeXGyreTermesX-Regular,,98,88
𝑀,9,NewTXMI,,1,1
"algorithm, we sample the multidimensional space of parameters spanned by gravitational-wave and astronomical
observations associated with GW170817. Consistent with previous estimates, we ﬁnd that all of the physical
quantities are in agreement with the observations if the maximum mass is in the range",9,TeXGyreTermesX-Regular,,301,108
"𝑀
𝑀",9,NewTXMI,,3,1
,7,txsys,,0,0
,9,txsya,,0,0
2,9,TeXGyreTermesX-Regular,,1,1
.,9,NewTXMI,,1,1
5,9,TeXGyreTermesX-Regular,,1,1
𝑀,9,NewTXMI,,1,1
,7,txsys,,0,0
", not only require eﬃciencies
within a 2-",9,TeXGyreTermesX-Regular,,41,29
𝜎,9,NewTXMI,,1,1
"conﬁdence level. By contrast, maximum masses with",9,TeXGyreTermesX-Regular,,49,49
𝑀,9,NewTXMI,,1,1
"in the gravitational-wave emission that are well above the numerical-relativity estimates, but they also lead to
a signiﬁcant under-production of the ejected mass. Hence, the tension can be released by assuming that the
secondary in GW190814 was a black hole at merger, although it could have been a rotating neutron star before.",9,TeXGyreTermesX-Regular,,329,112
TOV,5,TeXGyreTermesX-Regular,,3,3
=,9,txmiaX,,1,1
2,9,TeXGyreTermesX-Regular,,1,1
.,9,NewTXMI,,1,1
210,9,TeXGyreTermesX-Regular,,3,3
+,7,txsys,,1,1
0,7,TeXGyreTermesX-Regular,,1,1
.,7,NewTXMI7,,1,1
116,7,TeXGyreTermesX-Regular,,3,3
−,7,txsys,,1,1
0,7,TeXGyreTermesX-Regular,,1,1
.,7,NewTXMI7,,1,1
123,7,TeXGyreTermesX-Regular,,3,3
TOV,5,TeXGyreTermesX-Regular,,3,3
TOV,5,TeXGyreTermesX-Regular,,3,3
Keywords:,9,TeXGyreTermesX-Italic,,9,9
equation of state — gravitational waves — methods: analytical — stars: neutron,9,TeXGyreTermesX-Regular,,78,78
1.,8,TeXGyreTermesX-Regular,,2,2
INTRODUCTION,9,TeXGyreTermesX-Regular,,12,12
