text,fonts-size,fonts-type,fonts-style,base_str_len,max_str_len
Astronomy,9,NimbusRomNo9L-Regu-Slant_167,,9,9
&,9,rtxr-Slant_167,,1,1
Astrophysics,9,NimbusRomNo9L-Regu-Slant_167,,12,12
"manuscript no. ms
May 25, 2021",9,NimbusRomNo9L-Regu,,30,17
©,9,rtcxr,,1,1
ESO 2021,9,NimbusRomNo9L-Regu,,8,8
,5,Times-Roman,,0,0
"1
2
0
2",10,Times-Roman,,7,1
,5,Times-Roman,,0,0
y,10,Times-Roman,,1,1
a,8,Times-Roman,,1,1
M,17,Times-Roman,,1,1
4,10,Times-Roman,,1,1
2,10,Times-Roman,,1,1
,5,Times-Roman,,0,0
],6,Times-Roman,,1,1
E,12,Times-Roman,,1,1
H,14,Times-Roman,,1,1
.,5,Times-Roman,,1,1
"h
p",10,Times-Roman,,3,1
-,6,Times-Roman,,1,1
o,10,Times-Roman,,1,1
r,6,Times-Roman,,1,1
t,5,Times-Roman,,1,1
s,7,Times-Roman,,1,1
a,8,Times-Roman,,1,1
[,6,Times-Roman,,1,1
,5,Times-Roman,,0,0
"2
v
9
3
6
0
0",10,Times-Roman,,13,1
.,5,Times-Roman,,1,1
"1
0
1",10,Times-Roman,,5,1
2,10,Times-Roman,,1,1
:,5,Times-Roman,,1,1
v,10,Times-Roman,,1,1
i,5,Times-Roman,,1,1
X,14,Times-Roman,,1,1
r,6,Times-Roman,,1,1
a,8,Times-Roman,,1,1
Multiepoch VLT,16,NimbusSanL-Bold,,14,14
−,17,txbsy,,1,1
"FORS spectropolarimetric observations of
supernova 2012aw reveal an asymmetric explosion",16,NimbusSanL-Bold,,88,47
Luc Dessart,10,NimbusRomNo9L-Regu,,11,11
1,7,NimbusRomNo9L-Regu,,1,1
", Douglas C. Leonard",10,NimbusRomNo9L-Regu,,20,20
2,7,NimbusRomNo9L-Regu,,1,1
", D. John Hillier",10,NimbusRomNo9L-Regu,,17,17
3,7,NimbusRomNo9L-Regu,,1,1
", and Giuliano Pignata",10,NimbusRomNo9L-Regu,,22,22
4,7,NimbusRomNo9L-Regu,,1,1
",",7,rtxmi,,1,1
5,7,NimbusRomNo9L-Regu,,1,1
1,5,NimbusRomNo9L-Regu,,1,1
"Institut d’Astrophysique de Paris, CNRS-Sorbonne Université, 98 bis boulevard Arago, F-75014 Paris, France.",8,NimbusRomNo9L-Regu,,107,107
2,5,NimbusRomNo9L-Regu,,1,1
"Department of Astronomy, San Diego State University, San Diego, CA 92182-1221, USA.",8,NimbusRomNo9L-Regu,,83,83
3,5,NimbusRomNo9L-Regu,,1,1
"Department of Physics and Astronomy & Pittsburgh Particle Physics, Astrophysics, and Cosmology Center (PITT PACC), Univer-",8,NimbusRomNo9L-Regu,,122,122
