text,fonts-size,fonts-type,fonts-style,base_str_len,max_str_len
Fast Neutrino Flavor Conversion at Late Time,15,TeXGyreHeros-Bold,,44,44
Soumya Bhattacharyya,10,TeXGyreHeros-Bold,,20,20
𝑎,7,NewTXMI7,,1,1
"Tata Institute of Fundamental Research, Homi Bhabha Road, Mumbai 400005, India",9,TeXGyreTermesX-Italic,,78,78
"𝑎,",8,NewTXMI,,2,2
∗,8,txsys,,1,1
E-mail:,10,TeXGyreTermesX-Italic,,7,7
soumyaastroparticle@gmail.com,9,newtxtt,,29,29
"We all know that in the dense anisotropic interior of the star, neutrino-neutrino forward-scattering
can lead to fast collective neutrino oscillations, which has striking consequences on ﬂavor depen-",9,TeXGyreTermesX-Regular,,199,100
"dent neutrino emission and can be crucial for the evolution of a supernova and its neutrino signal.
The ﬂavor evolution of such dense neutrino system is governed by a large number of coupled
nonlinear partial diﬀerential equations which are almost always very diﬃcult to solve. Although
the triggering, initial linear growth and the condition for fast oscillations to occur are understood
by a well known trick known as “Linear stability analysis” [1], this fails to answer an important
question – what is the impact of fast ﬂavor conversion on observable neutrino ﬂuxes or the su-
pernova explosion mechanism? This is a signiﬁcantly harder problem that requires understanding
the nature of the ﬁnal state solution in the nonlinear regime. Moving towards this direction we
present one of the ﬁrst numerical as well as an analytical study of the coupled ﬂavor evolution of
a non-stationary and inhomogeneous dense neutrino system in the nonlinear regime considering
one spatial dimension and a spectrum of velocity modes. This work gives a clear picture of the
ﬁnal state ﬂavor dynamics of such systems specifying its dependence on space-time coordinates,
phase space variables as well as the lepton asymmetry and thus can have signiﬁcant implications
for the supernova astrophysics as well as its associated neutrino phenomenology even for the most
realistic scenario.",9,TeXGyreTermesX-Regular,,1368,101
"1
2
0
2",10,Times-Roman,,7,1
,5,Times-Roman,,0,0
n,10,Times-Roman,,1,1
a,8,Times-Roman,,1,1
J,7,Times-Roman,,1,1
,5,Times-Roman,,0,0
5,10,Times-Roman,,1,1
,5,Times-Roman,,0,0
],6,Times-Roman,,1,1
"h
p",10,Times-Roman,,3,1
-,6,Times-Roman,,1,1
p,10,Times-Roman,,1,1
e,8,Times-Roman,,1,1
h,10,Times-Roman,,1,1
[,6,Times-Roman,,1,1
,5,Times-Roman,,0,0
"1
v
0
0
7
1
0",10,Times-Roman,,13,1
.,5,Times-Roman,,1,1
"1
0
1
2",10,Times-Roman,,7,1
:,5,Times-Roman,,1,1
v,10,Times-Roman,,1,1
i,5,Times-Roman,,1,1
X,14,Times-Roman,,1,1
r,6,Times-Roman,,1,1
a,8,Times-Roman,,1,1
"40th International Conference on High Energy physics - ICHEP2020
July 28 - August 6, 2020
Prague, Czech Republic (virtual meeting)",9,TeXGyreTermesX-Italic,,130,64
∗,7,txsys,,1,1
Speaker,8,TeXGyreTermesX-Regular,,7,7
©,5,TeXGyreTermes-Regular,,1,1
"Copyright owned by the author(s) under the terms of the Creative Commons
Attribution-NonCommercial-NoDerivatives 4.0 International License (CC BY-NC-ND 4.0).",5,TeXGyreTermesX-Regular,,157,84
https://pos.sissa.it/,5,newtxtt,,21,21
Fast Neutrino Flavor Conversion at Late Time,9,TeXGyreTermesX-Italic,,44,44
Soumya Bhattacharyya,10,TeXGyreTermesX-Regular,,20,20
Figure 1:,9,TeXGyreTermesX-Bold,,9,9
Spatial variation of,9,TeXGyreTermesX-Regular,,20,20
𝐸,9,NewTXMI,,1,1
",",9,TeXGyreTermesX-Regular,,1,1
𝜎,9,NewTXMI,,1,1
",",9,TeXGyreTermesX-Regular,,1,1
𝑀,9,NewTXMI,,1,1
2,7,TeXGyreTermesX-Regular,,1,1
0,7,TeXGyreTermesX-Regular,,1,1
",",9,TeXGyreTermesX-Regular,,1,1
M,9,TeXGyreTermesX-Bold,,1,1
1,7,TeXGyreTermesX-Regular,,1,1
in left. Same for,9,TeXGyreTermesX-Regular,,17,17
𝑅,9,NewTXMI,,1,1
(,7,txsys,,1,1
1,7,TeXGyreTermesX-Regular,,1,1
",",7,NewTXMI7,,1,1
2,7,TeXGyreTermesX-Regular,,1,1
",",7,NewTXMI7,,1,1
3,7,TeXGyreTermesX-Regular,,1,1
),7,txsys,,1,1
