text,fonts-size,fonts-type,fonts-style,base_str_len,max_str_len
"1
2
0
2",10,Times-Roman,,7,1
,5,Times-Roman,,0,0
n,10,Times-Roman,,1,1
a,8,Times-Roman,,1,1
J,7,Times-Roman,,1,1
,5,Times-Roman,,0,0
4,10,Times-Roman,,1,1
,5,Times-Roman,,0,0
],6,Times-Roman,,1,1
R,13,Times-Roman,,1,1
S,11,Times-Roman,,1,1
.,5,Times-Roman,,1,1
"h
p",10,Times-Roman,,3,1
-,6,Times-Roman,,1,1
o,10,Times-Roman,,1,1
r,6,Times-Roman,,1,1
t,5,Times-Roman,,1,1
s,7,Times-Roman,,1,1
a,8,Times-Roman,,1,1
[,6,Times-Roman,,1,1
,5,Times-Roman,,0,0
"1
v
0
2
2
1
0",10,Times-Roman,,13,1
.,5,Times-Roman,,1,1
"1
0
1
2",10,Times-Roman,,7,1
:,5,Times-Roman,,1,1
v,10,Times-Roman,,1,1
i,5,Times-Roman,,1,1
X,14,Times-Roman,,1,1
r,6,Times-Roman,,1,1
a,8,Times-Roman,,1,1
"Draft version January 6, 2021",7,CMCSC10,,29,29
Typeset using L,7,CMR8,,15,15
A,5,CMR6,,1,1
TEX default style in AASTeX62,7,CMR8,,29,29
Helioseismic Signatures of One- and Two-Cell Meridional Circulation,9,CMR10,,67,67
"Andrey M. Stejko,",8,CMCSC10,,17,17
1,5,CMCSC10,,1,1
"Alexander G. Kosovichev,",8,CMCSC10,,24,24
1,5,CMCSC10,,1,1
and Valery V. Pipin,8,CMCSC10,,19,19
2,5,CMCSC10,,1,1
1,5,CMR6,,1,1
"New Jersey Institute of Technology
323 Dr Martin Luther King Jr Blvd.
Newark, NJ 07012, USA",7,CMTI8,,91,34
2,5,CMR6,,1,1
"Institute of Solar-Terrestrial Physics
Russian Academy of Sciences
Irkutsk, 664033, Russia",7,CMTI8,,90,38
(Received –; Revised –; Accepted –),8,CMR9,,35,35
Submitted to ApJ,9,CMR10,,16,16
ABSTRACT,9,CMR10,,8,8
