text,fonts-size,fonts-type,fonts-style,base_str_len,max_str_len
"Draft version January 5, 2021",7,CMCSC10,,29,29
Typeset using L,7,CMR8,,15,15
A,5,CMR6,,1,1
TEX,7,CMR8,,3,3
twocolumn,7,CMBX8,,9,9
style in AASTeX63,7,CMR8,,17,17
"1
2
0
2",10,Times-Roman,,7,1
,5,Times-Roman,,0,0
n,10,Times-Roman,,1,1
a,8,Times-Roman,,1,1
J,7,Times-Roman,,1,1
,5,Times-Roman,,0,0
1,10,Times-Roman,,1,1
,5,Times-Roman,,0,0
],6,Times-Roman,,1,1
"A
G",14,Times-Roman,,3,1
.,5,Times-Roman,,1,1
"h
p",10,Times-Roman,,3,1
-,6,Times-Roman,,1,1
o,10,Times-Roman,,1,1
r,6,Times-Roman,,1,1
t,5,Times-Roman,,1,1
s,7,Times-Roman,,1,1
a,8,Times-Roman,,1,1
[,6,Times-Roman,,1,1
,5,Times-Roman,,0,0
"1
v
8
4
2
0
0",10,Times-Roman,,13,1
.,5,Times-Roman,,1,1
"1
0
1
2",10,Times-Roman,,7,1
:,5,Times-Roman,,1,1
v,10,Times-Roman,,1,1
i,5,Times-Roman,,1,1
X,14,Times-Roman,,1,1
r,6,Times-Roman,,1,1
a,8,Times-Roman,,1,1
Dissecting the super-critical ﬁlaments embedded in the 0.5 pc subsonic region of Barnard 5,9,CMBX10,,90,90
Anika Schmiedeke,8,CMCSC10,,16,16
",",8,CMCSC10,,1,1
1,5,CMCSC10,,1,1
"Jaime E. Pineda ,",8,CMCSC10,,17,17
2,5,CMCSC10,,1,1
Paola Caselli,8,CMCSC10,,13,13
",",8,CMCSC10,,1,1
1,5,CMCSC10,,1,1
H´ector G. Arce,8,CMCSC10,,15,15
"Alyssa A. Goodmann ,",8,CMCSC10,,20,20
6,5,CMCSC10,,1,1
"Mar´ıa Jos´e Maureira ,",8,CMCSC10,,23,23
1,5,CMCSC10,,1,1
Stella S. R. Offner,8,CMCSC10,,19,19
",",8,CMCSC10,,1,1
3,5,CMCSC10,,1,1
"Gary A. Fuller
,",8,CMCSC10,,16,14
7,5,CMCSC10,,1,1
"Dominique Segura-Cox ,",8,CMCSC10,,22,22
1,5,CMCSC10,,1,1
and,8,CMCSC10,,3,3
",",8,CMCSC10,,1,1
"4, 5",5,CMCSC10,,4,4
Daniel Seifried,8,CMCSC10,,15,15
8,5,CMCSC10,,1,1
1,5,CMR6,,1,1
"Max-Planck-Institut f¨ur extraterrestrische Physik, Gießenbachstraße 1, 85748 Garching, Germany",7,CMTI8,,95,95
2,5,CMR6,,1,1
"Max-Planck-Institut f¨ur extraterrestrische Physik, Gießenbachstraße 1, 85748 Garching, German y",7,CMTI8,,96,96
3,5,CMR6,,1,1
