text,fonts-size,fonts-type,fonts-style,base_str_len,max_str_len
Towards new servo control algorithms at the TNG telescope,15,CMBX12,,57,57
P. Schipani,11,CMR12,,11,11
a,7,CMR8,,1,1
", M. Gonzalez",11,CMR12,,13,13
b,7,CMR8,,1,1
", F. Perrotta",11,CMR12,,13,13
a,7,CMR8,,1,1
", S. Savarese",11,CMR12,,13,13
a,7,CMR8,,1,1
", M. Colapietro",11,CMR12,,15,15
a,7,CMR8,,1,1
", A. Ghedina",11,CMR12,,12,12
b,7,CMR8,,1,1
", M.
Hernandez Diaz",11,CMR12,,19,14
b,7,CMR8,,1,1
", and H. Ventura",11,CMR12,,16,16
b,7,CMR8,,1,1
a,7,CMR8,,1,1
"INAF - Osservatorio Astronomico di Capodimonte, Salita Moiariello 16, Naples, Italy",11,CMR12,,83,83
b,7,CMR8,,1,1
"INAF - FGG, TNG, Rambla J.A. Fern´andez P´erez 7, Bre˜na Baja (TF), Spain",11,CMR12,,73,73
ABSTRACT,10,CMBX10,,8,8
"The servo control algorithms of the TNG, developed in the nineties, have been working for more than 20 years
with no major updates. The original hardware was based on a VME-bus based platform running a real time
operating system, a rather popular choice for similar applications at the time. Recently, the obsolescence of
the hardware and the lack of spares pushed the observatory towards a complete replacement of the electronics
that is now being implemented in steps, respecting the basic requirement of never stopping the observatory
night operations. Within the framework of this major hardware work, we are taking the opportunity to review",9,CMR10,,645,109
"and update the existing control schemes. This servo control update, crucial for the telescope performance,
envisages a new study from scratch of the controlled plant, including a re-identiﬁcation of the main axes transfer
functions and a re-design of the control ﬁlters in the two nested position and speed loops. The ongoing work is
described, including preliminary results in the case study of the azimuth axis and our plans for possible further
improvements.",9,CMR10,,461,114
Keywords:,9,CMBX10,,9,9
"TNG, Telescope, Tracking, Servo Control",9,CMR10,,39,39
1. INTRODUCTION,10,CMBX10,,15,15
"The 3.5-m TNG telescope saw ﬁrst light in La Palma (Canary Islands) at Roque de Los Muchachos observatory
in 1998. Its axes control system had been realized few years before: all the control hardware had been installed in
1995, completing the procurement of components and custom parts during the preliminary integration in Italy.
In the original design, the speed loop control had been implemented adopting a custom hardware developed by
the Sierracin Magnedyne company, including motors, power ampliﬁers and control CPUs, whereas the position
loop had been realized in-house by the Italian community, using all commercial components based on the VME
bus technology and a real-time operating system: this system has been working every night for more than 20
years.",9,CMR10,,765,115
"Only few relatively minor interventions have been necessary over the years, but after more than two decades,
the observatory was running out of spare parts. Soon after the telescope realization, the stock could no longer
be updated for the custom parts. Of course, over the years this became a critical issue because of aging and
obsolescence, including the commercial components as well. Thus, recently the observatory started a project to",9,CMR10,,440,111
"replace all the control hardware components but motors and feedback sensors: this work is described in Ref. 1.
Obviously, this kind of modernization eﬀorts are common for telescopes operating since a few decades (e.g. see
Ref. 2–4).",9,CMR10,,232,110
