text,fonts-size,fonts-type,fonts-style,base_str_len,max_str_len
"Draft version January 26, 2021",7,CMCSC10,,30,30
Typeset using L,7,CMR8,,15,15
A,5,CMR6,,1,1
TEX,7,CMR8,,3,3
twocolumn,7,CMBX8,,9,9
style in AASTeX63,7,CMR8,,17,17
"1
2
0
2",10,Times-Roman,,7,1
,5,Times-Roman,,0,0
n,10,Times-Roman,,1,1
a,8,Times-Roman,,1,1
J,7,Times-Roman,,1,1
,5,Times-Roman,,0,0
"3
2",10,Times-Roman,,3,1
,5,Times-Roman,,0,0
],6,Times-Roman,,1,1
"A
G",14,Times-Roman,,3,1
.,5,Times-Roman,,1,1
"h
p",10,Times-Roman,,3,1
-,6,Times-Roman,,1,1
o,10,Times-Roman,,1,1
r,6,Times-Roman,,1,1
t,5,Times-Roman,,1,1
s,7,Times-Roman,,1,1
a,8,Times-Roman,,1,1
[,6,Times-Roman,,1,1
,5,Times-Roman,,0,0
"2
v
0
8
6
0
0",10,Times-Roman,,13,1
.,5,Times-Roman,,1,1
"1
0
1",10,Times-Roman,,5,1
2,10,Times-Roman,,1,1
:,5,Times-Roman,,1,1
v,10,Times-Roman,,1,1
i,5,Times-Roman,,1,1
X,14,Times-Roman,,1,1
r,6,Times-Roman,,1,1
a,8,Times-Roman,,1,1
Properties of Compact Faint Radio Sources as a Function of Angular Size from Stacking,9,CMBX10,,85,85
"Ryan S. Johnston,",8,CMCSC10,,17,17
1,5,CMCSC10,,1,1
"Jeroen M. Stil,",8,CMCSC10,,15,15
1,5,CMCSC10,,1,1
and Ben W. Keller,8,CMCSC10,,17,17
2,5,CMCSC10,,1,1
1,5,CMR6,,1,1
"Department of Physics and Astronomy, University of Calgary, 2500 University Drive NW, Calgary, AB, T2N 1N4, Canada",7,CMTI8,,114,114
2,5,CMR6,,1,1
"Zentrum f¨ur Astronomie der Universit¨at Heidelberg, Astronomisches Rechen-Institut, M¨onchhofstr. 12-14 69120 Heidelberg, Germany",7,CMTI8,,130,130
"(Received September 6, 2020; Revised December 30, 2020; Accepted January 3, 2021)",8,CMR9,,81,81
Submitted to ApJ,9,CMR10,,16,16
ABSTRACT,9,CMR10,,8,8
"The polarization properties of radio sources powered by an Active Galactic Nucleus (AGN) have
attracted considerable attention because of the signiﬁcance of magnetic ﬁelds in the physics of these",9,CMR10,,195,101
"sources, their use as probes of plasma along the line of sight, and as a possible contaminant of polar-
ization measurements of the cosmic microwave background. For each of these applications, a better
understanding of the statistics of polarization in relation to source characteristics is crucial. In this
paper, we derive the median fractional polarization, Π",9,CMR10,,362,105
0,6,CMR7,,1,1
",",6,CMMI7,,1,1
med,6,CMR7,,3,3
", of large samples of radio sources with 1.4
GHz ﬂux density 6",9,CMR10,,62,44
.,9,CMMI10,,1,1
6,9,CMR10,,1,1
< S,9,CMMI10,,3,3
1,6,CMR7,,1,1
.,6,CMMI7,,1,1
4,6,CMR7,,1,1
<,9,CMMI10,,1,1
"70 mJy, by stacking 1.4 GHz NVSS polarized intensity as a function of
angular size derived from the FIRST survey. Five samples with deconvolved mean angular size 1",9,CMR10,,163,93
.,9,CMMI10,,1,1
8,9,CMR10,,1,1
,6,CMSY7,,0,0
"to
8",9,CMR10,,4,2
.,9,CMMI10,,1,1
2,9,CMR10,,1,1
,6,CMSY7,,0,0
"and two samples of symmetric double sources are analyzed. These samples represent most sources
smaller than or near the median angular size of the mJy radio source population We ﬁnd that the
median fractional polarization Π",9,CMR10,,223,95
0,6,CMR7,,1,1
",",6,CMMI7,,1,1
med,6,CMR7,,3,3
at 1.4 GHz is a strong function of source angular size,9,CMR10,,54,54
,9,MSAM10,,0,0
5,9,CMR10,,1,1
,6,CMSY7,,0,0
"and a
8",9,CMR10,,7,5
,6,CMSY7,,0,0
". We interpret our results as depolarization
weak function of angular size for larger sources up to
inside the AGN host galaxy and its circumgalactic medium. The curvature of the low-frequency radio
spectrum is found to anti-correlate with Π",9,CMR10,,241,98
0,6,CMR7,,1,1
",",6,CMMI7,,1,1
med,6,CMR7,,3,3
", a further sign that depolarization is related to the
source.",9,CMR10,,62,54
∼,9,CMSY10,,1,1
Keywords:,9,CMTI10,,9,9
