text,fonts-size,fonts-type,fonts-style,base_str_len,max_str_len
Prepared for submission to JCAP,10,CMCSC10,,31,31
TIFR/TH/20-47,10,NimbusSanL-Bold,,13,13
"Fast Flavor Oscillations of
Astrophysical Neutrinos with",24,CMSSBX10,,56,28
"1, 2, . . . ,",24,CMSSBX10,,13,13
∞,24,CMSY10,,1,1
Crossings,24,CMSSBX10,,9,9
Soumya Bhattacharyya,17,CMSSBX10,,20,20
ID,5,TeXGyreAdventor-Bold,,2,2
and Basudeb Dasgupta,17,CMSSBX10,,20,20
ID,5,TeXGyreAdventor-Bold,,2,2
"Tata Institute of Fundamental Research,
Homi Bhabha Road, Mumbai 400005, India",11,CMR12,,78,39
"E-mail: soumyaquanta@gmail.com, bdasgupta@theory.tifr.res.in",11,CMR12,,60,60
Abstract.,14,CMSSBX10,,9,9
"In the early Universe, as well as in supernovae and merging neutron stars,
neutrinos have such high densities that they aﬀect each other and exhibit collective
ﬂavor oscillations. A crucial ingredient for fast collective ﬂavor oscillations is that the
electron lepton number (ELN) distribution changes its sign as a function of direction,
i.e., has a zero crossing. We present a study in two dimensions and show how fast
ﬂavor oscillations depend on the ELN and its crossings. We show that a large number
of crossings can inhibit ﬂavor oscillations. This may be a natural self-limiting mecha-
nism that stabilizes the ﬂavor content of the dense neutrino gas in a vast majority of
scenarios, especially the early Universe, where the angular distributions for all ﬂavors
are very similar and crossings occur mainly due to ﬂuctuations.",11,CMR12,,832,91
"1
2
0
2",10,Times-Roman,,7,1
,5,Times-Roman,,0,0
n,10,Times-Roman,,1,1
a,8,Times-Roman,,1,1
J,7,Times-Roman,,1,1
,5,Times-Roman,,0,0
4,10,Times-Roman,,1,1
,5,Times-Roman,,0,0
],6,Times-Roman,,1,1
"h
p",10,Times-Roman,,3,1
-,6,Times-Roman,,1,1
p,10,Times-Roman,,1,1
e,8,Times-Roman,,1,1
h,10,Times-Roman,,1,1
[,6,Times-Roman,,1,1
,5,Times-Roman,,0,0
"1
v
6
2
2
1
0",10,Times-Roman,,13,1
.,5,Times-Roman,,1,1
"1
0
1
2",10,Times-Roman,,7,1
:,5,Times-Roman,,1,1
v,10,Times-Roman,,1,1
i,5,Times-Roman,,1,1
X,14,Times-Roman,,1,1
r,6,Times-Roman,,1,1
a,8,Times-Roman,,1,1
Contents,14,CMBX12,,8,8
1 Introduction,11,CMBX12,,14,14
2 Set-up and Methods,11,CMBX12,,20,20
"2.1 Equations of Motion
2.2 ELNs with 1, 2, . . . ,",11,CMR12,,51,27
∞,11,CMSY10,,1,1
Crossings,11,CMR12,,9,9
"2.2.1 True vs. Apparent Dimensionality
2.2.2 ELN Models
2.3 Linear Stability Analysis
2.4 EoM Solver",11,CMR12,,100,38
2.5 Dispersion Relation Solver,11,CMR12,,30,30
3 Results,11,CMBX12,,9,9
"3.1 One Crossing
3.2 Two Crossings
3.3 Many Crossings",11,CMR12,,53,18
4 Summary,11,CMBX12,,9,9
1,14,CMBX12,,1,1
Introduction,14,CMBX12,,12,12
A Error Estimate for Numerical Solutions,11,CMBX12,,40,40
1,11,CMBX12,,1,1
3,11,CMBX12,,1,1
"3
5
6
7
8
10",11,CMR12,,12,2
11,11,CMR12,,2,2
11,11,CMBX12,,2,2
"11
14
16",11,CMR12,,8,2
18,11,CMBX12,,2,2
19,11,CMBX12,,2,2
