text,fonts-size,fonts-type,fonts-style,base_str_len,max_str_len
"1
2
0
2",10,Times-Roman,,7,1
,5,Times-Roman,,0,0
n,10,Times-Roman,,1,1
a,8,Times-Roman,,1,1
J,7,Times-Roman,,1,1
,5,Times-Roman,,0,0
5,10,Times-Roman,,1,1
,5,Times-Roman,,0,0
],6,Times-Roman,,1,1
O,14,Times-Roman,,1,1
C,13,Times-Roman,,1,1
.,5,Times-Roman,,1,1
"h
p",10,Times-Roman,,3,1
-,6,Times-Roman,,1,1
o,10,Times-Roman,,1,1
r,6,Times-Roman,,1,1
t,5,Times-Roman,,1,1
s,7,Times-Roman,,1,1
a,8,Times-Roman,,1,1
[,6,Times-Roman,,1,1
,5,Times-Roman,,0,0
"1
v
4
8
6
1
0",10,Times-Roman,,13,1
.,5,Times-Roman,,1,1
"1
0
1
2",10,Times-Roman,,7,1
:,5,Times-Roman,,1,1
v,10,Times-Roman,,1,1
i,5,Times-Roman,,1,1
X,14,Times-Roman,,1,1
r,6,Times-Roman,,1,1
a,8,Times-Roman,,1,1
Measurements of the,11,CMBX12,,19,19
E,11,CMMI12,,1,1
-Mode Polarization and Temperature-,11,CMBX12,,35,35
E,11,CMMI12,,1,1
"-Mode Correlation of
the CMB from SPT-3G 2018 Data",11,CMBX12,,50,29
"D. Dutcher,",9,CMR10,,11,11
"1, 2",6,CMR7,,4,4
"L. Balkenhol,",9,CMR10,,13,13
3,6,CMR7,,1,1
"P. A. R. Ade,",9,CMR10,,13,13
4,6,CMR7,,1,1
"Z. Ahmed,",9,CMR10,,9,9
"5, 6",6,CMR7,,4,4
"E. Anderes,",9,CMR10,,11,11
7,6,CMR7,,1,1
"A. J. Anderson,",9,CMR10,,15,15
"8, 2",6,CMR7,,4,4
"M. Archipley,",9,CMR10,,13,13
9,6,CMR7,,1,1
"J. S. Avva,",9,CMR10,,11,11
10,6,CMR7,,2,2
"K. Aylor,",9,CMR10,,9,9
11,6,CMR7,,2,2
"P. S. Barry,",9,CMR10,,12,12
"12, 2",6,CMR7,,5,5
"R. Basu Thakur,",9,CMR10,,15,15
"2, 13",6,CMR7,,5,5
"K. Benabed,",9,CMR10,,11,11
