text,fonts-size,fonts-type,fonts-style,base_str_len,max_str_len
MNRAS,7,NimbusRomNo9L-Regu,,5,5
000,7,NimbusRomNo9L-Medi,,3,3
", 1–20 (2021)",7,NimbusRomNo9L-Regu,,13,13
Preprint 12 January 2021,7,NimbusRomNo9L-Regu,,24,24
Compiled using MNRAS L,7,NimbusRomNo9L-Regu,,22,22
A,5,NimbusRomNo9L-Regu,,1,1
TEX style ﬁle v3.0,7,NimbusRomNo9L-Regu,,18,18
"The Growth of Intracluster Light in XCS-HSC Galaxy Clusters
from",17,NimbusRomNo9L-Medi,,64,59
0,17,NimbusRomNo9L-Regu,,1,1
.,17,rtxmi,,1,1
1,17,NimbusRomNo9L-Regu,,1,1
<,17,rtxmi,,1,1
z,17,NimbusRomNo9L-ReguItal,,1,1
<,17,rtxmi,,1,1
0,17,NimbusRomNo9L-Regu,,1,1
.,17,rtxmi,,1,1
5,17,NimbusRomNo9L-Regu,,1,1
Kate E. Furnell,14,NimbusRomNo9L-Regu,,15,15
1,9,NimbusRomNo9L-Regu,,1,1
,9,rtxmi,,0,0
", Chris A. Collins",14,NimbusRomNo9L-Regu,,18,18
1,9,NimbusRomNo9L-Regu,,1,1
", Lee S. Kelvin",14,NimbusRomNo9L-Regu,,15,15
1,9,NimbusRomNo9L-Regu,,1,1
",",9,rtxmi,,1,1
2,9,NimbusRomNo9L-Regu,,1,1
", Ivan K. Baldry",14,NimbusRomNo9L-Regu,,16,16
1,9,NimbusRomNo9L-Regu,,1,1
", Phil A. James",14,NimbusRomNo9L-Regu,,15,15
1,9,NimbusRomNo9L-Regu,,1,1
",
Maria Manolopoulou",14,NimbusRomNo9L-Regu,,20,18
3,9,NimbusRomNo9L-Regu,,1,1
", Robert G. Mann",14,NimbusRomNo9L-Regu,,16,16
3,9,NimbusRomNo9L-Regu,,1,1
", Paul A. Giles",14,NimbusRomNo9L-Regu,,15,15
4,9,NimbusRomNo9L-Regu,,1,1
", Alberto Bermeo",14,NimbusRomNo9L-Regu,,16,16
4,9,NimbusRomNo9L-Regu,,1,1
",
Matthew Hilton",14,NimbusRomNo9L-Regu,,16,14
5,9,NimbusRomNo9L-Regu,,1,1
",",9,rtxmi,,1,1
6,9,NimbusRomNo9L-Regu,,1,1
", Reese Wilkinson",14,NimbusRomNo9L-Regu,,17,17
4,9,NimbusRomNo9L-Regu,,1,1
", A. Kathy Romer",14,NimbusRomNo9L-Regu,,16,16
4,9,NimbusRomNo9L-Regu,,1,1
", Carlos Vergara",14,NimbusRomNo9L-Regu,,16,16
4,9,NimbusRomNo9L-Regu,,1,1
",
Sunayana Bhargava",14,NimbusRomNo9L-Regu,,19,17
4,9,NimbusRomNo9L-Regu,,1,1
", John P. Stott",14,NimbusRomNo9L-Regu,,15,15
7,9,NimbusRomNo9L-Regu,,1,1
", Julian Mayers",14,NimbusRomNo9L-Regu,,15,15
4,9,NimbusRomNo9L-Regu,,1,1
", and Pedro Viana",14,NimbusRomNo9L-Regu,,17,17
8,9,NimbusRomNo9L-Regu,,1,1
",",9,rtxmi,,1,1
9,9,NimbusRomNo9L-Regu,,1,1
.,14,NimbusRomNo9L-Regu,,1,1
1,5,NimbusRomNo9L-Regu,,1,1
"Astrophysics Research Institute, Liverpool John Moores University, IC2, Liverpool Science Park, 146 Brownlow Hill, Liverpool, L3 5RF",7,NimbusRomNo9L-ReguItal,,132,132
2,5,NimbusRomNo9L-Regu,,1,1
"Department of Astrophysical Sciences, Princeton University, 4 Ivy Ln, Princeton, NJ 08544, United States, USA",7,NimbusRomNo9L-ReguItal,,109,109
3,5,NimbusRomNo9L-Regu,,1,1
"Institute for Astronomy, University of Edinburgh, Blackford Hill, EH9 3HJ, Edinburgh, UK",7,NimbusRomNo9L-ReguItal,,88,88
4,5,NimbusRomNo9L-Regu,,1,1
"Department of Physics and Astronomy, University of Sussex, Brighton, BN1 9QH, UK",7,NimbusRomNo9L-ReguItal,,80,80
5,5,NimbusRomNo9L-Regu,,1,1
"Astrophysics Research Centre, University of KwaZulu-Natal, Westville Campus, Durban 4041, South Africa",7,NimbusRomNo9L-ReguItal,,102,102
6,5,NimbusRomNo9L-Regu,,1,1
"School of Mathematics, Statistics",7,NimbusRomNo9L-ReguItal,,33,33
&,7,rtxi,,1,1
"Computer Science, University of KwaZulu-Natal, Westville Campus, Durban 4041, South Africa",7,NimbusRomNo9L-ReguItal,,90,90
7,5,NimbusRomNo9L-Regu,,1,1
"Department of Physics, Lancaster University, Lancaster, LA1 4YB, UK",7,NimbusRomNo9L-ReguItal,,67,67
8,5,NimbusRomNo9L-Regu,,1,1
"Instituto de Astrofísica e Ciências do Espaço, Universidade do Porto, CAUP, Rua das Estrelas, 4150-762 Porto, Portugal",7,NimbusRomNo9L-ReguItal,,118,118
9,5,NimbusRomNo9L-Regu,,1,1
