text,fonts-size,fonts-type,fonts-style,base_str_len,max_str_len
Astronomy,9,NimbusRomNo9L-Regu,,9,9
&,9,rtxr,,1,1
Astrophysics,9,NimbusRomNo9L-Regu,,12,12
"manuscript no. blslab_print
January 6, 2021",9,NimbusRomNo9L-Regu,,43,27
©,9,rtcxr,,1,1
ESO 2021,9,NimbusRomNo9L-Regu,,8,8
"1
2
0
2",10,Times-Roman,,7,1
,5,Times-Roman,,0,0
n,10,Times-Roman,,1,1
a,8,Times-Roman,,1,1
J,7,Times-Roman,,1,1
,5,Times-Roman,,0,0
5,10,Times-Roman,,1,1
,5,Times-Roman,,0,0
],6,Times-Roman,,1,1
E,12,Times-Roman,,1,1
H,14,Times-Roman,,1,1
.,5,Times-Roman,,1,1
"h
p",10,Times-Roman,,3,1
-,6,Times-Roman,,1,1
o,10,Times-Roman,,1,1
r,6,Times-Roman,,1,1
t,5,Times-Roman,,1,1
s,7,Times-Roman,,1,1
a,8,Times-Roman,,1,1
[,6,Times-Roman,,1,1
,5,Times-Roman,,0,0
"1
v
8
6
4
1
0",10,Times-Roman,,13,1
.,5,Times-Roman,,1,1
"1
0
1
2",10,Times-Roman,,7,1
:,5,Times-Roman,,1,1
v,10,Times-Roman,,1,1
i,5,Times-Roman,,1,1
X,14,Times-Roman,,1,1
r,6,Times-Roman,,1,1
a,8,Times-Roman,,1,1
"Mechanical model of a boundary layer for the parallel tracks of
kilohertz quasi-periodic oscillations in accreting neutron stars",16,NimbusSanL-Bold,,128,64
Pavel Abolmasov,10,NimbusRomNo9L-Regu,,15,15
1,7,NimbusRomNo9L-Regu,,1,1
",",7,rtxmi,,1,1
2,7,NimbusRomNo9L-Regu,,1,1
and Juri Poutanen,10,NimbusRomNo9L-Regu,,17,17
1,7,NimbusRomNo9L-Regu,,1,1
",",7,rtxmi,,1,1
3,7,NimbusRomNo9L-Regu,,1,1
",",7,rtxmi,,1,1
4,7,NimbusRomNo9L-Regu,,1,1
1,5,NimbusRomNo9L-Regu,,1,1
"Department of Physics and Astronomy, FI-20014 University of Turku, Finland",8,NimbusRomNo9L-Regu,,74,74
2,5,NimbusRomNo9L-Regu,,1,1
"Sternberg Astronomical Institute, Moscow State University, Universitetsky pr. 13, 119234 Moscow, Russia",8,NimbusRomNo9L-Regu,,103,103
3,5,NimbusRomNo9L-Regu,,1,1
"Space Research Institute, Russian Academy of Sciences, Profsoyuznaya 84",8,NimbusRomNo9L-Regu,,71,71
/,8,rtxr,,1,1
"32, 117997 Moscow, Russia",8,NimbusRomNo9L-Regu,,25,25
4,5,NimbusRomNo9L-Regu,,1,1
"Nordita, KTH Royal Institute of Technology and Stockholm University, Roslagstullsbacken 23, SE-10691 Stockholm, Sweden",8,NimbusRomNo9L-Regu,,118,118
ABSTRACT,8,NimbusSanL-Bold,,8,8
