text,fonts-size,fonts-type,fonts-style,base_str_len,max_str_len
"1
2
0
2",10,Times-Roman,,7,1
,5,Times-Roman,,0,0
n,10,Times-Roman,,1,1
a,8,Times-Roman,,1,1
J,7,Times-Roman,,1,1
,5,Times-Roman,,0,0
5,10,Times-Roman,,1,1
,5,Times-Roman,,0,0
],6,Times-Roman,,1,1
"h
p",10,Times-Roman,,3,1
-,6,Times-Roman,,1,1
p,10,Times-Roman,,1,1
e,8,Times-Roman,,1,1
h,10,Times-Roman,,1,1
[,6,Times-Roman,,1,1
,5,Times-Roman,,0,0
"1
v
6
9
7
1
0",10,Times-Roman,,13,1
.,5,Times-Roman,,1,1
"1
0
1
2",10,Times-Roman,,7,1
:,5,Times-Roman,,1,1
v,10,Times-Roman,,1,1
i,5,Times-Roman,,1,1
X,14,Times-Roman,,1,1
r,6,Times-Roman,,1,1
a,8,Times-Roman,,1,1
Reviving chaotic inﬂation with fermion production: a supergravity model,11,CMBX12,,71,71
Michael Roberts,9,CMR10,,15,15
∗,6,CMSY7,,1,1
and Lorenzo Sorbo,9,CMR10,,17,17
†,6,CMSY7,,1,1
"Amherst Center for Fundamental Interactions, Department of Physics,
University of Massachusetts, Amherst, MA 01003, U.S.A.",8,CMTI9,,122,67
"(Dated: January 7, 2021)",8,CMR9,,24,24
"Processes of particle production during inﬂation can increase the amplitude of the scalar metric
perturbations. We show that such a mechanism can naturally arise in supergravity models where
an axion-like ﬁeld, whose potential is generated by monodromy, drives large ﬁeld inﬂation. In this
class of models one generally expects instanton-like corrections to the superpotential. We show, by
deriving the equations of motion in models of supergravity with a stabilizer, that such corrections
generate an interaction between the inﬂaton and its superpartner. This inﬂaton-inﬂatino interaction
term is rapidly oscillating, and can lead to copious production of fermions during inﬂation, ﬁlling the
Fermi sphere up to momenta much larger than the Hubble parameter. In their turn, those fermions
source inﬂaton ﬂuctuations, increasing their amplitude, and eﬀectively lowering the tensor-to-scalar
ratio for the model, as discussed in [1, 2]. This allows, in particular, to bring the model where the
inﬂaton potential is quadratic (plus negligibly small instanton corrections) to agree with all existing
observations.",8,CMR9,,1110,103
I.,8,CMBX9,,2,2
