text,fonts-size,fonts-type,fonts-style,base_str_len,max_str_len
"0
2
0
2",10,Times-Roman,,7,1
,5,Times-Roman,,0,0
n,10,Times-Roman,,1,1
a,8,Times-Roman,,1,1
J,7,Times-Roman,,1,1
,5,Times-Roman,,0,0
"1
1",10,Times-Roman,,3,1
,5,Times-Roman,,0,0
],6,Times-Roman,,1,1
R,13,Times-Roman,,1,1
S,11,Times-Roman,,1,1
.,5,Times-Roman,,1,1
"h
p",10,Times-Roman,,3,1
-,6,Times-Roman,,1,1
o,10,Times-Roman,,1,1
r,6,Times-Roman,,1,1
t,5,Times-Roman,,1,1
s,7,Times-Roman,,1,1
a,8,Times-Roman,,1,1
[,6,Times-Roman,,1,1
,5,Times-Roman,,0,0
"2
v
5
2
0
0
0",10,Times-Roman,,13,1
.,5,Times-Roman,,1,1
"1
0
0
2",10,Times-Roman,,7,1
:,5,Times-Roman,,1,1
v,10,Times-Roman,,1,1
i,5,Times-Roman,,1,1
X,14,Times-Roman,,1,1
r,6,Times-Roman,,1,1
a,8,Times-Roman,,1,1
ACTA ASTRONOMICA,9,NimbusRomNo9L-ReguItal,,16,16
Vol.,9,NimbusRomNo9L-Regu,,4,4
69,9,NimbusRomNo9L-Medi,,2,2
(2019) pp. 1–17,9,NimbusRomNo9L-Regu,,15,15
"Over 78 000 RR Lyrae Stars in the Galactic Bulge and Disk
from the OGLE Survey",11,NimbusRomNo9L-Medi,,78,57
∗,8,CMSY10,,1,1
I. S o s z y ´n s k i,11,NimbusRomNo9L-Regu,,21,21
1,8,NimbusRomNo9L-Regu,,1,1
", A. U d a l s k i",11,NimbusRomNo9L-Regu,,18,18
1,8,NimbusRomNo9L-Regu,,1,1
", M. W r o n a",11,NimbusRomNo9L-Regu,,14,14
1,8,NimbusRomNo9L-Regu,,1,1
", M. K. S z y m a ´n s k i",11,NimbusRomNo9L-Regu,,26,26
1,8,NimbusRomNo9L-Regu,,1,1
",
P. P i e t r u k o w i c z",11,NimbusRomNo9L-Regu,,28,26
1,8,NimbusRomNo9L-Regu,,1,1
", J. S k o w r o n",11,NimbusRomNo9L-Regu,,18,18
1,8,NimbusRomNo9L-Regu,,1,1
", D. S k o w r o n",11,NimbusRomNo9L-Regu,,18,18
1,8,NimbusRomNo9L-Regu,,1,1
", R. P o l e s k i",11,NimbusRomNo9L-Regu,,18,18
2,8,NimbusRomNo9L-Regu,,1,1
",",8,CMMI10,,1,1
1,8,NimbusRomNo9L-Regu,,1,1
",
S. K o zł o w s k i",11,NimbusRomNo9L-Regu,,21,19
1,8,NimbusRomNo9L-Regu,,1,1
", P. M ró z",11,NimbusRomNo9L-Regu,,11,11
1,8,NimbusRomNo9L-Regu,,1,1
",",8,CMMI10,,1,1
3,8,NimbusRomNo9L-Regu,,1,1
", K. U l aczy k",11,NimbusRomNo9L-Regu,,15,15
4,8,NimbusRomNo9L-Regu,,1,1
",",8,CMMI10,,1,1
1,8,NimbusRomNo9L-Regu,,1,1
", K. Ry b i ck i",11,NimbusRomNo9L-Regu,,16,16
1,8,NimbusRomNo9L-Regu,,1,1
", P. Iw an ek",11,NimbusRomNo9L-Regu,,13,13
1,8,NimbusRomNo9L-Regu,,1,1
and M. G r o m a d z k i,11,NimbusRomNo9L-Regu,,24,24
1,8,NimbusRomNo9L-Regu,,1,1
1,7,NimbusRomNo9L-Regu,,1,1
"Astronomical Observatory, University of Warsaw, Al. Ujazdowskie 4, 00-478 Warszawa,
Poland
e-mail: soszynsk@astrouw.edu.pl",9,NimbusRomNo9L-Regu,,122,83
2,7,NimbusRomNo9L-Regu,,1,1
"Department of Astronomy, Ohio State University, 140 W. 18th Ave., Columbus,",9,NimbusRomNo9L-Regu,,75,75
"OH 43210, USA",9,NimbusRomNo9L-Regu,,13,13
3,7,NimbusRomNo9L-Regu,,1,1
"Division of Physics, Mathematics, and Astronomy, California Institute of Technology,
Pasadena, CA 91125, USA",9,NimbusRomNo9L-Regu,,108,84
4,7,NimbusRomNo9L-Regu,,1,1
"Department of Physics, University of Warwick, Gibbet Hill Road, Coventry,
CV4 7AL, UK",9,NimbusRomNo9L-Regu,,85,73
"Received December 9, 2019",9,NimbusRomNo9L-ReguItal,,25,25
ABSTRACT,8,NimbusRomNo9L-Regu,,8,8
"We present an upgrade of the OGLE Collection of RR Lyrae stars in the Galactic bulge and disk.
The size of our sample has been doubled and reached 78 350 RR Lyr variables, of which 56 508 are
fundamental-mode pulsators (RRab stars), 21 321 pulsate solely in the ﬁrst-overtone (RRc stars), 458
are classical double-mode pulsators (RRd stars), and 63 are anomalous RRd variables (including ﬁve
triple-mode pulsators). For all the newly identiﬁed RR Lyr stars, we publish time-series photometry
obtained during the OGLE Galaxy Variability Survey.",8,NimbusRomNo9L-Regu,,543,100
"We present the spatial distribution of RR Lyr stars on the sky, provide a list of globular clusters
hosting RR Lyr variables, and discuss the Petersen diagram for multimode pulsators. We ﬁnd new
RRd stars belonging to a compact group in the Petersen diagram (with period ratios",8,NimbusRomNo9L-Regu,,277,99
P,8,NimbusRomNo9L-ReguItal,,1,1
1O,6,NimbusRomNo9L-Regu,,2,2
/,8,CMMI10,,1,1
P,8,NimbusRomNo9L-ReguItal,,1,1
F,6,NimbusRomNo9L-Regu,,1,1
≈,8,CMSY10,,1,1
0,8,NimbusRomNo9L-Regu,,1,1
.,8,CMMI10,,1,1
"74
and fundamental-mode periods",8,NimbusRomNo9L-Regu,,31,28
P,8,NimbusRomNo9L-ReguItal,,1,1
F,6,NimbusRomNo9L-Regu,,1,1
≈,8,CMSY10,,1,1
0,8,NimbusRomNo9L-Regu,,1,1
.,8,CMMI10,,1,1
"44 d) and we show that their spatial distribution is roughly
spherically symmetrical around the Milky Way center.",8,NimbusRomNo9L-Regu,,113,60
Key words:,8,NimbusRomNo9L-Medi,,10,10
Stars: variables: RR Lyrae – Stars: oscillations – Galaxy: bulge – Galaxy: disk –,8,NimbusRomNo9L-ReguItal,,81,81
Catalogs,8,NimbusRomNo9L-ReguItal,,8,8
∗,6,CMSY10,,1,1
Based on observations obtained with the 1.3-m Warsaw telescope at the Las Campanas Observa-,8,NimbusRomNo9L-Regu,,91,91
tory of the Carnegie Institution for Science.,8,NimbusRomNo9L-Regu,,45,45
2,10,NimbusRomNo9L-Regu,,1,1
A. A.,10,NimbusRomNo9L-Medi,,5,5
1.,10,NimbusRomNo9L-Medi,,2,2
Introduction,10,NimbusRomNo9L-Medi,,12,12
"RR Lyrae stars play a crucial role in understanding the formation, composi-
tion, and kinematics of the Galactic halo and thick disk. These radially pulsating
horizontal-branch stars, with periods ranging from 0.2 to 1 d, belong to the very
old stellar population (older than",10,NimbusRomNo9L-Regu,,275,82
≈,10,CMSY10,,1,1
"10 Gyr). RR Lyr variables constitute the most
numerous group of classical pulsating stars, follow a relatively narrow period–
luminosity relation and have distinctive light curves, which make them primary
distance indicators among old, low-mass stars.",10,NimbusRomNo9L-Regu,,251,79
