text,fonts-size,fonts-type,fonts-style,base_str_len,max_str_len
"1
2
0
2",10,Times-Roman,,7,1
,5,Times-Roman,,0,0
b,10,Times-Roman,,1,1
e,8,Times-Roman,,1,1
F,11,Times-Roman,,1,1
,5,Times-Roman,,0,0
3,10,Times-Roman,,1,1
,5,Times-Roman,,0,0
],6,Times-Roman,,1,1
O,14,Times-Roman,,1,1
C,13,Times-Roman,,1,1
.,5,Times-Roman,,1,1
"h
p",10,Times-Roman,,3,1
-,6,Times-Roman,,1,1
o,10,Times-Roman,,1,1
r,6,Times-Roman,,1,1
t,5,Times-Roman,,1,1
s,7,Times-Roman,,1,1
a,8,Times-Roman,,1,1
[,6,Times-Roman,,1,1
,5,Times-Roman,,0,0
"2
v
2
7
3
1
0",10,Times-Roman,,13,1
.,5,Times-Roman,,1,1
"1
0
1
2",10,Times-Roman,,7,1
:,5,Times-Roman,,1,1
v,10,Times-Roman,,1,1
i,5,Times-Roman,,1,1
X,14,Times-Roman,,1,1
r,6,Times-Roman,,1,1
a,8,Times-Roman,,1,1
A structured analysis of Hubble tension,14,CMCSC10,,39,39
Wim Beenakker,9,CMR10,,13,13
"a,b",6,CMMI7,,3,3
", David Venhoek",9,CMR10,,15,15
a,6,CMMI7,,1,1
a,6,CMMI7,,1,1
"Theoretical High Energy Physics, Radboud University Nijmegen,
Heyendaalseweg 135, 6525 AJ Nijmegen, The Netherlands",9,CMTI10,,115,61
b,6,CMMI7,,1,1
"Institute of Physics, University of Amsterdam, Science Park 904, 1018 XE",9,CMTI10,,72,72
"Amsterdam, The Netherlands",9,CMTI10,,26,26
Abstract,8,CMBX9,,8,8
"As observations of the Hubble parameter from both early and late
sources have improved, the tension between these has increased to be well
above the 5",8,CMR9,,150,73
σ,8,CMMI9,,1,1
"threshold. Given this, the need for an explanation of such
a tension has grown. In this paper, we explore a set of 7 assumptions,
and show that, in order to alleviate the Hubble tension, a model needs to
break at least one of these 7, providing a quick and easy to apply check
for new model proposals. We also use this framework to make a rough
categorisation of current proposed models, and show the existence of at
least one under-explored avenue of alleviating the Hubble tension.",8,CMR9,,483,73
1 Introduction,14,CMBX12,,14,14
