text,fonts-size,fonts-type,fonts-style,base_str_len,max_str_len
"1
2
0
2",10,Times-Roman,,7,1
,5,Times-Roman,,0,0
n,10,Times-Roman,,1,1
a,8,Times-Roman,,1,1
J,7,Times-Roman,,1,1
,5,Times-Roman,,0,0
4,10,Times-Roman,,1,1
,5,Times-Roman,,0,0
],6,Times-Roman,,1,1
O,14,Times-Roman,,1,1
C,13,Times-Roman,,1,1
.,5,Times-Roman,,1,1
"h
p",10,Times-Roman,,3,1
-,6,Times-Roman,,1,1
o,10,Times-Roman,,1,1
r,6,Times-Roman,,1,1
t,5,Times-Roman,,1,1
s,7,Times-Roman,,1,1
a,8,Times-Roman,,1,1
[,6,Times-Roman,,1,1
,5,Times-Roman,,0,0
"1
v
5
2
8
0
0",10,Times-Roman,,13,1
.,5,Times-Roman,,1,1
"1
0
1
2",10,Times-Roman,,7,1
:,5,Times-Roman,,1,1
v,10,Times-Roman,,1,1
i,5,Times-Roman,,1,1
X,14,Times-Roman,,1,1
r,6,Times-Roman,,1,1
a,8,Times-Roman,,1,1
Tachyon Mimetic Inﬂation as an Instabilities-Free Model,11,CMBX12,,55,55
Narges Rashidi,9,CMR10,,14,14
∗,6,CMSY7,,1,1
and Kourosh Nozari,9,CMR10,,18,18
†,6,CMSY7,,1,1
"Department of Theoretical Physics, Faculty of Basic Sciences,
University of Mazandaran,
P. O. Box 47416-95447, Babolsar, IRAN",8,CMTI9,,125,61
"We consider the mimetic tachyon model in the lagrange multiplier approach. We study both the
linear and non-linear perturbations and ﬁnd the perturbation and non-gaussianity parameters in
this setup. By adopting two types of the scale factor as the power-law (",8,CMR9,,260,94
a,8,CMMI9,,1,1
=,8,CMR9,,1,1
a,8,CMMI9,,1,1
0,5,CMR6,,1,1
t,8,CMMI9,,1,1
n,5,CMMI6,,1,1
") and intermediate
(",8,CMR9,,20,18
a,8,CMMI9,,1,1
=,8,CMR9,,1,1
a,8,CMMI9,,1,1
0,5,CMR6,,1,1
exp(,8,CMR9,,4,4
bt,8,CMMI9,,2,2
β,5,CMMI6,,1,1
