text,fonts-size,fonts-type,fonts-style,base_str_len,max_str_len
Astronomy,9,NimbusRomNo9L-Regu-Slant_167,,9,9
&,9,rtxr-Slant_167,,1,1
Astrophysics,9,NimbusRomNo9L-Regu-Slant_167,,12,12
"manuscript no. ms
January 5, 2021",9,NimbusRomNo9L-Regu,,33,17
©,9,rtcxr,,1,1
ESO 2021,9,NimbusRomNo9L-Regu,,8,8
"1
2
0
2",10,Times-Roman,,7,1
,5,Times-Roman,,0,0
n,10,Times-Roman,,1,1
a,8,Times-Roman,,1,1
J,7,Times-Roman,,1,1
,5,Times-Roman,,0,0
2,10,Times-Roman,,1,1
,5,Times-Roman,,0,0
],6,Times-Roman,,1,1
R,13,Times-Roman,,1,1
S,11,Times-Roman,,1,1
.,5,Times-Roman,,1,1
"h
p",10,Times-Roman,,3,1
-,6,Times-Roman,,1,1
o,10,Times-Roman,,1,1
r,6,Times-Roman,,1,1
t,5,Times-Roman,,1,1
s,7,Times-Roman,,1,1
a,8,Times-Roman,,1,1
[,6,Times-Roman,,1,1
,5,Times-Roman,,0,0
"1
v
6
0
5
0
0",10,Times-Roman,,13,1
.,5,Times-Roman,,1,1
"1
0
1
2",10,Times-Roman,,7,1
:,5,Times-Roman,,1,1
v,10,Times-Roman,,1,1
i,5,Times-Roman,,1,1
X,14,Times-Roman,,1,1
r,6,Times-Roman,,1,1
a,8,Times-Roman,,1,1
Inﬂuence of NLTE effects in Fe,16,NimbusSanL-Bold,,30,30
i,17,rtxsc,,1,1
"lines on inverted atmosphere
II. 6301 Å and 6302 Å lines formed in 3D NLTE",16,NimbusSanL-Bold,,74,45
H. N. Smitha,10,NimbusRomNo9L-Regu,,12,12
1,7,NimbusRomNo9L-Regu,,1,1
", R. Holzreuter",10,NimbusRomNo9L-Regu,,15,15
1,7,NimbusRomNo9L-Regu,,1,1
",",7,rtxmi,,1,1
2,7,NimbusRomNo9L-Regu,,1,1
", M. van Noort",10,NimbusRomNo9L-Regu,,14,14
1,7,NimbusRomNo9L-Regu,,1,1
", and S. K. Solanki",10,NimbusRomNo9L-Regu,,19,19
1,7,NimbusRomNo9L-Regu,,1,1
",",7,rtxmi,,1,1
3,7,NimbusRomNo9L-Regu,,1,1
1,5,NimbusRomNo9L-Regu,,1,1
"Max-Planck-Institut für Sonnensystemforschung, Justus-von-Liebig-Weg 3, 37077 Göttingen, Germany",8,NimbusRomNo9L-Regu,,96,96
2,5,NimbusRomNo9L-Regu,,1,1
"Institute of Particle Physics and Astrophysics, ETH Hönggerberg, 8093 Zürich, Switzerland",8,NimbusRomNo9L-Regu,,89,89
3,5,NimbusRomNo9L-Regu,,1,1
"School of Space Research, Kyung Hee University, Yongin, Gyeonggi, 446-701, Republic of Korea
e-mail:",8,NimbusRomNo9L-Regu,,100,92
