text,fonts-size,fonts-type,fonts-style,base_str_len,max_str_len
Publ. Astron. Soc. Japan,7,NimbusSanL-ReguItal,,24,24
"(2018) 00(0), 1–11",7,NimbusSanL-Regu,,18,18
1,7,NimbusSanL-Bold,,1,1
doi: 10.1093/pasj/xxx000,7,NimbusSanL-Regu,,24,24
"1
2
0
2",10,Times-Roman,,7,1
,5,Times-Roman,,0,0
n,10,Times-Roman,,1,1
a,8,Times-Roman,,1,1
J,7,Times-Roman,,1,1
,5,Times-Roman,,0,0
4,10,Times-Roman,,1,1
,5,Times-Roman,,0,0
],6,Times-Roman,,1,1
E,12,Times-Roman,,1,1
H,14,Times-Roman,,1,1
.,5,Times-Roman,,1,1
"h
p",10,Times-Roman,,3,1
-,6,Times-Roman,,1,1
o,10,Times-Roman,,1,1
r,6,Times-Roman,,1,1
t,5,Times-Roman,,1,1
s,7,Times-Roman,,1,1
a,8,Times-Roman,,1,1
[,6,Times-Roman,,1,1
,5,Times-Roman,,0,0
"1
v
0
0
8
0
0",10,Times-Roman,,13,1
.,5,Times-Roman,,1,1
"1
0
1
2",10,Times-Roman,,7,1
:,5,Times-Roman,,1,1
v,10,Times-Roman,,1,1
i,5,Times-Roman,,1,1
X,14,Times-Roman,,1,1
r,6,Times-Roman,,1,1
a,8,Times-Roman,,1,1
"Optical follow-up observation for GW event
S190510g using Subaru/Hyper Suprime-Cam",17,NimbusSanL-Bold,,82,42
Takayuki O,11,NimbusSanL-Bold,,10,10
HGAMI,9,NimbusSanL-Bold,,5,5
1,7,CMR8,,1,1
", Nozomu T",11,NimbusSanL-Bold,,10,10
OMINAGA,9,NimbusSanL-Bold,,7,7
"1, 2",7,CMR8,,4,4
", Yousuke U",11,NimbusSanL-Bold,,11,11
TSUMI,9,NimbusSanL-Bold,,5,5
3,7,CMR8,,1,1
", Yuu
N",11,NimbusSanL-Bold,,7,5
IINO,9,NimbusSanL-Bold,,4,4
"4, 5",7,CMR8,,4,4
", Masaomi T",11,NimbusSanL-Bold,,11,11
ANAKA,9,NimbusSanL-Bold,,5,5
6,7,CMR8,,1,1
", Smaranika B",11,NimbusSanL-Bold,,13,13
ANERJEE,9,NimbusSanL-Bold,,7,7
6,7,CMR8,,1,1
", Ryo H",11,NimbusSanL-Bold,,7,7
AMASAKI,9,NimbusSanL-Bold,,7,7
1,7,CMR8,,1,1
",
Michitoshi Y",11,NimbusSanL-Bold,,14,12
OSHIDA,9,NimbusSanL-Bold,,6,6
7,7,CMR8,,1,1
", Tsuyoshi T",11,NimbusSanL-Bold,,12,12
ERAI,9,NimbusSanL-Bold,,4,4
7,7,CMR8,,1,1
", Yuhei T",11,NimbusSanL-Bold,,9,9
AKAGI,9,NimbusSanL-Bold,,5,5
7,7,CMR8,,1,1
", Tomoki
M",11,NimbusSanL-Bold,,10,8
OROKUMA,9,NimbusSanL-Bold,,7,7
4,7,CMR8,,1,1
", Mahito S",11,NimbusSanL-Bold,,10,10
ASADA,9,NimbusSanL-Bold,,5,5
"8, 9",7,CMR8,,4,4
", Hiroshi A",11,NimbusSanL-Bold,,11,11
KITAYA,9,NimbusSanL-Bold,,6,6
8,7,CMR8,,1,1
", Naoki Y",11,NimbusSanL-Bold,,9,9
ASUDA,9,NimbusSanL-Bold,,5,5
2,7,CMR8,,1,1
",
Kenshi Y",11,NimbusSanL-Bold,,10,8
ANAGISAWA,9,NimbusSanL-Bold,,9,9
"10, 8, 11",7,CMR8,,9,9
", Ryou O",11,NimbusSanL-Bold,,8,8
HSAWA,9,NimbusSanL-Bold,,5,5
4,7,CMR8,,1,1
and the J-GEM collaboration,11,NimbusSanL-Bold,,27,27
1,6,NimbusSanL-Regu,,1,1
"Department of Physics, Faculty of Science and Engineering, Konan University, 8-9-1
Okamoto, Kobe, Hyogo 658-8501, Japan",9,NimbusSanL-Regu,,119,82
2,6,NimbusSanL-Regu,,1,1
"Kavli Institute for the Physics and Mathematics of the Universe (WPI), The University of
Tokyo, 5-1-5 Kashiwanoha, Kashiwa, Chiba 277-8583, Japan",9,NimbusSanL-Regu,,145,88
3,6,NimbusSanL-Regu,,1,1
"Kavli Institute for Particle Astrophysics and Cosmology (KIPAC), SLAC National Accelerator
Laboratory, Stanford University, 2575 Sand Hill Road, Menlo Park, CA 94025, USA",9,NimbusSanL-Regu,,170,90
4,6,NimbusSanL-Regu,,1,1
"Institute of Astronomy, Graduate School of Science, The University of Tokyo, 2-21-1 Osawa,
Mitaka, Tokyo 181-0015, Japan",9,NimbusSanL-Regu,,120,90
5,6,NimbusSanL-Regu,,1,1
