text,fonts-size,fonts-type,fonts-style,base_str_len,max_str_len
manuscript submitted to,8,CMR9,,23,23
Icarus,8,CMTI9,,6,6
"Latitudinal variation of methane mole fraction above
clouds in Neptune’s atmosphere from
VLT/MUSE-NFM: Limb-darkening reanalysis",14,CMBX12,,128,52
Patrick G. J. Irwin,9,CMBX10,,19,19
1,6,CMR7,,1,1
", Jack Dobinson",9,CMBX10,,15,15
1,6,CMR7,,1,1
", Arjuna James",9,CMBX10,,14,14
1,6,CMR7,,1,1
", Daniel Toledo",9,CMBX10,,15,15
2,6,CMR7,,1,1
", Nicholas",9,CMBX10,,10,10
A. Teanby,9,CMBX10,,9,9
3,6,CMR7,,1,1
", Leigh N. Fletcher",9,CMBX10,,19,19
4,6,CMR7,,1,1
", Glenn S. Orton",9,CMBX10,,16,16
5,6,CMR7,,1,1
", Santiago P´erez-Hoyos",9,CMBX10,,23,23
6,6,CMR7,,1,1
1,5,CMR6,,1,1
"Department of Physics, University of Oxford, Parks Rd, Oxford, OX1 3PU, UK",7,CMR8,,74,74
2,5,CMR6,,1,1
"Instituto Nacional de T´ecnica Aeroespacial (INTA), 28850, Torrej´on de Ardoz (Madrid), Spain.",7,CMR8,,94,94
3,5,CMR6,,1,1
"School of Earth Sciences, University of Bristol, Wills Memorial Building, Queens Road, Bristol, BS8 1RJ,",7,CMR8,,104,104
4,5,CMR6,,1,1
"School of Physics & Astronomy, University of Leicester, University Road, Leicester, LE1 7RH, UK",7,CMR8,,95,95
5,5,CMR6,,1,1
"Jet Propulsion Laboratory, California Institute of Technology, 4800 Oak Grove Drive, Pasadena, CA",7,CMR8,,97,97
UK,7,CMR8,,2,2
"91109, USA",7,CMR8,,10,10
6,5,CMR6,,1,1
"University of the Basque Country UPV/EHU, 48013 Bilbao, Spain",7,CMR8,,61,61
Key Points:,9,CMBX10,,11,11
trum in visible/near-IR.,9,CMR10,,24,24
stratospheric haze.,9,CMR10,,19,19
•,4,CMSY5,,1,1
Minnaert limb-darkening analysis improves modelling of Neptune’s reﬂectivity spec-,9,CMR10,,82,82
•,4,CMSY5,,1,1
General cloud distribution can be modelled with zonally-symmetric H,9,CMR10,,67,67
2,6,CMR7,,1,1
S cloud and,9,CMR10,,11,11
•,4,CMSY5,,1,1
Mole fraction of methane at 2–4 bar (above H,9,CMR10,,44,44
