text,fonts-size,fonts-type,fonts-style,base_str_len,max_str_len
"1
2
0
2",10,Times-Roman,,7,1
,5,Times-Roman,,0,0
r,6,Times-Roman,,1,1
p,10,Times-Roman,,1,1
A,14,Times-Roman,,1,1
,5,Times-Roman,,0,0
"3
2",10,Times-Roman,,3,1
,5,Times-Roman,,0,0
],6,Times-Roman,,1,1
c,8,Times-Roman,,1,1
q,10,Times-Roman,,1,1
"-
r",6,Times-Roman,,3,1
g,10,Times-Roman,,1,1
[,6,Times-Roman,,1,1
,5,Times-Roman,,0,0
"2
v
6
8
1
1
0",10,Times-Roman,,13,1
.,5,Times-Roman,,1,1
"1
0
1
2",10,Times-Roman,,7,1
:,5,Times-Roman,,1,1
v,10,Times-Roman,,1,1
i,5,Times-Roman,,1,1
X,14,Times-Roman,,1,1
r,6,Times-Roman,,1,1
a,8,Times-Roman,,1,1
Gravitational tuning forks and hierarchical triple systems,11,CMBX12,,58,58
Vitor Cardoso and Francisco Duque,9,CMR10,,33,33
"CENTRA, Departamento de F´ısica, Instituto Superior T´ecnico – IST,
Universidade de Lisboa – UL, Avenida Rovisco Pais 1, 1049 Lisboa, Portugal",8,CMTI9,,142,74
Gaurav Khanna,9,CMR10,,13,13
"Department of Physics and Center for Scientiﬁc Computing and Visualization Research,
University of Massachusetts, Darthmouth, MA 02747
Department of Physics, The University of Rhode Island, Kingston, RI 02881",8,CMTI9,,208,84
"We study gravitational wave (GW) emission in the strong-ﬁeld regime by a hierarchical triple
system composed of a binary system placed in the vicinity of a supermassive black hole (SMBH). The
LIGO-Virgo collaboration recently reported evidence for coalescences with this dynamical origin.
These systems are common in galactic centers and thus are a target for the space-based LISA
mission as well as other advanced detectors. Doppler shifts, aberration, lensing and strong amplitude
modulations are features present in the GW signal from these systems, built into our framework
and with no need for phenomenological patches. We ﬁnd that the binary can resonantly excite the
quasinormal modes of the SMBH, as in the resonant excitation of two tuning forks with matching
frequencies. The ﬂux of energy crossing the SMBH horizon can be signiﬁcant, when compared with
that from standard extreme-mass-ratio inspirals. Therefore, these triple systems are excellent probes
of strong-ﬁeld physics and of the BH nature of compact objects.",8,CMR9,,1029,101
