text,fonts-size,fonts-type,fonts-style,base_str_len,max_str_len
"Draft version January 7, 2021",7,CMCSC10,,29,29
Preprint typeset using L,6,CMR7,,24,24
A,4,CMR5,,1,1
TEX style emulateapj v. 12/16/11,6,CMR7,,32,32
"1
2
0
2",10,Times-Roman,,7,1
,5,Times-Roman,,0,0
n,10,Times-Roman,,1,1
a,8,Times-Roman,,1,1
J,7,Times-Roman,,1,1
,5,Times-Roman,,0,0
5,10,Times-Roman,,1,1
,5,Times-Roman,,0,0
],6,Times-Roman,,1,1
"A
G",14,Times-Roman,,3,1
.,5,Times-Roman,,1,1
"h
p",10,Times-Roman,,3,1
-,6,Times-Roman,,1,1
o,10,Times-Roman,,1,1
r,6,Times-Roman,,1,1
t,5,Times-Roman,,1,1
s,7,Times-Roman,,1,1
a,8,Times-Roman,,1,1
[,6,Times-Roman,,1,1
,5,Times-Roman,,0,0
"1
v
1
3
7
1
0",10,Times-Roman,,13,1
.,5,Times-Roman,,1,1
"1
0
1
2",10,Times-Roman,,7,1
:,5,Times-Roman,,1,1
v,10,Times-Roman,,1,1
i,5,Times-Roman,,1,1
X,14,Times-Roman,,1,1
r,6,Times-Roman,,1,1
a,8,Times-Roman,,1,1
THE CLUSTERS HIDING IN PLAIN SIGHT (,9,CMR10,,36,36
CHiPS,9,CMTI10,,5,5
") SURVEY:
CHIPS1911+4455, A RAPIDLY-COOLING CORE IN A MERGING CLUSTER",9,CMR10,,69,59
Taweewat Somboonpanyakul,8,CMCSC10,,24,24
1,5,CMCSC10,,1,1
", Michael McDonald",8,CMCSC10,,18,18
1,5,CMCSC10,,1,1
", Matthew Bayliss",8,CMCSC10,,17,17
2,5,CMCSC10,,1,1
", Mark Voit",8,CMCSC10,,11,11
3,5,CMCSC10,,1,1
", Megan Donahue",8,CMCSC10,,15,15
3,5,CMCSC10,,1,1
", Massimo
Gaspari",8,CMCSC10,,17,9
"4,5",5,CMCSC10,,3,3
", H˚akon Dahle",8,CMCSC10,,14,14
6,5,CMCSC10,,1,1
", Emil Rivera-Thorsen",8,CMCSC10,,21,21
6,5,CMCSC10,,1,1
", and Antony Stark",8,CMCSC10,,18,18
7,5,CMCSC10,,1,1
"Draft version January 7, 2021",7,CMTI8,,29,29
"ABSTRACT
We present high-resolution optical images from the",9,CMR10,,59,50
Hubble,9,CMTI10,,6,6
"Space Telescope, X-ray images from
the",9,CMR10,,38,34
Chandra,9,CMTI10,,7,7
"X-ray Observatory, and optical spectra from the Nordic Optical Telescope for a newly-
discovered galaxy cluster, CHIPS1911+4455, at",9,CMR10,,131,85
z,9,CMMI10,,1,1
= 0,9,CMR10,,3,3
.,9,CMMI10,,1,1
485,9,CMR10,,3,3
±,9,CMSY10,,1,1
0,9,CMR10,,1,1
.,9,CMMI10,,1,1
"005. CHIPS1911+4455 was discovered
in the Clusters Hiding in Plain Sight (",9,CMR10,,74,39
CHiPS,9,CMTI10,,5,5
") survey, which sought to discover galaxy clusters with
extreme central galaxies that were misidentiﬁed as isolated X-ray point sources in the ROSAT All-
Sky Survey. With new",9,CMR10,,174,97
Chandra,9,CMTI10,,7,7
"X-ray observations, we ﬁnd the core (",9,CMR10,,37,37
r,9,CMMI10,,1,1
"= 10 kpc) entropy to be
17",9,CMR10,,26,23
+2,6,CMR7,,2,2
−,6,CMSY7,,1,1
9,6,CMR7,,1,1
keV cm,9,CMR10,,6,6
2,6,CMR7,,1,1
", suggesting a strong cool core, which are typically found at the centers of relaxed
clusters. However, the large-scale morphology of CHIPS1911+4455 is highly asymmetric, pointing to
a more dynamically active and turbulent cluster. Furthermore, the",9,CMR10,,248,97
Hubble,9,CMTI10,,6,6
"images reveal a massive,",9,CMR10,,24,24
ﬁlamentary starburst near the brightest cluster galaxy (BCG). We measure the star formation rate,9,CMR10,,96,96
for the BCG to be 140–190 M,9,CMR10,,27,27
,6,CMSY7,,0,0
yr,9,CMR10,,2,2
−,6,CMSY7,,1,1
1,6,CMR7,,1,1
