text,fonts-size,fonts-type,fonts-style,base_str_len,max_str_len
D,9,NimbusRomNo9L-Regu,,1,1
RAFT VERSION,7,NimbusRomNo9L-Regu,,12,12
M,9,NimbusRomNo9L-Regu,,1,1
AY,7,NimbusRomNo9L-Regu,,2,2
"31, 2021
Typeset using L",9,NimbusRomNo9L-Regu,,24,15
A,6,NimbusRomNo9L-Regu,,1,1
TEX,9,NimbusRomNo9L-Regu,,3,3
preprint,9,NimbusRomNo9L-Medi,,8,8
style in AASTeX63,9,NimbusRomNo9L-Regu,,17,17
"1
2
0
2",10,Times-Roman,,7,1
,5,Times-Roman,,0,0
y,10,Times-Roman,,1,1
a,8,Times-Roman,,1,1
M,17,Times-Roman,,1,1
,5,Times-Roman,,0,0
7,9,Times-Roman,,1,1
2,10,Times-Roman,,1,1
,5,Times-Roman,,0,0
],6,Times-Roman,,1,1
P,11,Times-Roman,,1,1
E,12,Times-Roman,,1,1
.,5,Times-Roman,,1,1
"h
p",10,Times-Roman,,3,1
-,6,Times-Roman,,1,1
o,10,Times-Roman,,1,1
r,6,Times-Roman,,1,1
t,5,Times-Roman,,1,1
s,7,Times-Roman,,1,1
a,8,Times-Roman,,1,1
[,6,Times-Roman,,1,1
,5,Times-Roman,,0,0
"2
v
2
0
2
1
0",10,Times-Roman,,13,1
.,5,Times-Roman,,1,1
"1
0
1",10,Times-Roman,,5,1
2,10,Times-Roman,,1,1
:,5,Times-Roman,,1,1
v,10,Times-Roman,,1,1
i,5,Times-Roman,,1,1
X,14,Times-Roman,,1,1
r,6,Times-Roman,,1,1
a,8,Times-Roman,,1,1
"Following up the Kepler ﬁeld:
Masses of Targets for transit timing and atmospheric characterization",11,NimbusRomNo9L-Medi,,99,69
D,10,NimbusRomNo9L-Regu,,1,1
ANIEL,8,NimbusRomNo9L-Regu,,5,5
J,10,NimbusRomNo9L-Regu,,1,1
ONTOF,8,NimbusRomNo9L-Regu,,5,5
-H,10,NimbusRomNo9L-Regu,,2,2
UTTER,8,NimbusRomNo9L-Regu,,5,5
",",10,NimbusRomNo9L-Regu,,1,1
"1, 2, 3",7,NimbusRomNo9L-Regu,,7,7
A,10,NimbusRomNo9L-Regu,,1,1
NGIE,8,NimbusRomNo9L-Regu,,4,4
W,10,NimbusRomNo9L-Regu,,1,1
OLFGANG,8,NimbusRomNo9L-Regu,,7,7
",",10,NimbusRomNo9L-Regu,,1,1
"2, 3",7,NimbusRomNo9L-Regu,,4,4
E,10,NimbusRomNo9L-Regu,,1,1
RIC,8,NimbusRomNo9L-Regu,,3,3
B. F,10,NimbusRomNo9L-Regu,,4,4
ORD,8,NimbusRomNo9L-Regu,,3,3
",",10,NimbusRomNo9L-Regu,,1,1
"2, 3, 4, 5, 6",7,NimbusRomNo9L-Regu,,13,13
J,10,NimbusRomNo9L-Regu,,1,1
ACK,8,NimbusRomNo9L-Regu,,3,3
J. L,10,NimbusRomNo9L-Regu,,4,4
ISSAUER,8,NimbusRomNo9L-Regu,,7,7
",",10,NimbusRomNo9L-Regu,,1,1
7,7,NimbusRomNo9L-Regu,,1,1
D,10,NimbusRomNo9L-Regu,,1,1
ANIEL,8,NimbusRomNo9L-Regu,,5,5
C. F,10,NimbusRomNo9L-Regu,,4,4
ABRYCKY,8,NimbusRomNo9L-Regu,,7,7
",",10,NimbusRomNo9L-Regu,,1,1
8,7,NimbusRomNo9L-Regu,,1,1
AND,8,NimbusRomNo9L-Regu,,3,3
J,10,NimbusRomNo9L-Regu,,1,1
ASON,8,NimbusRomNo9L-Regu,,4,4
F. R,10,NimbusRomNo9L-Regu,,4,4
OWE,8,NimbusRomNo9L-Regu,,3,3
9,7,NimbusRomNo9L-Regu,,1,1
"ABSTRACT
We identify a set of planetary systems observed by",11,NimbusRomNo9L-Regu,,59,50
Kepler,11,NimbusRomNo9L-ReguItal,,6,6
"that merit transit-timing varia-
tion (TTV) analysis given the orbital periods of transiting planets, the uncertainties for their
transit times, and the number of transits observed during the",11,NimbusRomNo9L-Regu,,191,96
Kepler,11,NimbusRomNo9L-ReguItal,,6,6
"mission. We conﬁrm
the planetary nature of four Kepler Objects of Interest within multicandidate systems. We",11,NimbusRomNo9L-Regu,,108,89
forward-model each of the planetary systems identiﬁed to determine which systems are likely,11,NimbusRomNo9L-Regu,,91,91
to yield mass constraints that may be signiﬁcantly improved upon with follow-up transit ob-,11,NimbusRomNo9L-Regu,,91,91
servations. We ﬁnd projected TTVs diverge by more than 90 minutes after 6000 days in 27,11,NimbusRomNo9L-Regu,,87,87
"systems, including 22 planets with orbital periods exceeding 25 days. Such targets would",11,NimbusRomNo9L-Regu,,88,88
beneﬁt the most from additional transit-timing data. TTV follow-up could push exoplanet,11,NimbusRomNo9L-Regu,,87,87
"characterization to lower masses, at greater orbital periods and at cooler equilibrium temper-",11,NimbusRomNo9L-Regu,,94,94
atures than is currently possible from the,11,NimbusRomNo9L-Regu,,42,42
Kepler,11,NimbusRomNo9L-ReguItal,,6,6
dataset alone. Combining TTVs and recently,11,NimbusRomNo9L-Regu,,42,42
"revised stellar parameters, we characterize an ensemble of homogeneously selected planets",11,NimbusRomNo9L-Regu,,89,89
and identify planets in the,11,NimbusRomNo9L-Regu,,27,27
Kepler,11,NimbusRomNo9L-ReguItal,,6,6
ﬁeld with large-enough estimated transmission annuli for,11,NimbusRomNo9L-Regu,,56,56
atmospheric characterization with the James Webb Space Telescope.,11,NimbusRomNo9L-Regu,,65,65
1.,10,NimbusRomNo9L-Regu,,2,2
INTRODUCTION,11,NimbusRomNo9L-Regu,,12,12
Characterizing the masses of transiting planets is of particular value in comparative planetary science.,11,NimbusRomNo9L-Regu,,104,104
Measuring both planetary sizes and masses permits estimates of bulk density and hence a planet’s com-,11,NimbusRomNo9L-Regu,,101,101
position. Characterizing the host-star properties and the orbital period permits an estimate of a planetary,11,NimbusRomNo9L-Regu,,107,107
"equilibrium temperature, which combined with planetary mass and radius measurements constrains the at-",11,NimbusRomNo9L-Regu,,102,102
"mospheric scale height. In some cases, though not yet among",11,NimbusRomNo9L-Regu,,59,59
Kepler,11,NimbusRomNo9L-ReguItal,,6,6
"planets, transmission spectroscopy
has permitted the retrieval of atmospheric atomic or molecular species (see summaries: Stevenson 2016;
Crossﬁeld & Kreidberg 2017).",11,NimbusRomNo9L-Regu,,166,102
The,11,NimbusRomNo9L-Regu,,3,3
Kepler,11,NimbusRomNo9L-ReguItal,,6,6
"mission led to the discovery of thousands of exoplanets in a wide variety of planetary systems
30, have
and characterized their physical radii and orbital periods. A small subset of these exoplanets,
measured masses based on radial velocity spectroscopy (RV). In addition, from a set of multiplanet systems
with measurably interacting neighbors, transit-timing variations (TTVs) have permitted mass measurements
73 transiting planets, including planets as small as Mars (Jontof-Hutter et al. 2015; Mills & Fabrycky
of
2017) and at orbital periods up to 191 days (Oﬁr et al. 2014).",11,NimbusRomNo9L-Regu,,580,106
≈,11,CMSY10,,1,1
≈,11,CMSY10,,1,1
TTVs have proven to be complementary to RV mass characterizations. Both techniques have observational,11,NimbusRomNo9L-Regu,,101,101
"biases which lead them to probe different regions of parameter space in orbital period, mass and radius, with",11,NimbusRomNo9L-Regu,,109,109
"Corresponding author: Daniel Jontof-Hutter
djontofhutter@paciﬁc.edu",9,NimbusRomNo9L-Regu,,67,42
2,11,NimbusRomNo9L-Regu,,1,1
"RV dominating at short periods. For given masses and orbital period ratio, TTVs increase in signal strength
with orbital period and have enabled low-mass characterizations at orbital distances beyond the reach of RV
surveys (Steffen 2016; Mills & Mazeh 2017). Fortunately, there is some overlap in the two techniques, and
several systems in the",11,NimbusRomNo9L-Regu,,344,107
Kepler,11,NimbusRomNo9L-ReguItal,,6,6
"ﬁeld beneﬁt from both RV and TTV detections (e.g. Kepler-9, Borsato et al.
2019; Kepler-18, Cochran et al. 2011; Kepler-89, Masuda et al. 2013; Weiss et al. 2013).",11,NimbusRomNo9L-Regu,,163,88
"The most precise TTV characterizations are among systems where the timescales of TTVs are less than
the time span of the photometric data. For example, planet pairs near ﬁrst-order mean motion resonances
with TTV periodicities from several hundred days to roughly the four-year photometric baseline of",11,NimbusRomNo9L-Regu,,301,103
Kepler,11,NimbusRomNo9L-ReguItal,,6,6
"have been studied by several authors and have productively populated the planetary ""mass-radius diagram""
(e.g., Xie 2014; Jontof-Hutter et al. 2016; Hadden & Lithwick 2017). In addition, in some cases, TTVs are
detectable at period ratios far from ﬁrst-order resonances due to higher-order resonances (e.g., Kepler-29,
Jontof-Hutter et al. 2016), or synodic encounters (Kepler-36, Deck et al. 2012). While TTV signal strength
increases with orbital period, this is tempered by the limited number of transits for long-period systems,
where there are too few data points to uniquely invert the TTV signal for planet masses and eccentricities,",11,NimbusRomNo9L-Regu,,640,107
even with precisely measured transit times.,11,NimbusRomNo9L-Regu,,43,43
It is therefore imperative to monitor future transits in multiplanet systems by ground-based or space-,11,NimbusRomNo9L-Regu,,102,102
based observatories. Von Essen et al. (2018) and Vissapragada et al. (2020) have begun this process for,11,NimbusRomNo9L-Regu,,103,103
select systems in the,11,NimbusRomNo9L-Regu,,21,21
Kepler,11,NimbusRomNo9L-ReguItal,,6,6
"ﬁeld. In some cases, follow-up transit data will not meaningfully improve the",11,NimbusRomNo9L-Regu,,77,77
TTV mass constraints for decades; such is the pristine quality of the,11,NimbusRomNo9L-Regu,,69,69
Kepler,11,NimbusRomNo9L-ReguItal,,6,6
data. The ﬁrst aim of this study,11,NimbusRomNo9L-Regu,,32,32
is to identify which targets in the,11,NimbusRomNo9L-Regu,,35,35
Kepler,11,NimbusRomNo9L-ReguItal,,6,6
