text,fonts-size,fonts-type,fonts-style,base_str_len,max_str_len
,5,Times-Roman,,0,0
"0
2
0
2",10,Times-Roman,,7,1
,5,Times-Roman,,0,0
"c
e",8,Times-Roman,,3,1
D,14,Times-Roman,,1,1
7,10,Times-Roman,,1,1
2,10,Times-Roman,,1,1
,5,Times-Roman,,0,0
],6,Times-Roman,,1,1
E,12,Times-Roman,,1,1
H,14,Times-Roman,,1,1
.,5,Times-Roman,,1,1
"h
p",10,Times-Roman,,3,1
-,6,Times-Roman,,1,1
o,10,Times-Roman,,1,1
r,6,Times-Roman,,1,1
t,5,Times-Roman,,1,1
s,7,Times-Roman,,1,1
a,8,Times-Roman,,1,1
[,6,Times-Roman,,1,1
,5,Times-Roman,,0,0
"1
v
1
5
9
0
0",10,Times-Roman,,13,1
.,5,Times-Roman,,1,1
"1
0
1",10,Times-Roman,,5,1
2,10,Times-Roman,,1,1
:,5,Times-Roman,,1,1
v,10,Times-Roman,,1,1
i,5,Times-Roman,,1,1
X,14,Times-Roman,,1,1
r,6,Times-Roman,,1,1
a,8,Times-Roman,,1,1
"Signiﬁcance of lower energy density region of neutron star
and universalities among neutron star properties.",18,NimbusRomNo9L-Medi,,108,58
1,7,CMR8,,1,1
Wasif Husain,10,NimbusRomNo9L-Medi,,12,12
E-mail:,8,NimbusRomNo9L-Regu,,7,7
wasif.husain@adelaide.edu.au,8,NimbusMonL-Regu,,28,28
1,7,CMR8,,1,1
Anthony W. Thomas,10,NimbusRomNo9L-Medi,,17,17
E-mail:,8,NimbusRomNo9L-Regu,,7,7
anthony.thomas@adelaide.edu.au,8,NimbusMonL-Regu,,30,30
1,5,CMR6,,1,1
"Department of Physics, The University of Adelaide, North Terrace, Adelaide 5005.",8,NimbusRomNo9L-Regu,,80,80
Abstract.,8,NimbusRomNo9L-Medi,,9,9
"We have constructed and compared models of rotating neutron stars and strange stars, within
the Hartle framework. The signiﬁcance of the low energy density region and crust region inside the neutron
star has been studied, along with how much the existence of strange matter above the energy density 300
MeV/fm",8,NimbusRomNo9L-Regu,,309,106
3,5,CMR6,,1,1
"can affect the neutron star properties. We have conﬁrmed several universalities among the
neutron star properties such as, dimensionless moment of inertia vs dimensionless quadrupole moment,
dimensionless tidal deformability vs dimensionless moment of inertia and moment of inertia parameters vs
R/2M.",8,NimbusRomNo9L-Regu,,301,104
1. Introduction,10,NimbusRomNo9L-Medi,,15,15
From the atmosphere to the core of neutron stars covers an energy density range from 10,10,NimbusRomNo9L-Regu,,87,87
6,7,CMR8,,1,1
gm/cm,10,NimbusRomNo9L-Regu,,5,5
3,7,CMR8,,1,1
"to
several times nuclear matter density. At densities above nuclear matter density matter may undergo
phase transitions and new exotic states may form. The existence of these states relies on the strong
interaction and the structure of baryons. In 1960 [1] it was suggested that the core of neutron stars may
have mesons (pions-the lightest meson). In 1980 [2] the possibility of Bose condensation of Kaons at
densities above three times nuclear matter density was suggested. Since then it has been addressed by",10,NimbusRomNo9L-Regu,,511,105
"many authors, for instance see Ref.[3]. As the energy density increases, baryons may decompose into
their constituent quarks. Invanenko and Kurdgelaidze [4] in 1965 showed that neutron stars core may
be made of deconﬁned quark matter. Since 1990, such phase transitions have been considered by many
authors [5][6].",10,NimbusRomNo9L-Regu,,314,99
"The key ingredient to understand their interior is the nuclear equation of state. New born neutron stars
are extremely hot but after enough time they become cold and they have matter made of mainly neutrons
partly protons, electrons and muons in",10,NimbusRomNo9L-Regu,,245,104
β,10,CMMI10,,1,1
