text,fonts-size,fonts-type,fonts-style,base_str_len,max_str_len
"Draft version August 5, 2020",7,SFCC0800,,28,28
Typeset using L,7,SFRM0800,,15,15
A,5,CMR6,,1,1
TEX,7,SFRM0800,,3,3
twocolumn,7,SFBX0800,,9,9
style in AASTeX63,7,SFRM0800,,17,17
"0
2
0
2",10,Times-Roman,,7,1
,5,Times-Roman,,0,0
"g
u",10,Times-Roman,,3,1
A,14,Times-Roman,,1,1
,5,Times-Roman,,0,0
4,10,Times-Roman,,1,1
,5,Times-Roman,,0,0
],6,Times-Roman,,1,1
"A
G",14,Times-Roman,,3,1
.,5,Times-Roman,,1,1
"h
p",10,Times-Roman,,3,1
-,6,Times-Roman,,1,1
o,10,Times-Roman,,1,1
r,6,Times-Roman,,1,1
t,5,Times-Roman,,1,1
s,7,Times-Roman,,1,1
a,8,Times-Roman,,1,1
[,6,Times-Roman,,1,1
,5,Times-Roman,,0,0
"2
v
8
1
0
0
0",10,Times-Roman,,13,1
.,5,Times-Roman,,1,1
"1
0
0
2",10,Times-Roman,,7,1
:,5,Times-Roman,,1,1
v,10,Times-Roman,,1,1
i,5,Times-Roman,,1,1
X,14,Times-Roman,,1,1
r,6,Times-Roman,,1,1
a,8,Times-Roman,,1,1
"Connecting Optical Morphology, Environment, and H",9,SFBX1000,,49,49
I,8,SFBX0900,,1,1
"Mass Fraction for Low-Redshift Galaxies
Using Deep Learning",9,SFBX1000,,59,39
1,5,SFRM0600,,1,1
"Department of Physics & Astronomy, Johns Hopkins University, 3400 N. Charles Street, Baltimore, MD 21218, USA",7,SFTI0800,,109,109
2,5,SFRM0600,,1,1
"Space Telescope Science Institute, 3700 San Martin Drive, Baltimore, MD 21218, USA",7,SFTI0800,,82,82
John F. Wu,8,SFCC0900,,10,10
"1, 2",5,SFCC0600,,4,4
ABSTRACT,9,SFRM1000,,8,8
"A galaxy’s morphological features encode details about its gas content, star formation history, and
feedback processes, which play important roles in regulating its growth and evolution. We use deep
convolutional neural networks (CNNs) to learn a galaxy’s optical morphological information in order
to estimate its neutral atomic hydrogen (H",9,SFRM1000,,341,99
I,8,SFRM0900,,1,1
) content directly from SDSS,9,SFRM1000,,28,28
gri,9,CMMI10,,3,3
"image cutouts. We are
able to accurately predict a galaxy’s logarithmic H",9,SFRM1000,,73,51
I,8,SFRM0900,,1,1
"mass fraction,",9,SFRM1000,,14,14
M ≡,9,CMSY10,,3,3
log(,9,CMR10,,4,4
M,9,CMMI10,,1,1
HI,6,CMR7,,2,2
/M,9,CMMI10,,2,2
,6,CMMI7,,0,0
),9,CMR10,,1,1
", by training a",9,SFRM1000,,15,15
"CNN on galaxies in the ALFALFA 40% sample. Using pattern recognition (PR), we remove galaxies
with unreliable",9,SFRM1000,,109,93
M,9,CMSY10,,1,1
"estimates. We test CNN predictions on the ALFALFA 100%, xGASS, and NIBLES
catalogs, and ﬁnd that the CNN consistently outperforms previous estimators. The H",9,SFRM1000,,156,82
I,8,SFRM0900,,1,1
"-morphology
connection learned by the CNN appears to be constant in low- to intermediate-density galaxy environ-
ments, but it breaks down in the highest-density environments. We also use a visualization algorithm,
Gradient-weighted Class Activation Maps (Grad-CAM), to determine which morphological features
are associated with low or high gas content. These results demonstrate that CNNs are powerful tools
for understanding the connections between optical morphology and other properties, as well as for
probing other variables, in a quantitative and interpretable manner.",9,SFRM1000,,575,101
Keywords:,9,SFTI1000,,9,9
"Galaxies, Galaxy evolution, Galaxy processes, Galaxy environments, Astronomy data anal-",9,SFRM1000,,87,87
"ysis, Astronomy data visualization",9,SFRM1000,,34,34
1.,8,SFRM0900,,2,2
INTRODUCTION,9,SFRM1000,,12,12
Neutral atomic hydrogen (H,9,SFRM1000,,26,26
I,8,SFRM0900,,1,1
") is the dominant com-
ponent of cool gas in the interstellar medium (ISM)
for low-redshift galaxies (e.g., Saintonge et al. 2017).
Although neutral gas is crucial for understanding how
galaxies evolve and grow over cosmic timescales, H",9,SFRM1000,,236,56
I,8,SFRM0900,,1,1
is diﬃcult to detect in extragalactic sources because of,9,SFRM1000,,56,56
"its weak 21-cm emission line. This observational chal-
lenge has been partially mitigated by large H",9,SFRM1000,,100,54
I,8,SFRM0900,,1,1
"surveys
such as the H",9,SFRM1000,,21,13
I,8,SFRM0900,,1,1
"Parkes All Sky Survey (HIPASS; Barnes
et al. 2001), the Arecibo Legacy Fast ALFA Survey
(ALFALFA; Giovanelli et al. 2005), and the GALEX
Arecibo SDSS Survey (GASS; Catinella et al. 2010),
which have taken a census of the brightest H",9,SFRM1000,,232,50
I,8,SFRM0900,,1,1
"sources
in the local Universe. New radio telescopes such as
MeerKAT, ASKAP (Australian Square Kilometre Ar-
ray Pathﬁnder), and eventually the SKA will allow us to",9,SFRM1000,,163,55
measure H,9,SFRM1000,,9,9
I,8,SFRM0900,,1,1
at much lower masses (,9,SFRM1000,,22,22
M,9,CMMI10,,1,1
HI,6,CMR7,,2,2
) and at higher,9,SFRM1000,,15,15
"redshifts; see, e.g., Looking at the Distant Universe with
the MeerKAT Array (LADUMA; Blyth et al. 2016),
MeerKAT International GHz Tiered Extragalactic Ex-
ploration (MIGHTEE; Jarvis et al. 2016), Wide-ﬁeld
ASKAP L-Band Legacy All-sky Blind surveY (WAL-
LABY; Koribalski et al. 2020), and Deep Investigation
of Neutral Gas Origins (DINGO).",9,SFRM1000,,340,58
1,6,SFRM0700,,1,1
Small and incomplete H,9,SFRM1000,,22,22
I,8,SFRM0900,,1,1
"samples currently limit our
ability to study gas properties in typical galaxies beyond",9,SFRM1000,,86,58
z,9,CMMI10,,1,1
≈,9,CMSY10,,1,1
0,9,CMR10,,1,1
.,9,CMMI10,,1,1
05,9,CMR10,,2,2
. Since H,9,SFRM1000,,9,9
I,8,SFRM0900,,1,1
"is so important to galaxy evolution
but challenging to measure, astronomers have devised
proxies for estimating galaxies’ gas content. For exam-
ple, Kannappan (2004) proposed “photometric” gas frac-
tions, leveraging the valuable connection between global
gas content and optical properties. Zhang et al. (2009)
tightened the relationship by accounting for",9,SFRM1000,,357,56
i,9,CMMI10,,1,1
"-band sur-
face brightness in addition to",9,SFRM1000,,41,30
g,9,CMMI10,,1,1
−,9,CMSY10,,1,1
r,9,CMMI10,,1,1
color. More com-,9,SFRM1000,,16,16
plicated heuristics and machine learning models have,9,SFRM1000,,52,52
"also been used (e.g., Teimoorinia et al. 2017; Raﬁefer-",9,SFRM1000,,55,55
jfwu@jhu.edu,7,SFRM0800,,12,12
1,5,SFRM0600,,1,1
https://dingo-survey.org/,7,SFRM0800,,25,25
2,9,SFRM1000,,1,1
