text,fonts-size,fonts-type,fonts-style,base_str_len,max_str_len
J. Astrophys. Astr.,8,NimbusRomNo9L-ReguItal,,19,19
(0000),8,NimbusRomNo9L-Regu,,6,6
000,8,NimbusRomNo9L-Medi,,3,3
": ####
DOI",8,NimbusRomNo9L-Regu,,10,6
"1
2
0
2",10,Times-Roman,,7,1
,5,Times-Roman,,0,0
n,10,Times-Roman,,1,1
a,8,Times-Roman,,1,1
J,7,Times-Roman,,1,1
,5,Times-Roman,,0,0
4,10,Times-Roman,,1,1
,5,Times-Roman,,0,0
],6,Times-Roman,,1,1
E,12,Times-Roman,,1,1
H,14,Times-Roman,,1,1
.,5,Times-Roman,,1,1
"h
p",10,Times-Roman,,3,1
-,6,Times-Roman,,1,1
o,10,Times-Roman,,1,1
r,6,Times-Roman,,1,1
t,5,Times-Roman,,1,1
s,7,Times-Roman,,1,1
a,8,Times-Roman,,1,1
[,6,Times-Roman,,1,1
,5,Times-Roman,,0,0
"1
v
5
1
8
0
0",10,Times-Roman,,13,1
.,5,Times-Roman,,1,1
"1
0
1
2",10,Times-Roman,,7,1
:,5,Times-Roman,,1,1
v,10,Times-Roman,,1,1
i,5,Times-Roman,,1,1
X,14,Times-Roman,,1,1
r,6,Times-Roman,,1,1
a,8,Times-Roman,,1,1
AstroSat,15,NimbusRomNo9L-MediItal,,8,8
"observations of eclipsing high mass X-ray binary pulsar
OAO 1657–415",15,NimbusRomNo9L-Medi,,68,55
Gaurava K. Jaisawal,11,NimbusRomNo9L-Regu,,19,19
"1,*",7,NimbusRomNo9L-Regu,,3,3
", Sachindra Naik",11,NimbusRomNo9L-Regu,,16,16
2,7,NimbusRomNo9L-Regu,,1,1
", Prahlad R. Epili",11,NimbusRomNo9L-Regu,,18,18
3,7,NimbusRomNo9L-Regu,,1,1
", Birendra Chhotaray",11,NimbusRomNo9L-Regu,,20,20
"2,4",7,NimbusRomNo9L-Regu,,3,3
", Arghajit
Jana",11,NimbusRomNo9L-Regu,,15,10
2,7,NimbusRomNo9L-Regu,,1,1
and P. C. Agrawal,11,NimbusRomNo9L-Regu,,17,17
5,7,NimbusRomNo9L-Regu,,1,1
1,6,NimbusRomNo9L-Regu,,1,1
"National Space Institute, Technical University of Denmark, Elektrovej 327-328, DK-2800 Lyngby, Denmark",9,NimbusRomNo9L-Regu,,102,102
2,6,NimbusRomNo9L-Regu,,1,1
"Astronomy and Astrophysics Division, Physical Research Laboratory, Navrangapura, Ahmedabad - 380009,
Gujarat, India",9,NimbusRomNo9L-Regu,,115,100
3,6,NimbusRomNo9L-Regu,,1,1
"School of Physics and Technology, Wuhan University, Wuhan 430072, China",9,NimbusRomNo9L-Regu,,71,71
4,6,NimbusRomNo9L-Regu,,1,1
"Indian Institute of Technology, Gandhinagar - 382355, Gujarat, India",9,NimbusRomNo9L-Regu,,68,68
5,6,NimbusRomNo9L-Regu,,1,1
"Department of Astronomy and Astrophysics (Retired), Tata Institute of Fundamental Research, Colaba, Mumbai
- 400005, India",9,NimbusRomNo9L-Regu,,122,106
*,6,NimbusRomNo9L-Regu,,1,1
Corresponding author. E-mail: gaurava@space.dtu.dk,9,NimbusRomNo9L-Regu,,50,50
MS received *; accepted *,9,NimbusRomNo9L-Regu,,25,25
Abstract.,9,NimbusRomNo9L-Medi,,9,9
We present the results obtained from analysis of two,9,NimbusRomNo9L-Regu,,52,52
AstroSat,9,NimbusRomNo9L-ReguItal,,8,8
"observations of the high mass X-ray
binary pulsar OAO 1657-415. The observations covered 0.681–0.818 and 0.808–0.968 phases of the",9,NimbusRomNo9L-Regu,,130,94
∼,9,txsy,,1,1
