text,fonts-size,fonts-type,fonts-style,base_str_len,max_str_len
"1
2
0
2",10,Times-Roman,,7,1
,5,Times-Roman,,0,0
b,10,Times-Roman,,1,1
e,8,Times-Roman,,1,1
F,11,Times-Roman,,1,1
,5,Times-Roman,,0,0
8,10,Times-Roman,,1,1
,5,Times-Roman,,0,0
],6,Times-Roman,,1,1
c,8,Times-Roman,,1,1
q,10,Times-Roman,,1,1
"-
r",6,Times-Roman,,3,1
g,10,Times-Roman,,1,1
[,6,Times-Roman,,1,1
,5,Times-Roman,,0,0
"2
v
0
0
2
1
0",10,Times-Roman,,13,1
.,5,Times-Roman,,1,1
"1
0
1
2",10,Times-Roman,,7,1
:,5,Times-Roman,,1,1
v,10,Times-Roman,,1,1
i,5,Times-Roman,,1,1
X,14,Times-Roman,,1,1
r,6,Times-Roman,,1,1
a,8,Times-Roman,,1,1
Modeling compact binary signals and instrumental glitches in gravitational wave data,11,CMBX12,,84,84
"Katerina Chatziioannou,",9,CMR10,,23,23
"1, 2, 3",6,CMR7,,7,7
"Neil J. Cornish,",9,CMR10,,16,16
4,6,CMR7,,1,1
"Marcella Wijngaarden,",9,CMR10,,21,21
"3, 5",6,CMR7,,4,4
and Tyson B. Littenberg,9,CMR10,,23,23
6,6,CMR7,,1,1
1,5,CMR6,,1,1
"Department of Physics, California Institute of Technology, Pasadena, California 91125, USA",8,CMTI9,,90,90
2,5,CMR6,,1,1
"LIGO Laboratory, California Institute of Technology, Pasadena, CA 91125, USA",8,CMTI9,,76,76
3,5,CMR6,,1,1
"Center for Computational Astrophysics, Flatiron Institute, 162 5th Ave, New York, NY 10010, USA",8,CMTI9,,95,95
4,5,CMR6,,1,1
"eXtreme Gravity Institute, Department of Physics, Montana State University, Bozeman, Montana 59717, USA",8,CMTI9,,103,103
5,5,CMR6,,1,1
"Mathematical Sciences and STAG Research Centre, University of Southampton, SO17 1BJ, Southampton, UK",8,CMTI9,,100,100
6,5,CMR6,,1,1
"NASA Marshall Space Flight Center, Huntsville, AL 35812, USA",8,CMTI9,,60,60
"(Dated: February 9, 2021)",8,CMR9,,25,25
