text,fonts-size,fonts-type,fonts-style,base_str_len,max_str_len
"Draft version February 9, 2021",9,SFCC1000,,30,30
Typeset using L,9,SFRM1000,,15,15
A,6,CMR7,,1,1
TEX,9,SFRM1000,,3,3
preprint,9,SFBX1000,,8,8
style in AASTeX63,9,SFRM1000,,17,17
"1
2
0
2",10,Times-Roman,,7,1
,5,Times-Roman,,0,0
b,10,Times-Roman,,1,1
e,8,Times-Roman,,1,1
F,11,Times-Roman,,1,1
,5,Times-Roman,,0,0
5,10,Times-Roman,,1,1
,5,Times-Roman,,0,0
],6,Times-Roman,,1,1
"A
G",14,Times-Roman,,3,1
.,5,Times-Roman,,1,1
"h
p",10,Times-Roman,,3,1
-,6,Times-Roman,,1,1
o,10,Times-Roman,,1,1
r,6,Times-Roman,,1,1
t,5,Times-Roman,,1,1
s,7,Times-Roman,,1,1
a,8,Times-Roman,,1,1
[,6,Times-Roman,,1,1
,5,Times-Roman,,0,0
"2
v
9
0
2
1
0",10,Times-Roman,,13,1
.,5,Times-Roman,,1,1
"1
0
1
2",10,Times-Roman,,7,1
:,5,Times-Roman,,1,1
v,10,Times-Roman,,1,1
i,5,Times-Roman,,1,1
X,14,Times-Roman,,1,1
r,6,Times-Roman,,1,1
a,8,Times-Roman,,1,1
A New Method for Simulating Photoprocesses in Astrochemical Models,11,SFBX1200,,66,66
"Ella Mullikin,",10,SFCC1095,,14,14
1,7,SFCC0800,,1,1
"Hannah Anderson,",10,SFCC1095,,16,16
1,7,SFCC0800,,1,1
"Natalie O’Hern,",10,SFCC1095,,15,15
1,7,SFCC0800,,1,1
"Megan Farrah,",10,SFCC1095,,13,13
1,7,SFCC0800,,1,1
"Christopher R. Arumainayagam ,",10,SFCC1095,,30,30
1,7,SFCC0800,,1,1
"Ewine F. van Dishoeck ,",10,SFCC1095,,23,23
"2, 3",7,SFCC0800,,4,4
Perry A. Gerakines,10,SFCC1095,,18,18
",",10,SFCC1095,,1,1
4,7,SFCC0800,,1,1
"Anton I. Vasyunin ,",10,SFCC1095,,19,19
"5, 6",7,SFCC0800,,4,4
"Liton Majumdar ,",10,SFCC1095,,16,16
7,7,SFCC0800,,1,1
Paola Caselli,10,SFCC1095,,13,13
",",10,SFCC1095,,1,1
8,7,SFCC0800,,1,1
and,10,SFCC1095,,3,3
Christopher N. Shingledecker,10,SFCC1095,,28,28
"8, 9, 10",7,SFCC0800,,8,8
1,6,SFRM0700,,1,1
"Department of Chemistry, Wellesley College, Wellesley, MA 02481, USA",9,SFTI1000,,68,68
2,6,SFRM0700,,1,1
