text,fonts-size,fonts-type,fonts-style,base_str_len,max_str_len
MNRAS,7,TeXGyreTermesX-Regular,,5,5
000,7,TeXGyreTermesX-Bold,,3,3
", 1–10 (2015)",7,TeXGyreTermesX-Regular,,13,13
Preprint 7 January 2021,7,TeXGyreTermesX-Regular,,23,23
Compiled using MNRAS L,7,TeXGyreTermesX-Regular,,22,22
A,6,TeXGyreTermesX-Regular,,1,1
TEX style ﬁle v3.0,7,TeXGyreTermesX-Regular,,18,18
"ALMA Lensing Cluster Survey: a strongly lensed multiply imaged
dusty system at",17,TeXGyreTermesX-Bold,,78,62
𝑧,17,NewTXMI,,1,1
≥,17,txsys,,1,1
6,17,TeXGyreTermesX-Bold,,1,1
"N. Laporte,",14,TeXGyreTermesX-Regular,,11,11
1,10,TeXGyreTermesX-Regular,,1,1
",",10,NewTXMI,,1,1
2,10,TeXGyreTermesX-Regular,,1,1
★,10,NewTXMI,,1,1
"A. Zitrin,",14,TeXGyreTermesX-Regular,,10,10
3,10,TeXGyreTermesX-Regular,,1,1
"R. S. Ellis,",14,TeXGyreTermesX-Regular,,12,12
4,10,TeXGyreTermesX-Regular,,1,1
"S. Fujimoto,",14,TeXGyreTermesX-Regular,,12,12
5,10,TeXGyreTermesX-Regular,,1,1
"G. Brammer,",14,TeXGyreTermesX-Regular,,11,11
5,10,TeXGyreTermesX-Regular,,1,1
"J. Richard,",14,TeXGyreTermesX-Regular,,11,11
6,10,TeXGyreTermesX-Regular,,1,1
"M. Oguri,",14,TeXGyreTermesX-Regular,,9,9
7,10,TeXGyreTermesX-Regular,,1,1
",",10,NewTXMI,,1,1
8,10,TeXGyreTermesX-Regular,,1,1
",",10,NewTXMI,,1,1
9,10,TeXGyreTermesX-Regular,,1,1
"G. B. Caminha,",14,TeXGyreTermesX-Regular,,14,14
10,10,TeXGyreTermesX-Regular,,2,2
"K. Kohno,",14,TeXGyreTermesX-Regular,,9,9
11,10,TeXGyreTermesX-Regular,,2,2
",",10,NewTXMI,,1,1
9,10,TeXGyreTermesX-Regular,,1,1
"Y. Yoshimura,",14,TeXGyreTermesX-Regular,,13,13
11,10,TeXGyreTermesX-Regular,,2,2
"Y. Ao,",14,TeXGyreTermesX-Regular,,6,6
14,10,TeXGyreTermesX-Regular,,2,2
",",10,NewTXMI,,1,1
15,10,TeXGyreTermesX-Regular,,2,2
"F. E. Bauer,",14,TeXGyreTermesX-Regular,,12,12
19,10,TeXGyreTermesX-Regular,,2,2
",",10,NewTXMI,,1,1
20,10,TeXGyreTermesX-Regular,,2,2
"K. Caputi,",14,TeXGyreTermesX-Regular,,10,10
10,10,TeXGyreTermesX-Regular,,2,2
",",10,NewTXMI,,1,1
5,10,TeXGyreTermesX-Regular,,1,1
"E. Egami,",14,TeXGyreTermesX-Regular,,9,9
23,10,TeXGyreTermesX-Regular,,2,2
"D. Espada,",14,TeXGyreTermesX-Regular,,10,10
16,10,TeXGyreTermesX-Regular,,2,2
",",10,NewTXMI,,1,1
21,10,TeXGyreTermesX-Regular,,2,2
",",10,NewTXMI,,1,1
22,10,TeXGyreTermesX-Regular,,2,2
J. González-López,14,TeXGyreTermesX-Regular,,17,17
25,10,TeXGyreTermesX-Regular,,2,2
",",10,NewTXMI,,1,1
26,10,TeXGyreTermesX-Regular,,2,2
"B. Hatsukade,",14,TeXGyreTermesX-Regular,,13,13
11,10,TeXGyreTermesX-Regular,,2,2
"K. K. Knudsen,",14,TeXGyreTermesX-Regular,,14,14
18,10,TeXGyreTermesX-Regular,,2,2
"M. M. Lee,",14,TeXGyreTermesX-Regular,,10,10
24,10,TeXGyreTermesX-Regular,,2,2
"G. Magdis,",14,TeXGyreTermesX-Regular,,10,10
5,10,TeXGyreTermesX-Regular,,1,1
"M. Ouchi,",14,TeXGyreTermesX-Regular,,9,9
7,10,TeXGyreTermesX-Regular,,1,1
",",10,NewTXMI,,1,1
13,10,TeXGyreTermesX-Regular,,2,2
"F. Valentino,",14,TeXGyreTermesX-Regular,,13,13
5,10,TeXGyreTermesX-Regular,,1,1
T. Wang.,14,TeXGyreTermesX-Regular,,8,8
11,10,TeXGyreTermesX-Regular,,2,2
",",10,NewTXMI,,1,1
16,10,TeXGyreTermesX-Regular,,2,2
1,6,TeXGyreTermesX-Regular,,1,1
"Kavli Institute for Cosmology, University of Cambridge, Madingley Road, Cambridge CB3 0HA, UK",7,TeXGyreTermesX-Italic,,93,93
2,6,TeXGyreTermesX-Regular,,1,1
"Cavendish Laboratory, University of Cambridge, 19 JJ Thomson Avenue, Cambridge CB3 0HE, UK",7,TeXGyreTermesX-Italic,,90,90
3,6,TeXGyreTermesX-Regular,,1,1
"Physics Department, Ben-Gurion University of the Negev, P.O. Box 653, Beer-sheva 8410501, Israel",7,TeXGyreTermesX-Italic,,96,96
4,6,TeXGyreTermesX-Regular,,1,1
"Department of Physics and Astronomy, University College London, Gower Street, London WC1E 6BT, UK",7,TeXGyreTermesX-Italic,,97,97
5,6,TeXGyreTermesX-Regular,,1,1
"Cosmic Dawn Center (DAWN), Copenhagen, Denmark",7,TeXGyreTermesX-Italic,,46,46
6,6,TeXGyreTermesX-Regular,,1,1
"Univ Lyon, Univ Lyon1, Ens de Lyon, CNRS, Centre de Recherche Astrophysique de Lyon UMR5574, F-69230, Saint-Genis-Laval,France",7,TeXGyreTermesX-Italic,,126,126
7,6,TeXGyreTermesX-Regular,,1,1
"Kavli Institute for the Physics and Mathematics of the Universe (WPI), The University of Tokyo, 5-1-5 Kashiwanoha, Kashiwa-shi, Chiba, 277-8583, Japan",7,TeXGyreTermesX-Italic,,150,150
8,6,TeXGyreTermesX-Regular,,1,1
"Department of Physics, University of Tokyo, 7-3-1 Hongo, Bunkyo-ku, Tokyo 113-0033 Japan",7,TeXGyreTermesX-Italic,,88,88
9,6,TeXGyreTermesX-Regular,,1,1
"Research Center for the Early Universe, University of Tokyo, Tokyo 113-0033, Japan",7,TeXGyreTermesX-Italic,,82,82
10,6,TeXGyreTermesX-Regular,,2,2
"Kapteyn Astronomical Institute, University of Groningen,Postbus 800, 9700 AV Groningen, The Netherlands",7,TeXGyreTermesX-Italic,,103,103
11,6,TeXGyreTermesX-Regular,,2,2
"Institute of Astronomy, Graduate School of Science, The University of Tokyo, 2-21-1 Osawa, Mitaka, Tokyo 181-0015, Japan",7,TeXGyreTermesX-Italic,,120,120
13,6,TeXGyreTermesX-Regular,,2,2
"Institute for Cosmic Ray Research, The University of Tokyo, 5-1-5 Kashiwanoha, Kashiwa, Chiba 277ĂŞ8582, Japan",7,TeXGyreTermesX-Italic,,110,110
14,6,TeXGyreTermesX-Regular,,2,2
"Purple Mountain Observatory and Key Laboratory for Radio Astronomy, Chinese Academy of Sciences, Nanjing, China",7,TeXGyreTermesX-Italic,,111,111
15,6,TeXGyreTermesX-Regular,,2,2
"School of Astronomy and Space Science, University of Science and Technology of China, Hefei, China",7,TeXGyreTermesX-Italic,,98,98
16,6,TeXGyreTermesX-Regular,,2,2
"National Astronomical Observatory of Japan, 2-21-1 Osawa, Mitaka, Tokyo 181-8588, Japan",7,TeXGyreTermesX-Italic,,87,87
18,6,TeXGyreTermesX-Regular,,2,2
"Department of Space, Earth and Environment, Chalmers University of Technology, Onsala Space Observatory, SE-43992 Onsala, Sweden",7,TeXGyreTermesX-Italic,,128,128
19,6,TeXGyreTermesX-Regular,,2,2
"Instituto de Astrofísica, Facultad de Fśica, Pontiﬁcia Universidad Catolica de Chile Av. Vicuña Mackenna 4860, 782-0436 Macul,Santiago, Chile",7,TeXGyreTermesX-Italic,,141,141
20,6,TeXGyreTermesX-Regular,,2,2
"Millennium Institute of Astrophysics (MAS), Nuncio Monse nor Santero Sanz 100, Providencia, Santiago, Chile",7,TeXGyreTermesX-Italic,,107,107
21,6,TeXGyreTermesX-Regular,,2,2
"Department of Astronomical Science, SOKENDAI (The Graduate University of AdvancedStudies), 2-21-1 Osawa, Mitaka, Tokyo 181-8588, Japan",7,TeXGyreTermesX-Italic,,134,134
22,6,TeXGyreTermesX-Regular,,2,2
"SKA Organization, Lower Withington, Macclesﬁeld, Cheshire SK11 9DL, UK",7,TeXGyreTermesX-Italic,,70,70
23,6,TeXGyreTermesX-Regular,,2,2
"Steward Observatory, University of Arizona, 933 North Cherry Avenue, Tucson, AZ 85721, USA",7,TeXGyreTermesX-Italic,,90,90
24,6,TeXGyreTermesX-Regular,,2,2
"Max-Planck-Institut für Extraterrestrische Physik (MPE), Giessenbachstr., D-85748 Garching, Germnay",7,TeXGyreTermesX-Italic,,99,99
25,6,TeXGyreTermesX-Regular,,2,2
"Núcleo de Astronomía de la Facultad de Ingeniería y Ciencias, Universidad Diego Portales, Av. Ejército Libertador 441, Santiago, Chile",7,TeXGyreTermesX-Italic,,134,134
26,6,TeXGyreTermesX-Regular,,2,2
"Las Campanas Observatory, Carnegie Institution of Washington, Casilla 601, La Serena, Chile",7,TeXGyreTermesX-Italic,,91,91
Accepted XXX. Received YYY; in original form ZZZ,7,TeXGyreTermesX-Regular,,48,48
ABSTRACT,8,TeXGyreTermesX-Bold,,8,8
"We report the discovery of an intrinsically faint, quintuply-imaged, dusty galaxy MACS0600-
z6 at a redshift",9,TeXGyreTermesX-Regular,,108,91
𝑧,9,NewTXMI,,1,1
=,9,txmiaX,,1,1
6.07 viewed through the cluster MACSJ0600.1-2008 (,9,TeXGyreTermesX-Regular,,50,50
𝑧,9,NewTXMI,,1,1
=0.46). A,9,TeXGyreTermesX-Regular,,9,9
,9,txsys,,0,0
4,9,TeXGyreTermesX-Regular,,1,1
𝜎,9,NewTXMI,,1,1
"dust
detection is seen at 1.2mm as part of the ALMA Lensing Cluster Survey (ALCS), an on-going
ALMA Large program, and the redshift is secured via [C II] 158",9,TeXGyreTermesX-Regular,,157,89
𝜇,9,NewTXMI,,1,1
"m emission described in
a companion paper. In addition, spectroscopic follow-up with GMOS/Gemini-North shows a
break in the galaxy’s spectrum, consistent with the Lyman break at that redshift. We use a
detailed mass model of the cluster and infer a magniﬁcation",9,TeXGyreTermesX-Regular,,261,90
𝜇,9,NewTXMI,,1,1
,9,MSAM10,,0,0
"30 for the most magniﬁed
image of this galaxy, which provides an unprecedented opportunity to probe the physical
properties of a sub-luminous galaxy at the end of cosmic reionisation. Based on the spectral
energy distribution, we infer lensing-corrected stellar and dust masses of 2",9,TeXGyreTermesX-Regular,,282,92
.,9,NewTXMI,,1,1
9,9,TeXGyreTermesX-Regular,,1,1
+,7,txsys,,1,1
11,7,TeXGyreTermesX-Regular,,2,2
.,7,NewTXMI7,,1,1
5,7,TeXGyreTermesX-Regular,,1,1
−,7,txsys,,1,1
2,7,TeXGyreTermesX-Regular,,1,1
