text,fonts-size,fonts-type,fonts-style,base_str_len,max_str_len
Astronomy,9,NimbusRomNo9L-Regu-Slant_167,,9,9
&,9,rtxr-Slant_167,,1,1
Astrophysics,9,NimbusRomNo9L-Regu-Slant_167,,12,12
"manuscript no. CEMP
January 6, 2021",9,NimbusRomNo9L-Regu,,35,19
©,9,rtcxr,,1,1
ESO 2021,9,NimbusRomNo9L-Regu,,8,8
"1
2
0
2",10,Times-Roman,,7,1
,5,Times-Roman,,0,0
n,10,Times-Roman,,1,1
a,8,Times-Roman,,1,1
J,7,Times-Roman,,1,1
,5,Times-Roman,,0,0
5,10,Times-Roman,,1,1
,5,Times-Roman,,0,0
],6,Times-Roman,,1,1
R,13,Times-Roman,,1,1
S,11,Times-Roman,,1,1
.,5,Times-Roman,,1,1
"h
p",10,Times-Roman,,3,1
-,6,Times-Roman,,1,1
o,10,Times-Roman,,1,1
r,6,Times-Roman,,1,1
t,5,Times-Roman,,1,1
s,7,Times-Roman,,1,1
a,8,Times-Roman,,1,1
[,6,Times-Roman,,1,1
,5,Times-Roman,,0,0
"1
v
2
2
5
1
0",10,Times-Roman,,13,1
.,5,Times-Roman,,1,1
"1
0
1
2",10,Times-Roman,,7,1
:,5,Times-Roman,,1,1
v,10,Times-Roman,,1,1
i,5,Times-Roman,,1,1
X,14,Times-Roman,,1,1
r,6,Times-Roman,,1,1
a,8,Times-Roman,,1,1
"Matter accretion in metal-poor stars down to extremely metal-poor
stars and the lithium problem",16,NimbusSanL-Bold,,95,65
M. Deal,10,NimbusRomNo9L-Regu,,7,7
1,7,NimbusRomNo9L-Regu,,1,1
", O. Richard",10,NimbusRomNo9L-Regu,,12,12
2,7,NimbusRomNo9L-Regu,,1,1
", and S Vauclair",10,NimbusRomNo9L-Regu,,16,16
3,7,NimbusRomNo9L-Regu,,1,1
",",7,rtxmi,,1,1
4,7,NimbusRomNo9L-Regu,,1,1
1,5,NimbusRomNo9L-Regu,,1,1
"Instituto de Astrofísica e Ciências do Espaço, Universidade do Porto, CAUP, Rua das Estrelas, PT4150-762 Porto, Portugal",8,NimbusRomNo9L-Regu,,120,120
2,5,NimbusRomNo9L-Regu,,1,1
"Laboratoire Univers et Particules de Montpellier, Université de Montpellier, CNRS, Place Eugène Bataillon, 34095 Montpellier,",8,NimbusRomNo9L-Regu,,125,125
France,8,NimbusRomNo9L-Regu,,6,6
3,5,NimbusRomNo9L-Regu,,1,1
"Université de Toulouse; UPS-OMP; IRAP; Toulouse, France",8,NimbusRomNo9L-Regu,,55,55
4,5,NimbusRomNo9L-Regu,,1,1
"CNRS; IRAP; 14 av. Edouard Belin, F-31400 Toulouse, France",8,NimbusRomNo9L-Regu,,58,58
"January 6, 2021",8,NimbusRomNo9L-Regu,,15,15
ABSTRACT,8,NimbusSanL-Bold,,8,8
