text,fonts-size,fonts-type,fonts-style,base_str_len,max_str_len
Prepared for submission to JCAP,9,CMCSC10,,31,31
"1
2
0
2",10,Times-Roman,,7,1
,5,Times-Roman,,0,0
y,10,Times-Roman,,1,1
a,8,Times-Roman,,1,1
M,17,Times-Roman,,1,1
,5,Times-Roman,,0,0
"1
3",10,Times-Roman,,3,1
,5,Times-Roman,,0,0
],6,Times-Roman,,1,1
c,8,Times-Roman,,1,1
q,10,Times-Roman,,1,1
"-
r",6,Times-Roman,,3,1
g,10,Times-Roman,,1,1
[,6,Times-Roman,,1,1
,5,Times-Roman,,0,0
"3
v
1
7
2
0
0",10,Times-Roman,,13,1
.,5,Times-Roman,,1,1
"1
0
1
2",10,Times-Roman,,7,1
:,5,Times-Roman,,1,1
v,10,Times-Roman,,1,1
i,5,Times-Roman,,1,1
X,14,Times-Roman,,1,1
r,6,Times-Roman,,1,1
a,8,Times-Roman,,1,1
"Curing inﬂationary degeneracies using
reheating predictions and relic
gravitational waves",24,CMSSBX10,,89,37
"Swagat S. Mishra,",14,CMSSBX10,,17,17
a,9,CMMI10,,1,1
Varun Sahni,14,CMSSBX10,,11,11
a,9,CMMI10,,1,1
and Alexei A. Starobinsky,14,CMSSBX10,,25,25
b,9,CMMI10,,1,1
a,7,CMMI8,,1,1
"Inter-University Centre for Astronomy and Astrophysics, Post Bag 4, Ganeshkhind, Pune",10,CMR10,,85,85
"411 007, India",10,CMR10,,14,14
b,7,CMMI8,,1,1
"L. D. Landau Institute for Theoretical Physics RAS, 119334 Moscow, Russia",10,CMR10,,73,73
"E-mail: swagat@iucaa.in, varun@iucaa.in, alstar@landau.ac.ru",10,CMR10,,60,60
Abstract.,11,CMSSBX10,,9,9
"It is well known that the inﬂationary scenario often displays diﬀerent sets of
degeneracies in its predictions for CMB observables. These degeneracies usually arise either
because multiple inﬂationary models predict similar values for the scalar spectral index",10,CMR10,,260,92
n,10,CMMI10,,1,1
S,5,CMMI6,,1,1
and the tensor-to-scalar ratio,10,CMR10,,30,30
r,10,CMMI10,,1,1
", or because within the same model, the values of",10,CMR10,,49,49
n,10,CMMI10,,1,1
S,5,CMMI6,,1,1
", r",10,CMMI10,,3,3
"}
{",10,CMSY10,,3,1
"are insensitive to some of the model parameters, making it diﬃcult for CMB observations
alone to constitute a unique probe of inﬂationary cosmology. We demonstrate that by taking
into account constraints on the post-inﬂationary reheating parameters such as the duration
of reheating",10,CMR10,,282,90
N,10,CMMI10,,1,1
re,5,CMR6,,2,2
", its temperature",10,CMR10,,17,17
T,10,CMMI10,,1,1
re,5,CMR6,,2,2
"and especially its equation of state (EOS),",10,CMR10,,43,43
w,10,CMMI10,,1,1
re,5,CMR6,,2,2
", it is
possible to break this degeneracy in certain classes of inﬂationary models where identical
values of
In particular, we show how
reheating constraints can break inﬂationary degeneracies in the T-model and the E-model",10,CMR10,,223,90
α,10,CMMI10,,1,1
"-attractors. Non-canonical inﬂation is also studied. The relic gravitational wave (GW)
spectrum provides us with another tool to break inﬂationary degeneracies. This is because
the GW spectrum is sensitive to the post-inﬂationary EOS of the universe. Indeed a stiﬀ",10,CMR10,,264,89
EOS during reheating (,10,CMR10,,22,22
w,10,CMMI10,,1,1
re,5,CMR6,,2,2
>,10,CMMI10,,1,1
1,10,CMR10,,1,1
/,10,CMMI10,,1,1
3) gives rise to a small scale blue tilt in the spectral index,10,CMR10,,62,62
