text,fonts-size,fonts-type,fonts-style,base_str_len,max_str_len
"1
2
0
2",10,Times-Roman,,7,1
,5,Times-Roman,,0,0
n,10,Times-Roman,,1,1
a,8,Times-Roman,,1,1
J,7,Times-Roman,,1,1
,5,Times-Roman,,0,0
5,10,Times-Roman,,1,1
,5,Times-Roman,,0,0
],6,Times-Roman,,1,1
M,17,Times-Roman,,1,1
I,6,Times-Roman,,1,1
.,5,Times-Roman,,1,1
"h
p",10,Times-Roman,,3,1
-,6,Times-Roman,,1,1
o,10,Times-Roman,,1,1
r,6,Times-Roman,,1,1
t,5,Times-Roman,,1,1
s,7,Times-Roman,,1,1
a,8,Times-Roman,,1,1
[,6,Times-Roman,,1,1
,5,Times-Roman,,0,0
"1
v
7
1
5
1
0",10,Times-Roman,,13,1
.,5,Times-Roman,,1,1
"1
0
1
2",10,Times-Roman,,7,1
:,5,Times-Roman,,1,1
v,10,Times-Roman,,1,1
i,5,Times-Roman,,1,1
X,14,Times-Roman,,1,1
r,6,Times-Roman,,1,1
a,8,Times-Roman,,1,1
"Evaluation of scientiﬁc CMOS sensors for sky survey
applications",15,CMBX12,,64,51
Sergey Karpov,11,CMR12,,13,13
a,7,CMR8,,1,1
", Armelle Bajat",11,CMR12,,15,15
a,7,CMR8,,1,1
", Asen Christov",11,CMR12,,15,15
a,7,CMR8,,1,1
", Michael Prouza",11,CMR12,,16,16
a,7,CMR8,,1,1
", and Grigory Beskin",11,CMR12,,20,20
"b,c",7,CMR8,,3,3
a,7,CMR8,,1,1
"CEICO, Institute of Physics, Czech Academy of Sciences, Prague, Czech Republic",11,CMR12,,78,78
b,7,CMR8,,1,1
"Special Astrophysical Observatory, Nizhniy Arkhys, Russia",11,CMR12,,57,57
c,7,CMR8,,1,1
"Kazan Federal University, Kazan, Russia",11,CMR12,,39,39
ABSTRACT,10,CMBX10,,8,8
