text,fonts-size,fonts-type,fonts-style,base_str_len,max_str_len
"Draft version March 1, 2021",7,CMCSC10,,27,27
Typeset using L,7,CMR8,,15,15
A,5,CMR6,,1,1
TEX,7,CMR8,,3,3
twocolumn,7,CMBX8,,9,9
style in AASTeX63,7,CMR8,,17,17
"1
2
0
2",10,Times-Roman,,7,1
,5,Times-Roman,,0,0
b,10,Times-Roman,,1,1
e,8,Times-Roman,,1,1
F,11,Times-Roman,,1,1
,5,Times-Roman,,0,0
"6
2",10,Times-Roman,,3,1
,5,Times-Roman,,0,0
],6,Times-Roman,,1,1
"A
G",14,Times-Roman,,3,1
.,5,Times-Roman,,1,1
"h
p",10,Times-Roman,,3,1
-,6,Times-Roman,,1,1
o,10,Times-Roman,,1,1
r,6,Times-Roman,,1,1
t,5,Times-Roman,,1,1
s,7,Times-Roman,,1,1
a,8,Times-Roman,,1,1
[,6,Times-Roman,,1,1
,5,Times-Roman,,0,0
"2
v
7
8
8
1
0",10,Times-Roman,,13,1
.,5,Times-Roman,,1,1
"1
0
1",10,Times-Roman,,5,1
2,10,Times-Roman,,1,1
:,5,Times-Roman,,1,1
v,10,Times-Roman,,1,1
i,5,Times-Roman,,1,1
X,14,Times-Roman,,1,1
r,6,Times-Roman,,1,1
a,8,Times-Roman,,1,1
Emission Line Galaxy Detection and Ionized Gas Oﬀset in Abell 2390 & Abell 2465,9,CMBX10,,79,79
∼,9,CMSY10,,1,1
SITELLE H,9,CMBX10,,9,9
α,9,CMMI10,,1,1
Imaging Spectroscopy of z,9,CMBX10,,25,25
0.25 Clusters:,9,CMBX10,,14,14
"Qing Liu,",8,CMCSC10,,9,9
"1, 2",5,CMCSC10,,4,4
"H.K.C. Yee,",8,CMCSC10,,11,11
1,5,CMCSC10,,1,1
"Laurent Drissen,",8,CMCSC10,,16,16
"3, 4",5,CMCSC10,,4,4
"Suresh Sivanandam,",8,CMCSC10,,18,18
"1, 2",5,CMCSC10,,4,4
"Irene Pintos-Castro,",8,CMCSC10,,20,20
5,5,CMCSC10,,1,1
"Leo Y. Alcorn,",8,CMCSC10,,14,14
6,5,CMCSC10,,1,1
"Bau-Ching Hsieh,",8,CMCSC10,,16,16
7,5,CMCSC10,,1,1
"Lihwai Lin,",8,CMCSC10,,11,11
7,5,CMCSC10,,1,1
"Yen-Ting Lin,",8,CMCSC10,,13,13
7,5,CMCSC10,,1,1
"Adam Muzzin,",8,CMCSC10,,12,12
6,5,CMCSC10,,1,1
"Allison Noble,",8,CMCSC10,,14,14
8,5,CMCSC10,,1,1
and Lyndsay Old,8,CMCSC10,,15,15
9,5,CMCSC10,,1,1
1,5,CMR6,,1,1
"David A. Dunlap Department of Astronomy & Astrophysics, University of Toronto, 50 St. George St., Toronto, ON M5S 3H4, Canada",7,CMTI8,,125,125
2,5,CMR6,,1,1
"Dunlap Institute of Astronomy and Astrophysics, University of Toronto, 50 St. George St, Toronto, ON, Canada",7,CMTI8,,108,108
3,5,CMR6,,1,1
"D´epartement de physique, de g´enie physique et d’optique, Universit´e Laval, Qu´ebec, QC, G1V 0A6, Canada",7,CMTI8,,106,106
4,5,CMR6,,1,1
"Centre de Recherche en Astrophysique du Qu´ebec, Canada",7,CMTI8,,55,55
5,5,CMR6,,1,1
"Department of Astronomy & Astrophysics, University of Toronto, 50 St. George St., Toronto, ON M5S 3H4, Canada",7,CMTI8,,109,109
6,5,CMR6,,1,1
"Department of Physics and Astronomy, York University, 4700 Keele Street, Toronto, Ontario, ON MJ3 1P3, Canada",7,CMTI8,,109,109
7,5,CMR6,,1,1
"Institute of Astronomy and Astrophysics, Academia Sinica, No. 1, Section 4, Roosevelt Road, Taipei 10617, Taiwan",7,CMTI8,,112,112
8,5,CMR6,,1,1
"School of Earth and Space Exploration, Arizona State University, Tempe, AZ, 85287, USA",7,CMTI8,,86,86
9,5,CMR6,,1,1
"European Space Agency, European Space Astronomy Center, Villanueva de la Ca˜nada, E-2691, Madrid, Spain",7,CMTI8,,103,103
ABSTRACT,9,CMR10,,8,8
"Environmental eﬀects are crucial to the understanding of the evolution of galaxies in dense environ-
ments, such as galaxy clusters. Using the large ﬁeld-of-view of SITELLE, the unique imaging fourier
transform spectrograph at CFHT, we are able to obtain 2D spectral information for a large and com-
plete sample of cluster galaxies out to the infall region. We describe a pipeline developed to identify
emission line galaxies (ELGs) from the datacube using cross-correlation techniques. We present results
based on the spatial oﬀsets between the emission-line regions and stellar continua in ELGs from two
z
0.25 galaxy clusters, Abell 2390 and Abell 2465. We ﬁnd a preference in the oﬀsets being pointed",9,CMR10,,705,103
∼,9,CMSY10,,1,1
"away from the cluster center. Combining the two clusters, there is a 3",9,CMR10,,70,70
σ,9,CMMI10,,1,1
"excess for high-velocity galax-
ies within the virial radius having the oﬀsets to be pointed away from the cluster center. Assuming
the oﬀset being a proxy for the velocity vector of a galaxy, as expected from ram pressure stripping,
this excess indicates that ram pressure stripping occurs most eﬀectively during the ﬁrst passage of an
infalling galaxy, leading to the quenching of its star formation. We also ﬁnd that, outside the virial
region, the continuum-normalized H",9,CMR10,,474,102
α,9,CMMI10,,1,1
"line ﬂux for infalling galaxies with large oﬀsets are on average
lower than those with small or no measurable oﬀset, further supporting ram pressure as a dominant
quenching mechanism during the initial infall stages.",9,CMR10,,216,97
Keywords:,9,CMTI10,,9,9
galaxies: evolution — galaxies: clusters:,9,CMR10,,41,41
individual: Abell 2390 — galaxies: clusters:,9,CMR10,,44,44
individual: Abell 2465 — galaxies: clusters: intracluster medium.,9,CMR10,,65,65
1.,8,CMR9,,2,2
INTRODUCTION,9,CMR10,,12,12
"It is an established consensus that the evolution of
galaxies is aﬀected by their environment, especially in
high density regions such as rich galaxy clusters (e.g.,
Ellingson et al. 2001, Lewis et al. 2002, Kauﬀmann et al.
2004, Boselli & Gavazzi 2006, Poggianti et al. 2006,
Weinmann et al. 2009, Sobral et al. 2011, Muzzin et al.
2012, Foltz et al. 2018, Pintos-Castro et al. 2019). In
galaxy clusters the interplay between galaxies and the",9,CMR10,,443,57
host cluster is likely responsible for the quenching of star,9,CMR10,,60,60
"qliu@astro.utoronto.ca, hyee@astro.utoronto.ca",7,CMR8,,46,46
"formation in galaxies, i.e., the suppression or cessation
of star formation, aside from their internal secular evolu-
tions. Such external eﬀects shape the observed correla-
tion between the star formation rate (SFR) and the envi-
ronmental density (e.g., Balogh et al. 1998, G´omez et al.
2003, Peng et al. 2010, Kawinwanichakij et al. 2017),
which is closely related to the well-known morphology-
density relation (e.g., Dressler 1980, Goto et al. 2003,
Postman et al. 2005).",9,CMR10,,477,59
One of the breakthroughs of present-day observational,9,CMR10,,53,53
"techniques is 2D imaging spectroscopy, such as the In-
tegral Field Unit (IFU) spectroscopy. Several recent, or
ongoing, IFU surveys such as CALIFA (S´anchez et al.",9,CMR10,,164,56
2,9,CMR10,,1,1
Liu et al.,9,CMCSC10,,10,10
"2012), MaNGA (Bundy et al. 2015) and SAMI (Green
et al. 2018), have been transforming the ﬁeld of extra-
galactic studies.
In particular, observations with 2D
imaging spectroscopy have unveiled novel and important
insights about impacts of environments on galaxy evo-
lution in high density regions (e.g., Brough et al. 2013,
Poggianti et al. 2017a, Schaefer et al. 2017, Coenda et al.
2019, Cortese et al. 2019, Graham et al. 2019, Schaefer
et al. 2019).",9,CMR10,,455,59
×,9,CMSY10,,1,1
"A new prospect is revealed by the state-of-the-
art imaging Fourier transform spectrograph (IFTS)
SITELLE (Drissen et al. 2019) on the Canada-France-
Hawaii Telescope (CFHT). Thanks to its incomparably
11",9,CMR10,,204,51
,6,CMSY7,,0,0
", SITELLE pro-
wide ﬁeld-of-view (FOV) of 11",9,CMR10,,44,29
,6,CMSY7,,0,0
"vides a unique opportunity to study environmental ef-
fects on star formation in galaxy clusters in more details.
Speciﬁcally, SITELLE allows us to simultaneously ac-",9,CMR10,,166,59
"quire spatially-resolved spectral information for a large,
complete and luminosity-limited sample of emission-line
galaxies (ELGs). Its spatial coverage extends out to the
cluster infall region at",9,CMR10,,196,58
z,9,CMMI10,,1,1
0,9,CMR10,,1,1
.,9,CMMI10,,1,1
"25. This is unprecedented;
existing spatially-resolved data on galaxy clusters are
limited in either ﬁeld coverage or spectral resolution.
With abundant information, both spectral and spatial,
encoded in emission lines, SITELLE oﬀers an excellent
opportunity to gain a better understanding of star for-
mation in galaxy clusters and investigate the mecha-
nisms responsible for the quenching of star formation in
high density environments.",9,CMR10,,439,56
∼,9,CMSY10,,1,1
"Many possible external quenching mechanisms have
been investigated in the past two decades: gas strip-
ping, starvation, harassment, thermal evaporation, pre-
processing, etc. (see Boselli & Gavazzi 2006 for a re-
view). Among all the competing quenching mechanisms,
the dynamical interaction of the gas in the cluster galaxy
with the intracluster medium (ICM), typically in the
form of ram pressure stripping (Gunn & Gott 1972), has
been considered to be one of the most eﬃcient physi-",9,CMR10,,486,58
"cal mechanisms to quench star formation activities in
star-forming galaxies (SFGs) through the removal of
cold gas. For example, Muzzin et al. (2014) concluded
that ram pressure stripping is the most plausible mecha-
nism for satellite quenching by investigating the dynam-
ics and quenching timescales of z
1 cluster galaxies in
the GCLASS survey; Boselli et al. (2016) found rapid
quenching timescales accompanied with HI deﬁciencies
in the Virgo cluster by ﬁtting photometric bands, which
indicates ram pressure as the main source of quench-",9,CMR10,,544,56
"ing in Virgo. Evidence of quenching by ram pressure
has been widely found in many other observational and
simulation works (e.g., Abadi et al. 1999, Fujita & Na-
gashima 1999, Mayer et al. 2006, Boselli et al. 2008,",9,CMR10,,215,55
∼,9,CMSY10,,1,1
"Bekki 2014, Bah´e & McCarthy 2015, Jaﬀ´e et al. 2015,
Boselli et al. 2016, Fillingham et al. 2016, Jaﬀ´e et al.
2016, Poggianti et al. 2017a, Yoon et al. 2017, Boselli
et al. 2019, Lotz et al. 2019, Owers et al. 2019, Wang
et al. 2020).",9,CMR10,,236,57
"One prominent observational feature of the ram pres-
sure eﬀect is a disturbed gas morphology. The peculiar
disturbance of the HI gas distribution in cluster galax-
ies has been observed (Haynes et al. 1984; Chung et al.
2007, Jaﬀ´e et al. 2015, Yoon et al. 2017) as an indi-
cation of the action of ram pressure. Star formation
could subsequently occur in the disturbed gas and in-
duce ionization, when it condenses or is compressed by
shock waves, leading to disturbed or asymmetric ionized
gas distributions that are observable in UV/H",9,CMR10,,539,56
α,9,CMMI10,,1,1
"/optical
bands (Koopmann & Kennedy 1999; Yoshida et al. 2008;
Smith et al. 2010; Jaﬀ´e et al. 2018). The most extreme",9,CMR10,,117,55
"cases are known as “jellyﬁsh galaxies” (e.g., Ebeling",9,CMR10,,53,53
"et al. 2014, Poggianti et al. 2017a, Jaﬀ´e et al. 2018),
which are nearby SFGs exhibiting conspicuous extended
ionized gas tails. Therefore, analyzing the properties of
gas in cluster galaxies is promising for shedding light
on the mechanism of ram pressure stripping and placing
constraints on numeric simulations of their evolutions
in dense environments. For example, many interesting
results have been revealed by the MUSE GASP survey
(Poggianti et al. 2017a) about the properties of jellyﬁsh
galaxies and the implications on their evolution histo-
ries.",9,CMR10,,558,57
"This kind of analysis is well suited to 2D spectroscopic
observations using SITELLE. An ongoing project using
SITELLE targeting the H",9,CMR10,,133,56
α,9,CMMI10,,1,1
+[N,9,CMR10,,3,3
ii,9,CMCSC10,,2,2
"] lines in clusters at
z
0.25 is being implemented to characterize the prop-",9,CMR10,,76,51
∼,9,CMSY10,,1,1
"erties of ionized gas in cluster galaxies, including lumi-
nosity, morphology, kinematics, ionization states, etc.,
and to study how these properties correlate with the lo-
cal environment or the cluster. SITELLE data have the
capacity to perform a rich class of interesting science,",9,CMR10,,283,58
"though in this paper we limit our investigation to the
ionized gas morphologies. The goals of this paper are :
1) to describe the methodology of detection and identiﬁ-
cation of ELGs from the SITELLE datacubes, and 2) to
present initial results from a small sample of two clusters
based on the spatial oﬀset of ionized gas in search for
the evidence of ram pressure stripping. Our conclusions
are tentative yet intriguing, but this work serves as a
pilot study demonstrating the prospect of SITELLE in
studying ELGs in galaxy clusters. Although the spatial",9,CMR10,,556,59
"resolution is not as high as MUSE to resolve the gas into
ﬁlaments, we are able to study the ionized gas using a
large and comprehensive sample out to the infall region.",9,CMR10,,169,57
SITELLE Cluster ELGs,9,CMCSC10,,20,20
3,9,CMR10,,1,1
Table 1.,8,CMBX9,,8,8
Properties of the clusters observed by SITELLE.,8,CMR9,,47,47
"The paper is organized as follows: Section 2 describes
the SITELLE observation and the cluster targets ob-
served, Abell 2390 and Abell 2465. Section 3 presents
our pipeline used to automatically detect and identify
ELGs from the datacube. We describe the method of
measuring the centroids of emission-line light and stel-
lar continuum light and show the results based on these
centroids in Section 4. Section 5 discusses the impli-
cations of the results. We summarize our ﬁndings and
conclusions in Section 6. Throughout the paper, we as-
sume a cosmology with H",9,CMR10,,565,56
0,6,CMR7,,1,1
= 70 km s,9,CMR10,,9,9
−,6,CMSY7,,1,1
1,6,CMR7,,1,1
Mpc,9,CMR10,,3,3
−,6,CMSY7,,1,1
1,6,CMR7,,1,1
", Ω",9,CMR10,,3,3
m,6,CMMI7,,1,1
"=
0.3 and Ω",9,CMR10,,11,9
Λ,6,CMR7,,1,1
= 0.7.,9,CMR10,,6,6
2.,8,CMR9,,2,2
OBSERVATIONS,9,CMR10,,12,12
2.1.,9,CMR10,,4,4
SITELLE,9,CMTI10,,7,7
"Our project uses SITELLE (Drissen et al. 2019), the",9,CMR10,,51,51
new imaging Fourier instrument at CFHT. With a broad,9,CMR10,,52,52
"working wavelength range from 3500 ˚A to 9000 ˚A,
SITELLE is designed to focus on emission-line objects.
Band-limiting ﬁlters are used to increase spectral reso-
lution with ﬁnite scanning steps and to reduce the con-
tamination from strong sky-lines. The equivalent spec-
tral resolution",9,CMR10,,288,56
R,9,CMMI10,,1,1
"of IFTS is determined by the total
number of mirror steps of the Michelson-type interfer-
ometer, which is chosen to resolve the H",9,CMR10,,130,54
α,9,CMMI10,,1,1
and [N,9,CMR10,,6,6
ii,9,CMCSC10,,2,2
"] lines
and to provide spatially-resolved kinematic information.
The primary science drivers for SITELLE include neb-
ulae and supernova remnants in the Milky Way, H",9,CMR10,,165,56
ii,9,CMCSC10,,2,2
"and
star-formation regions in nearby galaxies, and ELGs in
galaxy clusters. The uniqueness of SITELLE in study-
ing galaxy clusters is its unparalleled 11",9,CMR10,,154,54
,6,CMSY7,,0,0
11,9,CMR10,,2,2
,6,CMSY7,,0,0
"FOV,
allowing for IFU-like 2D spectroscopy of a large and
complete, luminosity-limited ELG sample of a cluster.
The SITELLE data product is a spectral datacube,
with an image at each wavelength step (“channel”), af-
ter being corrected, transformed and calibrated by the
ORBS",9,CMR10,,275,54
1,6,CMR7,,1,1
(Martin et al. 2015) pipeline. The pixel scale of,9,CMR10,,49,49
SITELLE is 0.322,9,CMR10,,16,16
,6,CMSY7,,0,0
"/pix, with 2048
2064 pixels in total.
The optical-to-near-infrared night sky is densely oc-
cupied by OH molecular lines, leading to the diﬃculty
of observing redshifted H",9,CMR10,,171,53
α,9,CMMI10,,1,1
"lines. To reduce sky contam-
ination, a narrow window (796 nm – 826 nm) that is
less aﬀected by sky-lines is selected for the design of the
SITELLE C4 ﬁlter, which corresponds to the redshift
range of H",9,CMR10,,202,59
α,9,CMMI10,,1,1
-[N,9,CMR10,,3,3
ii,9,CMCSC10,,2,2
"] lines at 0.21-0.25, allowing us to detect
ELGs in that redshift range. The window corresponds
to the region where the observing eﬃciency of SITELLE",9,CMR10,,149,53
"(CCD quantum eﬃciency, modulation eﬃciency and op-",9,CMR10,,50,50
tical transmission) is the highest (at around 800 nm).,9,CMR10,,54,54
×,9,CMSY10,,1,1
×,9,CMSY10,,1,1
1,5,CMR6,,1,1
https://github.com/thomasorb/orbs,7,CMR8,,33,33
"Cluster
Redshift (z)
R.A. (",8,CMR9,,27,12
α,8,CMMI9,,1,1
2000,5,CMR6,,4,4
),8,CMR9,,1,1
Abell 2390,8,CMR9,,10,10
a,5,CMR6,,1,1
"0.228
21",8,CMR9,,8,5
h,5,CMMI6,,1,1
53,8,CMR9,,2,2
m,5,CMMI6,,1,1
35,8,CMR9,,2,2
s,5,CMMI6,,1,1
Abell 2465,8,CMR9,,10,10
b,5,CMR6,,1,1
"0.245
22",8,CMR9,,8,5
h,5,CMMI6,,1,1
39,8,CMR9,,2,2
m,5,CMMI6,,1,1
39,8,CMR9,,2,2
s,5,CMMI6,,1,1
"(NE)
22",8,CMR9,,7,4
h,5,CMMI6,,1,1
39,8,CMR9,,2,2
m,5,CMMI6,,1,1
25,8,CMR9,,2,2
s,5,CMMI6,,1,1
"(SW)
Decl. (",8,CMR9,,12,7
δ,8,CMMI9,,1,1
2000,5,CMR6,,4,4
) +17,8,CMR9,,5,5
◦,5,CMSY6,,1,1
40,8,CMR9,,2,2
,5,CMSY6,,0,0
11,8,CMR9,,2,2
,5,CMSY6,,0,0
−,8,CMSY9,,1,1
5,8,CMR9,,1,1
◦,5,CMSY6,,1,1
43,8,CMR9,,2,2
,5,CMSY6,,0,0
28,8,CMR9,,2,2
,5,CMSY6,,0,0
(NE),8,CMR9,,4,4
−,8,CMSY9,,1,1
5,8,CMR9,,1,1
◦,5,CMSY6,,1,1
47,8,CMR9,,2,2
,5,CMSY6,,0,0
15,8,CMR9,,2,2
,5,CMSY6,,0,0
(SW),8,CMR9,,4,4
∼,8,CMSY9,,1,1
4,8,CMR9,,1,1
×,8,CMSY9,,1,1
10,8,CMR9,,2,2
14,5,CMR6,,2,2
"each
1.2
763 (NE)
722 (SW)",8,CMR9,,26,8
M,8,CMMI9,,1,1
200,5,CMR6,,3,3
(,8,CMR9,,1,1
M,8,CMMI9,,1,1
,5,CMSY6,,0,0
),8,CMR9,,1,1
R,8,CMMI9,,1,1
200,5,CMR6,,3,3
(,8,CMR9,,1,1
M pc,8,CMMI9,,4,4
),8,CMR9,,1,1
σ,8,CMMI9,,1,1
v,5,CMMI6,,1,1
(,8,CMR9,,1,1
km/s,8,CMMI9,,4,4
),8,CMR9,,1,1
∼,8,CMSY9,,1,1
2,8,CMR9,,1,1
×,8,CMSY9,,1,1
10,8,CMR9,,2,2
15,5,CMR6,,2,2
"2.1
1100",8,CMR9,,8,4
a,5,CMR6,,1,1
M,7,CMMI8,,1,1
200,5,CMR6,,3,3
",",7,CMR8,,1,1
R,7,CMMI8,,1,1
200,5,CMR6,,3,3
and,7,CMR8,,3,3
σ,7,CMMI8,,1,1
v,5,CMMI6,,1,1
from Carlberg et al. (1997).,7,CMR8,,28,28
b,5,CMR6,,1,1
M,7,CMMI8,,1,1
200,5,CMR6,,3,3
",",7,CMR8,,1,1
R,7,CMMI8,,1,1
200,5,CMR6,,3,3
and,7,CMR8,,3,3
σ,7,CMMI8,,1,1
v,5,CMMI6,,1,1
"from Wegner (2011). The values listed are
for each subcluster.",7,CMR8,,62,41
"Nevertheless, there exist some sky-lines that aﬀect the",9,CMR10,,55,55
"detectability and measurement of the lines. We present
the subtraction of the sky in Sections 3.1 and 3.2.",9,CMR10,,106,54
"Detailed information about SITELLE, including the
instrumentation design, the advantages and drawbacks
of IFTS, science capabilities and commission perfor-
mance, can be found in Drissen et al. (2019).",9,CMR10,,201,52
2.2. Target Clusters,9,CMR10,,20,20
"The observations for the ﬁrst two targets for the sur-
vey were carried out on SITELLE in 2017 and 2018 on
two well-studied galaxy clusters: Abell 2390 and Abell
2465 (hereafter, A2390 and A2465).",9,CMR10,,196,54
2,9,CMR10,,1,1
×,9,CMSY10,,1,1
≈,9,CMSY10,,1,1
"A2390 is a rich massive cool-core galaxy cluster
10",9,CMR10,,51,48
15,6,CMR7,,2,2
M,9,CMMI10,,1,1
,6,CMSY7,,0,0
") at redshift of 0.228. It has been
(",9,CMR10,,37,35
M,9,CMMI10,,1,1
200,6,CMR7,,3,3
"widely studied in many previous studies for the under-
standing of galaxy evolution in dense environment (e.g.,
Yee et al. 1996, Abraham et al. 1996, Balogh & Morris
2000, Fritz et al. 2005). For example, Abraham et al.
(1996) found that the cluster is gradually formed by the
accretion of infalling galaxies with truncation in their
star formation by investigating the properties (kinemat-",9,CMR10,,390,56
"ics, colors, morphologies, etc.) of a large sample of clus-
ter galaxies using the CNOC data (Yee et al. 1996).",9,CMR10,,111,59
"Diﬀerent from A2390, A2465 consists of two merg-
ing subclusters, a north-east (NE) clump A2465NE and
a south-west (SW) clump A2465SW, at a redshift of
0.245 (Wegner 2011). Members of the subclusters have
been identiﬁed based on kinematic energies for the mea-
surements of properties for each subcluster in Wegner
(2011). The two subclusters have roughly equal virial",9,CMR10,,368,55
masses. A series of detailed multi-wavelength analyses,9,CMR10,,54,54
"on A2465 can be found in Wegner (2011) and Wegner
et al. (2015, 2017), where the authors found interesting
results revealing its collision history and the evolution
history of galaxies within it. The redshifts, positions,",9,CMR10,,221,57
4,9,CMR10,,1,1
Liu et al.,9,CMCSC10,,10,10
Figure 1.,8,CMBX9,,9,9
"Deep frames of the Abell 2390 central (C) / south-east (E) / north-west (W) ﬁelds observed by SITELLE, overlaid
on the SDSS DR12 mosaic. The FOV of a single ﬁeld is 11",8,CMR9,,167,111
,5,CMSY6,,0,0
×,8,CMSY9,,1,1
11,8,CMR9,,2,2
,5,CMSY6,,0,0
". The deep frames are constructed using the ORCS piepline
(Martin et al. 2015). Emission-Line Galaxies (ELGs) identiﬁed in Section 3 are marked by green circles. The brightest central
galaxy marked by a magenta polygon is also an ELG.",8,CMR9,,234,125
Table 2.,8,CMBX9,,8,8
Observed information about the individual ﬁelds.,8,CMR9,,48,48
Field,8,CMR9,,5,5
a,5,CMR6,,1,1
N,8,CMR9,,1,1
steps,5,CMR6,,5,5
"Exposure (s)
∆",8,CMR9,,14,12
λ,8,CMMI9,,1,1
(˚,8,CMR9,,2,2
A,8,CMMI9,,1,1
")
R
Seeing(",8,CMR9,,11,7
,5,CMSY6,,0,0
")
RA (",8,CMR9,,6,4
α,8,CMMI9,,1,1
2000,5,CMR6,,4,4
),8,CMR9,,1,1
b,5,CMR6,,1,1
Dec (,8,CMR9,,5,5
δ,8,CMMI9,,1,1
2000,5,CMR6,,4,4
),8,CMR9,,1,1
b,5,CMR6,,1,1
"A2390C
124
11,408
5.2
1080
1.1
21",8,CMR9,,33,6
h,5,CMMI6,,1,1
53,8,CMR9,,2,2
m,5,CMMI6,,1,1
34,8,CMR9,,2,2
.,8,CMMI9,,1,1
56,8,CMR9,,2,2
s,5,CMMI6,,1,1
17,8,CMR9,,2,2
◦,5,CMSY6,,1,1
40,8,CMR9,,2,2
,5,CMSY6,,0,0
11,8,CMR9,,2,2
