text,fonts-size,fonts-type,fonts-style,base_str_len,max_str_len
Astronomy,9,NimbusRomNo9L-Regu-Slant_167,,9,9
&,9,rtxr-Slant_167,,1,1
Astrophysics,9,NimbusRomNo9L-Regu-Slant_167,,12,12
"manuscript no. tabone_MvH_EvD_JB
February 23, 2021",9,NimbusRomNo9L-Regu,,50,32
©,9,rtcxr,,1,1
ESO 2021,9,NimbusRomNo9L-Regu,,8,8
"1
2
0
2",10,Times-Roman,,7,1
,5,Times-Roman,,0,0
b,10,Times-Roman,,1,1
e,8,Times-Roman,,1,1
F,11,Times-Roman,,1,1
,5,Times-Roman,,0,0
"2
2",10,Times-Roman,,3,1
,5,Times-Roman,,0,0
],6,Times-Roman,,1,1
"A
G",14,Times-Roman,,3,1
.,5,Times-Roman,,1,1
"h
p",10,Times-Roman,,3,1
-,6,Times-Roman,,1,1
o,10,Times-Roman,,1,1
r,6,Times-Roman,,1,1
t,5,Times-Roman,,1,1
s,7,Times-Roman,,1,1
a,8,Times-Roman,,1,1
[,6,Times-Roman,,1,1
,5,Times-Roman,,0,0
"2
v
9
8
9
1
0",10,Times-Roman,,13,1
.,5,Times-Roman,,1,1
"1
0
1",10,Times-Roman,,5,1
2,10,Times-Roman,,1,1
:,5,Times-Roman,,1,1
v,10,Times-Roman,,1,1
i,5,Times-Roman,,1,1
X,14,Times-Roman,,1,1
r,6,Times-Roman,,1,1
a,8,Times-Roman,,1,1
OH mid-infrared emission as a diagnostic of H,16,NimbusSanL-Bold,,45,45
2,11,NimbusRomNo9L-Medi,,1,1
"O UV
photodissociation",16,NimbusSanL-Bold,,22,17
I. Model and application to the HH 211 shock,13,NimbusSanL-Bold,,44,44
Benoît Tabone,10,NimbusRomNo9L-Regu,,13,13
1,7,NimbusRomNo9L-Regu,,1,1
", Marc C. van Hemert",10,NimbusRomNo9L-Regu,,20,20
2,7,NimbusRomNo9L-Regu,,1,1
", Ewine F. van Dishoeck",10,NimbusRomNo9L-Regu,,23,23
1,7,NimbusRomNo9L-Regu,,1,1
",",7,rtxmi,,1,1
3,7,NimbusRomNo9L-Regu,,1,1
", John H. Black",10,NimbusRomNo9L-Regu,,15,15
4,7,NimbusRomNo9L-Regu,,1,1
1,5,NimbusRomNo9L-Regu,,1,1
"Leiden Observatory, Leiden University, PO Box 9513, 2300 RA Leiden, The Netherlands",8,NimbusRomNo9L-Regu,,83,83
2,5,NimbusRomNo9L-Regu,,1,1
"Leiden Institute of Chemistry, Gorlaeus Laboratories, Leiden University, Einsteinweg 55, 2333 CC Leiden, The Netherlands",8,NimbusRomNo9L-Regu,,120,120
3,5,NimbusRomNo9L-Regu,,1,1
"Max-Planck-Institut für Extraterrestrische Physik, Giessenbachstrasse1, 85748 Garching, Germany",8,NimbusRomNo9L-Regu,,95,95
