text,fonts-size,fonts-type,fonts-style,base_str_len,max_str_len
"Draft version January 6, 2021",7,CMCSC10,,29,29
Typeset using L,7,CMR8,,15,15
A,5,CMR6,,1,1
TEX,7,CMR8,,3,3
twocolumn,7,CMBX8,,9,9
style in AASTeX63,7,CMR8,,17,17
"1
2
0
2",10,Times-Roman,,7,1
,5,Times-Roman,,0,0
n,10,Times-Roman,,1,1
a,8,Times-Roman,,1,1
J,7,Times-Roman,,1,1
,5,Times-Roman,,0,0
4,10,Times-Roman,,1,1
,5,Times-Roman,,0,0
],6,Times-Roman,,1,1
"A
G",14,Times-Roman,,3,1
.,5,Times-Roman,,1,1
"h
p",10,Times-Roman,,3,1
-,6,Times-Roman,,1,1
o,10,Times-Roman,,1,1
r,6,Times-Roman,,1,1
t,5,Times-Roman,,1,1
s,7,Times-Roman,,1,1
a,8,Times-Roman,,1,1
[,6,Times-Roman,,1,1
,5,Times-Roman,,0,0
"1
v
2
8
2
1
0",10,Times-Roman,,13,1
.,5,Times-Roman,,1,1
"1
0
1
2",10,Times-Roman,,7,1
:,5,Times-Roman,,1,1
v,10,Times-Roman,,1,1
i,5,Times-Roman,,1,1
X,14,Times-Roman,,1,1
r,6,Times-Roman,,1,1
a,8,Times-Roman,,1,1
A cuspy dark matter halo,9,CMBX10,,24,24
"Yong Shi,",8,CMCSC10,,9,9
"1, 2",5,CMCSC10,,4,4
"Zhi-Yu Zhang,",8,CMCSC10,,13,13
"1, 2",5,CMCSC10,,4,4
"Junzhi Wang,",8,CMCSC10,,12,12
3,5,CMCSC10,,1,1
"Jianhang Chen,",8,CMCSC10,,14,14
1,5,CMCSC10,,1,1
"Qiusheng Gu,",8,CMCSC10,,12,12
"1, 2",5,CMCSC10,,4,4
"Xiaoling Yu,",8,CMCSC10,,12,12
1,5,CMCSC10,,1,1
and Songlin Li,8,CMCSC10,,14,14
1,5,CMCSC10,,1,1
1,5,CMR6,,1,1
"School of Astronomy and Space Science, Nanjing University, Nanjing 210093, China.",7,CMTI8,,81,81
2,5,CMR6,,1,1
"Key Laboratory of Modern Astronomy and Astrophysics (Nanjing University), Ministry of Education, Nanjing 210093, China.",7,CMTI8,,119,119
3,5,CMR6,,1,1
"Shanghai Astronomical Observatory, Chinese Academy of Sciences, 80 Nandan Road, Shanghai 200030, China",7,CMTI8,,102,102
ABSTRACT,9,CMR10,,8,8
"The cusp-core problem is one of the main challenges of the cold dark matter paradigm on small
scales: the density of a dark matter halo is predicted to rise rapidly toward the center as",9,CMR10,,185,93
ρ,9,CMMI10,,1,1
(,9,CMR10,,1,1
r,9,CMMI10,,1,1
),9,CMR10,,1,1
∝,9,CMSY10,,1,1
r,9,CMMI10,,1,1
α,6,CMMI7,,1,1
with,9,CMR10,,4,4
α,9,CMMI10,,1,1
"between -1 and -1.5, while such a cuspy proﬁle has not been clearly observed. We have carried
out the spatially-resolved mapping of gas dynamics toward a nearby ultra-diﬀuse galaxy (UDG), AGC
242019. The derived rotation curve of dark matter is well ﬁtted by the cuspy proﬁle as described",9,CMR10,,288,97
"by the Navarro-Frenk-White model, while the cored proﬁles including both the pseudo-isothermal
and Burkert models are excluded. The halo has",9,CMR10,,140,94
α,9,CMMI10,,1,1
= -(0.90,9,CMR10,,8,8
±,9,CMSY10,,1,1
"0.08) at the innermost radius of 0.67 kpc ,",9,CMR10,,43,43
M,9,CMMI10,,1,1
halo,6,CMR7,,4,4
=(3.5,9,CMR10,,5,5
±,9,CMSY10,,1,1
1.2),9,CMR10,,4,4
×,9,CMSY10,,1,1
10,9,CMR10,,2,2
10,6,CMR7,,2,2
M,9,CMR10,,1,1
,6,CMSY7,,0,0
and a small concentration of 2.0,9,CMR10,,32,32
±,9,CMSY10,,1,1
"0.36. AGC 242019 challenges alternatives
of cold dark matter by constraining the particle mass of fuzzy dark matter to be",9,CMR10,,121,80
<,9,CMMI10,,1,1
0.11,9,CMR10,,4,4
×,9,CMSY10,,1,1
10,9,CMR10,,2,2
−,6,CMSY7,,1,1
22,6,CMR7,,2,2
eV or,9,CMR10,,5,5
>,9,CMMI10,,1,1
3.3,9,CMR10,,3,3
×,9,CMSY10,,1,1
10,9,CMR10,,2,2
−,6,CMSY7,,1,1
22,6,CMR7,,2,2
"eV , the cross section of self-interacting dark matter to be",9,CMR10,,60,60
<,9,CMMI10,,1,1
1.63 cm,9,CMR10,,7,7
2,6,CMR7,,1,1
"/g, and the particle
mass of warm dark matter to be",9,CMR10,,51,30
>,9,CMMI10,,1,1
"0.23 keV, all of which are in tension with other constraints. The
modiﬁed Newtonian dynamics is also inconsistent with a shallow radial acceleration relationship of AGC
242019. For the feedback scenario that transforms a cusp to a core, AGC 242019 disagrees with the
stellar-to-halo-mass-ratio dependent model, but agrees with the star-formation-threshold dependent
model. As a UDG, AGC 242019 is in a dwarf-size halo with weak stellar feedback, late formation time,
a normal baryonic spin and low star formation eﬃciency (SFR/gas).",9,CMR10,,532,102
1.,8,CMR9,,2,2
INTRODUCTION,9,CMR10,,12,12
"The cosmological model of cold dark matter and dark
energy, i.e., ΛCDM, has achieved tremendous success in
understanding the cosmic structure across time on large
scales, but this model is challenged by observations on
small scales such as the cusp-core problem, the missing
dwarf problem, the too-big-to-fail problem etc. (for a
review, see Weinberg et al. 2015).",9,CMR10,,364,55
In cosmological simulations of cold and collisionless,9,CMR10,,53,53
"dark matter, a dark matter halo has a density proﬁle
that rises toward the center with a power index of -1
to -1.5 (Moore 1994; Burkert 1995; Navarro et al. 1997;
Moore et al. 1998; Ghigna et al. 2000; Jing & Suto 2002;
Wang et al. 2020), referred as a cuspy proﬁle. However,
over the past decades, much shallower or even ﬂat core-
like proﬁles toward centers have been found in most, if
not all, observed data of nearby galaxies through map-
ping dynamics of gas and stars. Early studies with
HI interferometric data reveal shallow dark-matter cen-",9,CMR10,,549,56
"Corresponding author: Yong Shi
yshipku@gmail.com",7,CMR8,,48,30
"tral proﬁles in individual galaxies (Carignan & Beaulieu
1989; Lake et al. 1990; Jobin & Carignan 1990). Stud-
ies with higher spatial resolutions for a larger sample of
dwarfs and low-surface-brightness galaxies further con-
ﬁrm the central ﬂatness of the rotation curve, and de-
rived a median dark-matter density slope of about -0.2
toward centers (de Blok et al. 2001; Oh et al. 2011,
2015). Optical observations of ionized gas such as H",9,CMR10,,441,58
α,9,CMMI10,,1,1
"can achieve higher spatial resolutions than the HI data,",9,CMR10,,56,56
"and conﬁrmed the median density slope of about -0.2
with long-slit spectra for a large sample of dwarf galax-
ies (Spekkens et al. 2005). Although the rotation curves
from the long-slit spectroscopic data are sensitive to the
assumed dynamical center, the position angle of the
kinematic major axis etc, further studies with optical
integral ﬁeld unit have suggested insigniﬁcance of the
above eﬀects and validated dark-matter proﬁles with
central shallower slopes (Kuzio de Naray et al. 2008;
Adams et al. 2014).",9,CMR10,,513,58
Among few galaxies whose halos can be described by,9,CMR10,,50,50
"cuspy proﬁles, the one with the highest signal-to-noise-
ratio is DDO 101 that has a central dark-matter slope
of -1.02",9,CMR10,,119,56
±,9,CMSY10,,1,1
0.12 (8.5-,9,CMR10,,10,10
σ,9,CMMI10,,1,1
") (Oh et al. 2015). However, this
object can be ﬁtted equally well with a cored proﬁle;",9,CMR10,,87,53
2,9,CMR10,,1,1
Shi et al.,9,CMCSC10,,10,10
the diﬀerence in the reduced,9,CMR10,,28,28
χ,9,CMMI10,,1,1
2,6,CMR7,,1,1
"is only 0.02 for a degree
of freedom (d.o.f) of six (see Oh et al. 2015). This is
because of the limitation on the spatial resolution and
spatial extent of the observed rotation curve, as well as
diﬀerent models for cuspy and cored proﬁles (see",9,CMR10,,244,57
§,9,SFRM1000,,1,1
"3.2).
For example, the density slope of a NFW model for a
cuspy proﬁle varies from -1 at the center to -3 at in-
ﬁnity, while the pseudo-isothermal (ISO) model for a
cored proﬁle has a slope from 0 at the center to -2 at
inﬁnity, so that both models may perform well on ﬁt-
ting the data with a limited spatial extent. In order to
identify a deﬁnitive cuspy dark matter halo, it is thus
required to demonstrate not only the validity of cuspy
models but also the invalidity of cored models. For DDO
101, the large uncertainty in its distance further chal-
lenges the reliability of its cuspy proﬁle (Read et al.
2016b). Studies of local dwarf spheroidal galaxies also",9,CMR10,,666,56
"suggest cuspy proﬁles in few objects, among which the
highest-probability one is Draco with a central density
slope of -1.0 at 5.0-",9,CMR10,,131,55
σ,9,CMMI10,,1,1
and 6.8-,9,CMR10,,8,8
σ,9,CMMI10,,1,1
"by Jardel et al. (2013)
and Hayashi et al. (2020), respectively. However, it has
not been demonstrated whether a cored model can ﬁt
the data or not for this object, as done for DDO 101.
And furthermore, systematic uncertainties are compli-
cated for these studies in which the velocity dispersion
among individual stars as a function of the galactic ra-
dius are used to measure the dark matter distribution.
The orbital anisotropy, the method to model stellar or-
bits, the dark-matter shape and the limited number of
the member stars are all found to aﬀect the conclusions
(Evans et al. 2009). Especially, a recent study of simu-
lated galaxies by Chang & Necib (2020) emphasized the
importance of a large amount of stars in order to unam-
biguously measure the dark matter distribution. If the
number of stars is less than 10000, an intrinsic cored pro-
ﬁle cannot be diﬀerentiated reliably from a cuspy proﬁle.
For Draco, there are only",9,CMR10,,940,59
∼,9,CMSY10,,1,1
"468 member stars (Walker
et al. 2015). Fortunately, these systematic uncertainties",9,CMR10,,82,57
"are signiﬁcantly eliminated for HI interferometric data
as seen in simulated galaxies (Kuzio de Naray et al. 2009;
Kuzio de Naray & Kaufmann 2011). This is mainly be-
cause gas is collisional and their dynamics can be rela-
tively easily described by titled-ring models (Begeman
1989; Di Teodoro & Fraternali 2015). In summary, the
above few claimed cuspy proﬁles of dark halos are not
deﬁnitive.",9,CMR10,,396,58
"There are two solutions to the small scale controversies
of ΛCDM. One is to modify the nature of dark matter",9,CMR10,,108,56
"so that it is no longer cold but instead self-interacting,
fuzzy or warm. These modiﬁcations can retain the prop-
erties of the universe on large scales as predicted by
ΛCDM but resolve its small-scale challenges. Fuzzy cold",9,CMR10,,224,58
"dark matter, also known as ultralight scalar particles,
has a mass around 10",9,CMR10,,76,55
−,6,CMSY7,,1,1
22,6,CMR7,,2,2
"eV (e.g. Hu et al. 2000; Schive
et al. 2014). The uncertainty principle of its wave nature
acts on kpc scales, smoothing the density ﬂuctuations
and preventing the growth of small halos and formation
of central cusps. The self-interacting dark matter trans-
ports “heat” (higher velocity dispersion) from the outer
region to the “cooler” inner region of a halo. It leads to
a constant density core with isothermal velocity disper-
sion (e.g. Spergel & Steinhardt 2000; Rocha et al. 2013;
Tulin & Yu 2018).
If dark matter is warm, it decou-
ples from the primordial plasma at relativistic velocity,
thus free streaming out of small density peaks. As a
result, the structure formation at small scales are sup-
pressed (e.g. Avila-Reese et al. 2001; Lovell et al. 2014).
Warm dark matter scenario is found to have a “catch-
22” problem, i.e., if the “cusp-core” problem is resolved,",9,CMR10,,879,59
the requirement for the particle mass cannot form small,9,CMR10,,55,55
"galaxies at the ﬁrst place, and vice versa (e.g. Macci`o
et al. 2012).",9,CMR10,,70,56
