text,fonts-size,fonts-type,fonts-style,base_str_len,max_str_len
Experimental Astronomy manuscript No.,9,NimbusRomNo9L-Medi,,37,37
(will be inserted by the editor),9,NimbusRomNo9L-Regu,,32,32
Magnetic Imaging of the Outer Solar Atmosphere (MImOSA),12,NimbusRomNo9L-Medi,,55,55
Unlocking the driver of the dynamics in the upper solar atmosphere,10,NimbusRomNo9L-Medi,,66,66
H. Peter,9,NimbusRomNo9L-Medi,,8,8
·,9,CMSY10,,1,1
E. Alsina Ballester,9,NimbusRomNo9L-Medi,,19,19
·,9,CMSY10,,1,1
V. Andretta,9,NimbusRomNo9L-Medi,,11,11
·,9,CMSY10,,1,1
F. Auch`ere,9,NimbusRomNo9L-Medi,,11,11
·,9,CMSY10,,1,1
L. Belluzzi,9,NimbusRomNo9L-Medi,,11,11
·,9,CMSY10,,1,1
A. Bemporad,9,NimbusRomNo9L-Medi,,11,11
·,9,CMSY10,,1,1
D. Berghmans,9,NimbusRomNo9L-Medi,,12,12
·,9,CMSY10,,1,1
E. Buchlin,9,NimbusRomNo9L-Medi,,10,10
·,9,CMSY10,,1,1
A. Calcines,9,NimbusRomNo9L-Medi,,11,11
·,9,CMSY10,,1,1
L.P. Chitta,9,NimbusRomNo9L-Medi,,11,11
·,9,CMSY10,,1,1
K. Dalmasse,9,NimbusRomNo9L-Medi,,11,11
·,9,CMSY10,,1,1
T. del Pino Alem´an,9,NimbusRomNo9L-Medi,,19,19
·,9,CMSY10,,1,1
A. Feller,9,NimbusRomNo9L-Medi,,9,9
·,9,CMSY10,,1,1
C. Froment,9,NimbusRomNo9L-Medi,,10,10
·,9,CMSY10,,1,1
R. Harrison,9,NimbusRomNo9L-Medi,,11,11
·,9,CMSY10,,1,1
M. Janvier,9,NimbusRomNo9L-Medi,,10,10
·,9,CMSY10,,1,1
S. Matthews,9,NimbusRomNo9L-Medi,,11,11
·,9,CMSY10,,1,1
S. Parenti,9,NimbusRomNo9L-Medi,,10,10
·,9,CMSY10,,1,1
D. Przybylski,9,NimbusRomNo9L-Medi,,13,13
·,9,CMSY10,,1,1
S.K. Solanki,9,NimbusRomNo9L-Medi,,12,12
·,9,CMSY10,,1,1
J. ˇStˇep´an,9,NimbusRomNo9L-Medi,,12,12
·,9,CMSY10,,1,1
L. Teriaca,9,NimbusRomNo9L-Medi,,10,10
·,9,CMSY10,,1,1
J. Trujillo Bueno,9,NimbusRomNo9L-Medi,,17,17
"draft version: January 6, 2021",7,NimbusRomNo9L-Regu,,30,30
"H. Peter, L.P. Chitta, A. Feller, D. Przybylski, L. Teriaca
Max Planck Institute for Solar System Research, G¨ottingen, Germany",7,NimbusRomNo9L-Regu,,127,67
"E. Alsina Ballester
Istituto Ricerche Solari Locarno, Locarno-Monti, Switzerland",7,NimbusRomNo9L-Regu,,80,60
"L. Belluzzi
Istituto Ricerche Solari Locarno, Locarno-Monti, Switzerland and Leibniz-Institut f¨ur Sonnenphysik,
Freiburg, Germany",7,NimbusRomNo9L-Regu,,130,100
"V. Andretta
INAF Osservatorio Astronomico di Capodimonte, Napoli, Italy",7,NimbusRomNo9L-Regu,,71,59
"F. Auch`ere, E. Buchlin, M. Janvier
Universit´e Paris-Saclay, CNRS, Institut d’Astrophysique Spatiale, 91405 Orsay, France",7,NimbusRomNo9L-Regu,,122,86
"A. Bemporad
INAF Osservatorio Astroﬁsico di Torino, Italy",7,NimbusRomNo9L-Regu,,57,45
"D. Berghmans
Royal Observatory of Belgium, Brussels, Belgium",7,NimbusRomNo9L-Regu,,60,47
"A. Calcines
Centre for Advanced Instrumentation, Durham University, UK",7,NimbusRomNo9L-Regu,,70,58
"K. Dalmasse
IRAP, Universit´e de Toulouse, CNRS, CNES, UPS, Toulouse, France",7,NimbusRomNo9L-Regu,,76,64
"T. del Pino Alem´an, J. Trujillo-Bueno
Instituto de Astrof´ısica de Canarias, Tenerife, Spain",7,NimbusRomNo9L-Regu,,93,54
"C. Froment
LPC2E, CNRS/University of Orl´eans/CNES, Orl´eans, France and Institute of Theoretical Astrophysics, Uni-
versity of Oslo, Norway",7,NimbusRomNo9L-Regu,,140,105
"R. Harrison
RAL Space, STFC Rutherford Appleton Laboratory, Oxfordshire, UK",7,NimbusRomNo9L-Regu,,75,63
"S. Matthews
UCL Mullard Space Science Laboratory, Surrey, UK",7,NimbusRomNo9L-Regu,,60,48
"S. Parenti
Institut d’Astrophysique Spatiale, Orsay, France and D´epartement d’Astrophysique/AIM, CEA/IRFU,",7,NimbusRomNo9L-Regu,,107,96
"1
2
0
2",10,Times-Roman,,7,1
,5,Times-Roman,,0,0
n,10,Times-Roman,,1,1
a,8,Times-Roman,,1,1
J,7,Times-Roman,,1,1
,5,Times-Roman,,0,0
5,10,Times-Roman,,1,1
,5,Times-Roman,,0,0
],6,Times-Roman,,1,1
R,13,Times-Roman,,1,1
S,11,Times-Roman,,1,1
.,5,Times-Roman,,1,1
"h
p",10,Times-Roman,,3,1
-,6,Times-Roman,,1,1
o,10,Times-Roman,,1,1
r,6,Times-Roman,,1,1
t,5,Times-Roman,,1,1
s,7,Times-Roman,,1,1
a,8,Times-Roman,,1,1
[,6,Times-Roman,,1,1
,5,Times-Roman,,0,0
"1
v
6
6
5
1
0",10,Times-Roman,,13,1
.,5,Times-Roman,,1,1
"1
0
1
2",10,Times-Roman,,7,1
:,5,Times-Roman,,1,1
v,10,Times-Roman,,1,1
i,5,Times-Roman,,1,1
X,14,Times-Roman,,1,1
r,6,Times-Roman,,1,1
a,8,Times-Roman,,1,1
2,7,NimbusRomNo9L-Regu,,1,1
H. Peter et al.,7,NimbusRomNo9L-Regu,,15,15
Abstract,9,NimbusRomNo9L-Medi,,8,8
"The magnetic activity of the Sun directly impacts the Earth and human life. Like-
wise, other stars will have an impact on the habitability of planets orbiting these host stars.
Although the magnetic ﬁeld at the surface of the Sun is reasonably well characterised by ob-
servations, the information on the magnetic ﬁeld in the higher atmospheric layers is mainly
indirect. This lack of information hampers our progress in understanding solar magnetic ac-
tivity. Overcoming this limitation would allow us to address four paramount long-standing
questions: (1) How does the magnetic ﬁeld couple the different layers of the atmosphere,
and how does it transport energy? (2) How does the magnetic ﬁeld structure, drive and inter-
act with the plasma in the chromosphere and upper atmosphere? (3) How does the magnetic
ﬁeld destabilise the outer solar atmosphere and thus affect the interplanetary environment?
(4) How do magnetic processes accelerate particles to high energies? New ground-breaking
observations are needed to address these science questions. We suggest a suite of three in-
struments that far exceed current capabilities in terms of spatial resolution, light-gathering
power, and polarimetric performance: (a) A large-aperture UV-to-IR telescope of the 1-3
m class aimed mainly to measure the magnetic ﬁeld in the chromosphere by combining
high spatial resolution and high sensitivity. (b) An extreme-UV-to-IR coronagraph that is
designed to measure the large-scale magnetic ﬁeld in the corona with an aperture of about
40 cm. (c) An extreme-UV imaging polarimeter based on a 30 cm telescope that combines
high throughput in the extreme UV with polarimetry to connect the magnetic measurements
of the other two instruments. Placed in a near-Earth orbit, the data downlink would be max-",9,NimbusRomNo9L-Regu,,1799,95
"imised, while a location at L4 or L5 would provide stereoscopic observations of the Sun
in combination with Earth-based observatories. This mission to measure the magnetic ﬁeld
will ﬁnally unlock the driver of the dynamics in the outer solar atmosphere and thereby will
greatly advance our understanding of the Sun and the heliosphere.",9,NimbusRomNo9L-Regu,,335,92
Keywords,9,NimbusRomNo9L-Medi,,8,8
Sun: magnetic ﬁelds,9,NimbusRomNo9L-Regu,,19,19
·,9,CMSY10,,1,1
Sun: atmosphere,9,NimbusRomNo9L-Regu,,15,15
·,9,CMSY10,,1,1
Space vehicles: instruments,9,NimbusRomNo9L-Regu,,27,27
·,9,CMSY10,,1,1
