text,fonts-size,fonts-type,fonts-style,base_str_len,max_str_len
"Detecting residues of cosmic events using residual 
neural network",20,TimesNewRomanPSMT,,66,51
Hrithika Dodia,15,TimesNewRomanPSMT,,14,14
"Dwarkadas J. Sanghvi College of Engineering, No. U-15, J. V. P. D. Scheme, Bhaktivedanta 
Swami Road, Vile Parle, Mumbai, Maharashtra, India.",12,TimesNewRomanPSMT,,141,89
Email address: hrithikadodia19@gmail.com,12,TimesNewRomanPSMT,,40,40
ABSTRACT:,12,TimesNewRomanPS-BoldMT,,9,9
"The detection of gravitational waves is considered to be one of the most magnificent 
discoveries of the century. Due to the high computational cost of matched filtering pipeline, 
there is a hunt for an alternative powerful system. I present, for the first time, the use of 1D 
residual neural network for detection of gravitational waves. Residual networks have 
transformed many fields like image classification, face recognition and object detection with 
their robust structure. With increase in sensitivity of LIGO detectors we expect many more 
sources of gravitational waves in the universe to be detected. However, deep learning 
networks are trained only once. When used for classification task, deep neural networks are 
trained to predict only a fixed number of classes. Therefore, when a new type of gravitational 
wave is to be detected, this turns out to be a drawback of deep learning. Shallow neural 
networks can be used to learn data with simple patterns but fail to give good results with 
increase in complexity of data. Remodelling the neural network with detection of each new 
type of GW is highly infeasible. In this letter, I also discuss ways to reduce the time required 
to adapt to such changes in detection of gravitational waves for deep learning methods. 
Primarily, I aim to create a custom residual neural network for 1-dimensional time series 
inputs, which can learn a ton of features from dataset without giving up on increasing the 
number of classes or increasing the complexity of data. I use the two class of binary 
coalescence signals (Binary Black Hole Merger and Binary Neutron Star Merger signals) 
detected by LIGO to check the performance of residual structure on gravitational waves 
detection.",12,TimesNewRomanPSMT,,1743,97
,12,TimesNewRomanPSMT,,0,0
,12,TimesNewRomanPSMT,,0,0
,12,TimesNewRomanPSMT,,0,0
,12,TimesNewRomanPSMT,,0,0
,12,TimesNewRomanPSMT,,0,0
,12,TimesNewRomanPSMT,,0,0
,12,TimesNewRomanPSMT,,0,0
,11,TimesNewRomanPSMT,,0,0
,12,TimesNewRomanPSMT,,0,0
Preprint submitted to Elsevier,12,TimesNewRomanPSMT,,30,30
INTRODUCTION:,12,TimesNewRomanPS-BoldMT,,13,13
