word,word_len,word_upper,word_lower,word_digits,line_symbolic_percent,line_space_percent,line_num_world,line_num_columns,line_front_spaces_perc,line_back_spaces
MNRAS,5,1.0,0.0,0.0,0.41714285714285715,0.5828571428571429,15,23,0.2569832402234637,0.022346368715083775
"000,",4,0.0,0.0,0.75,0.41714285714285715,0.5828571428571429,15,23,0.2569832402234637,0.022346368715083775
1–17,4,0.0,0.0,0.75,0.41714285714285715,0.5828571428571429,15,23,0.2569832402234637,0.022346368715083775
(0000),6,0.0,0.0,0.6666666666666666,0.41714285714285715,0.5828571428571429,15,23,0.2569832402234637,0.022346368715083775
Preprint,8,0.125,0.875,0.0,0.41714285714285715,0.5828571428571429,15,23,0.2569832402234637,0.022346368715083775
9,1,0.0,0.0,1.0,0.41714285714285715,0.5828571428571429,15,23,0.2569832402234637,0.022346368715083775
March,5,0.2,0.8,0.0,0.41714285714285715,0.5828571428571429,15,23,0.2569832402234637,0.022346368715083775
2021,4,0.0,0.0,1.0,0.41714285714285715,0.5828571428571429,15,23,0.2569832402234637,0.022346368715083775
Compiled,8,0.125,0.875,0.0,0.41714285714285715,0.5828571428571429,15,23,0.2569832402234637,0.022346368715083775
using,5,0.0,1.0,0.0,0.41714285714285715,0.5828571428571429,15,23,0.2569832402234637,0.022346368715083775
MNRAS,5,1.0,0.0,0.0,0.41714285714285715,0.5828571428571429,15,23,0.2569832402234637,0.022346368715083775
LATEX,5,1.0,0.0,0.0,0.41714285714285715,0.5828571428571429,15,23,0.2569832402234637,0.022346368715083775
style,5,0.0,1.0,0.0,0.41714285714285715,0.5828571428571429,15,23,0.2569832402234637,0.022346368715083775
file,4,0.0,1.0,0.0,0.41714285714285715,0.5828571428571429,15,23,0.2569832402234637,0.022346368715083775
v3.0,4,0.0,0.25,0.5,0.41714285714285715,0.5828571428571429,15,23,0.2569832402234637,0.022346368715083775
Multi-wavelength,16,0.0625,0.875,0.0,0.49514563106796117,0.5048543689320388,7,1,0.2569832402234637,0.4245810055865922
