text,space_num,symbolic_percent,space_percent,num_world,num_columns,front_spaces_perc,back_spaces
"                                                Draft version January 6, 2021",48.0,0.3246753246753247,0.6753246753246753,5.0,1.0,0.2727272727272727,0.5625
                                                Typeset using LATEX twocolumn style in AASTeX62,48.0,0.43157894736842106,0.5684210526315789,7.0,1.0,0.2727272727272727,0.4602272727272727
                                                                       Investigating the origin of the FIP effect with a shell turbulence model,71.0,0.42657342657342656,0.5734265734265734,12.0,1.0,0.4034090909090909,0.1875
"                                              Victor Réville, Alexis P. Rouillard,1 Marco Velli,2 Andrea Verdini,3 Éric Buchlin,4 Michaël Lavarra,1 and",46.0,0.6168831168831169,0.3831168831168831,14.0,1.0,0.26136363636363635,0.125
                                                                1,64.0,0.015384615384615385,0.9846153846153847,1.0,1.0,0.36363636363636365,0.6306818181818181
                                                                                          Nicolas Poirier1,90.0,0.14150943396226415,0.8584905660377359,2.0,1.0,0.5113636363636364,0.3977272727272727
"                                                                       1 IRAP,    Université Toulouse III - Paul Sabatier, CNRS, CNES, Toulouse, France",71.0,0.4407894736842105,0.5592105263157895,12.0,3.0,0.4034090909090909,0.13636363636363635
"                                                                            2 UCLA    Earth Planetary and Space Sciences Department, LA, CA, USA",76.0,0.3819444444444444,0.6180555555555556,11.0,3.0,0.4318181818181818,0.18181818181818177
"                                                                       3 Dipatimento di Fisica e Astronomia, Universitá di Firenze, Sesto Fiorentino, Italia",71.0,0.47770700636942676,0.5222929936305732,12.0,1.0,0.4034090909090909,0.10795454545454541
"                                                                    4 Université Paris-Saclay, CNRS, Institut d’Astrophysique Spatiale, 91405, Orsay, France",68.0,0.5095541401273885,0.49044585987261147,10.0,1.0,0.38636363636363635,0.10795454545454541
arXiv:2101.01440v1 [astro-ph.SR] 5 Jan 2021,0.0,0.9069767441860465,0.09302325581395354,5.0,1.0,0.0,0.7556818181818181
                                                                                 Submitted to Frontiers in Astronomy and Space Sciences,81.0,0.34814814814814815,0.6518518518518519,8.0,1.0,0.4602272727272727,0.23295454545454541
                                                                                                         ABSTRACT,105.0,0.07079646017699115,0.9292035398230089,1.0,1.0,0.5965909090909091,0.3579545454545454
                                                        The enrichment of coronal loops and the slow solar wind with elements that have low First Ionisation,56.0,0.5384615384615384,0.46153846153846156,17.0,1.0,0.3181818181818182,0.11363636363636365
"                                                      Potential, known as the FIP effect, has often been interpreted as the tracer of a common origin. A",54.0,0.5328947368421053,0.4671052631578947,18.0,1.0,0.3068181818181818,0.13636363636363635
                                                      current explanation for this FIP fractionation rests on the influence of ponderomotive forces and,54.0,0.5562913907284768,0.4437086092715232,14.0,1.0,0.3068181818181818,0.14204545454545459
                                                      turbulent mixing acting at the top of the chromosphere. The implied wave transport and turbulence,54.0,0.5496688741721855,0.45033112582781454,15.0,1.0,0.3068181818181818,0.14204545454545459
                                                      mechanisms are also key to wave-driven coronal heating and solar wind acceleration models. This work,54.0,0.5584415584415584,0.4415584415584416,15.0,1.0,0.3068181818181818,0.125
                                                      makes use of a shell turbulence model run on open and closed magnetic field lines of the solar corona,54.0,0.535483870967742,0.46451612903225803,19.0,1.0,0.3068181818181818,0.11931818181818177
"                                                      to investigate with a unified approach the influence of magnetic topology, turbulence amplitude and",54.0,0.5620915032679739,0.43790849673202614,14.0,1.0,0.3068181818181818,0.13068181818181823
                                                      dissipation on the FIP fractionation. We try in particular to assess whether there is a clear distinction,54.0,0.559748427672956,0.44025157232704404,17.0,1.0,0.3068181818181818,0.09659090909090906
                                                      between the FIP effect on closed and open field regions.,54.0,0.42727272727272725,0.5727272727272728,10.0,1.0,0.3068181818181818,0.375
"                                                      Keywords: turbulence, slow wind, FIP effect, transition region",54.0,0.47413793103448276,0.5258620689655172,8.0,1.0,0.3068181818181818,0.34090909090909094
                                                               1. INTRODUCTION                                      this advantage that it may change sign and could ex-,63.0,0.3392857142857143,0.6607142857142857,12.0,20.0,0.35795454545454547,0.045454545454545414
                                                 The First Ionization Potential (FIP) effect is an en-              plain the inverse FIP effect observed in low-mass stars,49.0,0.5380116959064327,0.4619883040935673,18.0,8.0,0.2784090909090909,0.02840909090909094
"                                              richment of heavy elements with low-FIP such as Fe,                   (Wood & Linsky 2010; Laming 2015). Both processes",46.0,0.5151515151515151,0.48484848484848486,17.0,10.0,0.26136363636363635,0.0625
                                              Si and Mg compared with photospheric abundances. It                   rely on Alfvén waves propagating parallel and anti-,46.0,0.5297619047619048,0.47023809523809523,16.0,10.0,0.26136363636363635,0.045454545454545414
"                                              was initially measured in the solar wind and Solar En-                parallel to the magnetic field, to trigger a turbulent cas-",46.0,0.5428571428571428,0.4571428571428572,20.0,9.0,0.26136363636363635,0.005681818181818232
                                              ergetic Particles (SEPs) and later inferred from spectro-             cade through non-linear interactions and heating. These,46.0,0.5789473684210527,0.42105263157894735,15.0,7.0,0.26136363636363635,0.02840909090909094
"                                              scopic observations of the corona (see Meyer 1985a,b;                 wave populations naturally arise in coronal loops, where",46.0,0.5523255813953488,0.4476744186046512,16.0,9.0,0.26136363636363635,0.022727272727272707
"                                              Bochsler et al. 1986; Gloeckler & Geiss 1989; Feldman                 footpoints motions excite the loop on both ends, but",46.0,0.5297619047619048,0.47023809523809523,18.0,9.0,0.26136363636363635,0.045454545454545414
"                                              1992, and references therein). The FIP bias, i.e. the ra-             they are also expected in the open solar wind where re-",46.0,0.543859649122807,0.45614035087719296,21.0,7.0,0.26136363636363635,0.02840909090909094
"                                              tio of coronal to photospheric abundances, is moreover                flection on large scale gradients (Velli et al. 1989; Zhou &",46.0,0.5511363636363636,0.44886363636363635,19.0,9.0,0.26136363636363635,0.0
                                              mass independent. This means that processes below the                 Matthaeus 1989) or compressible instabilities (Tenerani,46.0,0.5614035087719298,0.4385964912280702,14.0,9.0,0.26136363636363635,0.02840909090909094
                                              transition region are strongly affecting the hydrostatic              & Velli 2013; Shoda et al. 2018b; Réville et al. 2018) cre-,46.0,0.5625,0.4375,19.0,8.0,0.26136363636363635,0.0
"                                              balance of the partially ionized chromosphere. Early on,              ate an sunward component from a purely anti-sunward",46.0,0.5568862275449101,0.44311377245508987,16.0,8.0,0.26136363636363635,0.051136363636363646
"                                              explanations of the FIP effect involved diffusion, flows              wave packet.",46.0,0.46875,0.53125,10.0,8.0,0.26136363636363635,0.2727272727272727
                                              or some sort of turbulent mixing in the chromosphere to                  The Ulysses spacecraft have shown clear composition,46.0,0.5352941176470588,0.4647058823529412,17.0,10.0,0.26136363636363635,0.03409090909090906
"                                              prevent any gravitational settling (see, e.g. Marsch et al.           differences between the fast and the slow wind compo-",46.0,0.5680473372781065,0.4319526627218935,18.0,6.0,0.26136363636363635,0.03977272727272729
"                                              1995; Schwadron et al. 1999).                                         nents, the slow wind showing FIP biases close to the",46.0,0.40476190476190477,0.5952380952380952,15.0,21.0,0.26136363636363635,0.045454545454545414
                                                 Schwadron et al. (1999) favored the hypothesis of tur-             one observed in coronal loops (Geiss et al. 1995). Af-,49.0,0.5352941176470588,0.4647058823529412,19.0,7.0,0.2784090909090909,0.03409090909090906
"                                              bulent wave heating in the chromosphere as a way to                   ter all, decades of observations (Belcher & Davis 1971;",46.0,0.52046783625731,0.47953216374269003,19.0,10.0,0.26136363636363635,0.02840909090909094
                                              both prevent a mass-dependant fractionation and to                    Tu & Marsch 1995; Bruno & Carbone 2013) and mod-,46.0,0.5060975609756098,0.49390243902439024,17.0,11.0,0.26136363636363635,0.06818181818181823
"                                              obtain a low-FIP bias. Later on, Laming (2004) pro-                   eling of fluctuations in the solar wind have now brought",46.0,0.5232558139534884,0.4767441860465116,19.0,10.0,0.26136363636363635,0.022727272727272707
